"title","number","date","keywords","link"
"Noch haben die Polen kein frei gewähltes Parlament. Aber ihr neuer Präsident Lech Walesa ernannte seinen ersten Regierungschef: Jan Bielecki. Nicht nur in Warschau bleibt der Reformprozeß bedroht.: Aufbruch mit Rückschlägen |","1991.3.1683","1991-01-11","DIE ZEIT, Noch haben die Polen kein frei gewähltes Parlament. Aber ihr neuer Präsident Lech Walesa ernannte seinen ersten Regierungschef: Jan Bielecki. Nicht nur in Warschau bleibt der Reformprozeß bedroht., Polen, Präsident, Lech Wa??sa, Warschau, Ungarn, Privatisierung, Regierungserklärung, Slowakei, MIT, Tschechoslowakei, Osteuropa, Bratislava, Europa, Prag","http://www.zeit.de/1991/03/aufbruch-mit-rueckschlaegen"
"Der Diplomat am Ende seines Lateins? |","1991.3.1684","1991-01-11","DIE ZEIT, , George W.  Bush, Hans-Dietrich Genscher, Tarik Asis, Diplomat, Außenminister, Ernest Bevin, Irak, Polen, Genf, Asien, Bagdad, Washington D.C","http://www.zeit.de/1991/03/der-diplomat-am-ende-seines-lateins"
"Worte zur Krise |","1991.3.1685","1991-01-11","DIE ZEIT, , George W.  Bush, Saddam Hussein, John Major, Hans-Dietrich Genscher, James Baker, Europäische Gemeinschaft, François Mitterrand, Jassir Arafat, Aggression, Außenminister, Botschaft, Bundesaußenminister, David Levy, Frankreich, Irak, Muammar al-Gaddafi, Präsident, US-Regierung, Wirbelsturm, Großbritannien, Bagdad, Kuwait","http://www.zeit.de/1991/03/worte-zur-krise"
"Nachlese: Wahlen in Guatemala: Auf ein neues... |","1991.3.1686","1991-01-11","DIE ZEIT, Nachlese: Wahlen in Guatemala, Guatemala, Militär, Bürgerkrieg, Demokratie, Gewalt, Guerilla, Korruption, Lateinamerika, Menschenrechtsverletzung, Schicksal, Sekte, Streitkräfte, Verfassung","http://www.zeit.de/1991/03/auf-ein-neues"
"Am 15. Januar 1991 – nächsten Dienstag – läuft die Frist ab, die der Weltsicherheitsrat dem Irak gesetzt hat, Kuwait zu räumen. Danach sind die am Golf aufmarschierten Streitkräfte ermächtigt, Irak mit Waffengewalt zum Rückzug zu zwingen. Amerika ist dazu bereit.: Kein Kuwaitnam – aber ein Sieg? |","1991.3.1687","1991-01-11","DIE ZEIT, Am 15. Januar 1991 – nächsten Dienstag – läuft die Frist ab, die der Weltsicherheitsrat dem Irak gesetzt hat, Kuwait zu räumen. Danach sind die am Golf aufmarschierten Streitkräfte ermächtigt, Irak mit Waffengewalt zum Rückzug zu zwingen. Amerika ist dazu bereit., George W.  Bush, Saddam Hussein, USA, Irak, Colin Powell, Golf, Streitkräfte, Kuwait, USA, Vereinte Nationen, Vietnam, Israel, Krieg, Luftwaffe, Pentagon, Saudi Arabien, MIT, Sowjetunion, Weltsicherheitsrat, Bagdad, Südostasien","http://www.zeit.de/1991/03/kein-kuwaitnam-aber-ein-sieg"
"Was machen die Deutschen?: Kein Kampf um Kuwait |","1991.3.1688","1991-01-11","DIE ZEIT, Was machen die Deutschen?, Bundesregierung, Saddam Hussein, Heidemarie Wieczorek-Zeul, Kuwait, Bundeswehreinsatz, Grundgesetz, Hermann Scheer, Streitkräfte, Türkei, Belgien, Irak, Norwegen, Ankara, Europa, Nordamerika, Oldenburg","http://www.zeit.de/1991/03/kein-kampf-um-kuwait"
"Bonner Bühne: Bauch statt Kopf |","1991.3.1689","1991-01-11","DIE ZEIT, Bonner Bühne, Bühne, FAZ, Geburt, Integration, Kanzleramt, Koalitionsverhandlung, Richard Freiherr von Weizsäcker, Umfrage, Israel, Japan, Schweden, Schweiz, USA, Bonn, Lhasa, Oggersheim","http://www.zeit.de/1991/03/bauch-statt-kopf"
"Was machen die Franzosen?: Zwischen Arabien und Amerika |","1991.3.1690","1991-01-11","DIE ZEIT, Was machen die Franzosen?, Saddam Hussein, USA, François Mitterrand, George W.  Bush, Frankreich, UN-Sicherheitsrat, Alliierte, Irak, Josephine Baker, Logik, Algerien, Israel, Libanon, Marokko, Oman, USA, Kuwait, Paris, München, Washington D.C","http://www.zeit.de/1991/03/zwischen-arabien-und-amerika"
"Zeitspiegel |","1991.3.1691","1991-01-11","DIE ZEIT, , Tourismus, Golf, Pentagon, Redakteur, Redaktion, Saison, Stern, Weltkrieg, Wüste, Zensur, England, Bonn, Brüssel, Europa, Sardinien","http://www.zeit.de/1991/03/zeitspiegel"
"Weltbühne: Afrikanische Krankheit |","1991.3.1692","1991-01-11","DIE ZEIT, Weltbühne, Krankheit, Menschenrechtsverletzung, Somalia, Liberia, Mogadischu, Afrika, Kairo, Landshut, Nairobi, Rom, Äthiopien","http://www.zeit.de/1991/03/afrikanische-kindheit"
