"title","number","date","keywords","link"
"Massenkundgebung in Tel Aviv: Nicht ganz koscher |","1990.16.465","1990-04-13","DIE ZEIT, Massenkundgebung in Tel Aviv, Schimon Peres, Hans-Jochen Vogel, Izchak Schamir, Saddam Hussein, Chaim Herzog, DDR, Direktwahl, Israel, Rabbi, Irak, Sowjetunion, Tel Aviv","http://www.zeit.de/1990/16/nicht-ganz-koscher"
"Rückblick: Wahlen in Ungarn: Wende zur Demokratie |","1990.16.466","1990-04-13","DIE ZEIT, Rückblick: Wahlen in Ungarn, Demokratie, Ungarn, Ministerpräsident, Opposition, Rechtsstaat, Regierung","http://www.zeit.de/1990/16/wende-zur-demokraite"
"Deutsche Wirtschafts- und Währungsunion: Scharf gerechnet |","1990.16.467","1990-04-13","DIE ZEIT, Deutsche Wirtschafts- und Währungsunion, Bundesbank, Bundesregierung, CDU, Währungsunion, Arbeitslosenversicherung, Bundesrat, DDR, Friedrich Bohl, Kanzleramt, Richard Freiherr von Weizsäcker, Bonn, Bundesrepublik Deutschland, Ost-Berlin","http://www.zeit.de/1990/16/scharf-gerechnet"
"Weltbühne: Willkommen im Paradies |","1990.16.468","1990-04-13","DIE ZEIT, Weltbühne, DDR, Ferienwohnung, Hotel, Reiseveranstalter, Volker Mauersberger, Bundesrepublik Deutschland, Spanien, Balearen, Bautzen, Mallorca, Palma de Mallorca","http://www.zeit.de/1990/16/willkommen-im-paradies"
"Genscher in Washington: Das gute Klima nutzen |","1990.16.469","1990-04-13","DIE ZEIT, Genscher in Washington, Hans-Dietrich Genscher, Washington D.C., George W.  Bush, Klima, Gerhard Stoltenberg, Henry Kissinger, Außenminister, DDR, Direktwahl, Josephine Baker, Polen, Vatikan, Bonn, Sowjetunion, USA, Washington D.C., Wien, Berlin, Europa, Moskau, Warschau","http://www.zeit.de/1990/16/das-gute-klima-nutzen"
"Worte der Woche |","1990.16.470","1990-04-13","DIE ZEIT, , Helmut Kohl, CSU, Hans-Dietrich Genscher, Michail Gorbatschow, Fidel Castro, Bischof, Bundesaußenminister, D-Mark, DDR, Demokratie, Frühling, Peter Gauweiler, Pflanze, Planet, Präsident, Schwangerschaftsabbruch, Staatssekretär, Turgut Özal, Volkskammer, Kuba, Nepal, Sowjetunion, Rimini","http://www.zeit.de/1990/16/worte-der-woche"
"Nicht bloß Erfüllungsgehilfe |","1990.16.471","1990-04-13","DIE ZEIT, , Hans Modrow, Erich Honecker, DDR, Diplom, Doktortitel, Günter Schabowski, Humboldt-Universität, Dresden, Berlin, Ost-Berlin","http://www.zeit.de/1990/16/nicht-bloss-erfuellungsgehilfe"
"Bonner Bühne: Aller Abstieg ist schwer |","1990.16.472","1990-04-13","DIE ZEIT, Bonner Bühne, Hans Apel, Richard Freiherr von Weizsäcker, Bühne, Helmut Schmidt, Herbert Wehner, SPD, Willy Brandt, Erhard Eppler, Hans-Jochen Vogel, Auswärtiges Amt, Bundestag, Europapolitik, Friedbert Pflüger, Jusos, Präsidentschaft, Schiedsrichter, Verteidigungsminister, Abstieg","http://www.zeit.de/1990/16/aller-abstieg-ist-schwer"
"Lernen im hohen Amt |","1990.16.473","1990-04-13","DIE ZEIT, , CDU, Lernen, Rita Süssmuth, Abtreibung, Bundestagspräsident, Charité, DDR, Ethik, Jens Reich, Kindergarten, Medizin, Volkskammer, Wolfgang Ullmann, Berlin, Eisenach, Ost-Berlin","http://www.zeit.de/1990/16/lernen-im-hohen-amt"
"In den äthiopischen Provinzen Tigray und Eritrea droht wieder eine Hungersnot. Addis Abeba behindert die Hilfe.: „Die Welt hat unsere Schreie nicht gehört!“ |","1990.16.474","1990-04-13","DIE ZEIT, In den äthiopischen Provinzen Tigray und Eritrea droht wieder eine Hungersnot. Addis Abeba behindert die Hilfe., Vereinte Nationen, Eritrea, Sudan, Addis Abeba, Äthiopien, Afrika","http://www.zeit.de/1990/16/die-welt-hat-unsere-schreie-nicht-gehoert"
"Krise in der Sowjetunion: Der Leidensweg des Baltikums |","1990.16.475","1990-04-13","DIE ZEIT, Krise in der Sowjetunion, Sowjetunion, Michail Gorbatschow, Vytautas Landsbergis, Litauen, Polen, Estland, Lettland, Völkerbund, Russland, Moskau, Riga, Vilnius, Tbilissi, Washington D.C","http://www.zeit.de/1990/16/der-leidensweg-des-baltikums"
"Nachlese: Wahlen in Griechenland: Brüsseler Spitzen |","1990.16.476","1990-04-13","DIE ZEIT, Nachlese: Wahlen in Griechenland, Griechenland, Jacques Delors, Andreas Papandreou, Brief, Internationaler Währungsfonds, Ministerpräsident, Parlamentswahl, Staatsverschuldung, Wahl, Regierung, Brüssel","http://www.zeit.de/1990/16/bruesseler-spritzen"
"Drei Wochen nach den Wahlen bekommt die DDR ihre erste und letzte demokratische Regierung: Die Mannschaft betritt das sinkende Schiff |","1990.16.477","1990-04-13","DIE ZEIT, Drei Wochen nach den Wahlen bekommt die DDR ihre erste und letzte demokratische Regierung, DDR, CDU, Lothar de Maizière, SPD, Kurt Biedenkopf, Regierung, SPD-Fraktion, Schiff, Markus Meckel, Peter-Michael Diestel, Rainer Eppelmann, Richard Schröder, Koalitionsverhandlung, PDS, Volkskammer, Bonn, Berlin, Elbe","http://www.zeit.de/1990/16/die-mannschaft-betritt-das-sinkende-schiff"
"Auch wir sind das Volk |","1990.16.478","1990-04-13","Politik, , Bertolt Brecht, DDR, Grundgesetz, Revolution, Wahl, Wahlkampf, Zivilcourage, Berlin, Dresden, Leipzig","http://www.zeit.de/1990/16/auch-wir-sind-das-volk"
"Klaus-Peter Schmid:: Schöne Aussichten |","1990.16.479","1990-04-13","DIE ZEIT, Klaus-Peter Schmid:, Bundesregierung, DDR, Deutsches Institut für Wirtschaftsforschung, Frühjahrsgutachten, Helmut Haussmann, Konjunkturprognose, Tyll Necker, Währungsunion","http://www.zeit.de/1990/16/schoene-aussichten"
"Währungskonferenz: Unglücklich |","1990.16.480","1990-04-13","DIE ZEIT, Währungskonferenz, Aktienmarkt, Finanzminister, tTokyo, Währung, Währungsunion, Yen, Dollar, Geld, Japan, USA, Washington D.C., Paris","http://www.zeit.de/1990/16/ungluecklich"
"Markt-Report: Die Euphorie klingt ab |","1990.16.481","1990-04-13","DIE ZEIT, Markt-Report, Bundesbank, Dax, Aktie, Aktienindex, Aktienmarkt, Börse, D-Mark, Umsatz, Währung, Frankreich, Bonn, Europa, Ost-Berlin, Paris","http://www.zeit.de/1990/16/die-euphorie-klingt-ab"
"KSZE-Konferenz: Glücklich |","1990.16.482","1990-04-13","DIE ZEIT, KSZE-Konferenz, Bundesregierung, Eigentum, Glück, Helmut Haussmann, Ostblock, Prozess, Volkswirtschaft, Wirtschaftsminister, Bonn, Europa, Osteuropa","http://www.zeit.de/1990/16/gluecklich"
"Zeitliches aus Dänemark: Umarmung in Düppel |","1990.16.483","1990-04-13","DIE ZEIT, Zeitliches aus Dänemark, Dänemark, Theo Waigel, Bier, Bundeskanzler, Republikaner (USA), Polen, Kopenhagen, Schleswig-Holstein","http://www.zeit.de/1990/16/umarmung-in-dueppel"
"Apokalypse am Amazonas |","1990.16.484","1990-04-13","DIE ZEIT, , Apokalypse, Amazonas, Fernando Collor de Mello, Lateinamerika, Madagaskar, Amazonien, Brasília, Saarland","http://www.zeit.de/1990/16/apokalypse-am-amazonas"
"Nicht auf Kosten des Südens |","1990.16.485","1990-04-13","DIE ZEIT, , Jürgen Warnke, Bundesregierung, Helmut Kohl, Bundestag, Entwicklungshilfe, Entwicklungsland, Etat, Geld, Ministerium, Umweltschutz, Vereinte Nationen, Verteidigungsminister, Bundeskanzler, Polen, Ungarn, Osteuropa","http://www.zeit.de/1990/16/nicht-auf-kosten-des-suedens"
"Börsenspiel: Mit Ost-Phantasie an die Spitze |","1990.16.486","1990-04-13","DIE ZEIT, Börsenspiel, DG Bank, Dresdner Bank, Aktie, DDR, Gewinn, MIT, Fernost","http://www.zeit.de/1990/16/mit-ost-phantasie-an-die-spitze"
"Rudolf Engen: Zur Strafe kein Kohl |","1990.16.487","1990-04-13","DIE ZEIT, Rudolf Engen, Strafe, EMMA, Entwicklungshilfe, Export, Fußball, Sanktion, Tennis, U-Bahn, Wein, Afghanistan, China, Frankreich, Portugal, Südafrika, USA, Genf, Moskau, Saarland","http://www.zeit.de/1990/16/zur-strafe-kein-kohl"
"Frankfurter Börse: Himmlische Zustände |","1990.16.488","1990-04-13","DIE ZEIT, Frankfurter Börse, Börse, Commerzbank, Leo Kirch, Deutsche Bank, Entlassung, Europäische Gemeinschaft, Frankfurter Börse, Otto, England, Bayreuth, Berlin","http://www.zeit.de/1990/16/himmlische-zustaende"
"Bonner Kulisse |","1990.16.489","1990-04-13","DIE ZEIT, , Oskar Lafontaine, Bundesregierung, FDP, Hermann Otto Solms, CDU, Ignaz Kiechle, DDR, Geldstrafe, Klaus Matthiesen, Landesregierung, Rechnungshof, Staatssekretär, Bonn, Baden-Württemberg, Bayern, Berlin, Brüssel, Hessen, Saarbrücken, Saarland","http://www.zeit.de/1990/16/bonner-kulisse"
"Deutsche Einheit / Europäische Einigung: Neues Selbstbewußtsein |","1990.16.490","1990-04-13","DIE ZEIT, Deutsche Einheit / Europäische Einigung, Theo Waigel, Bundesbank, Karl Otto Pöhl, DDR, Finanzminister, Frankreich, Minister, Schicksal, Währung, Selbstbewusstsein, Paris, Europa","http://www.zeit.de/1990/16/neues-selbstbewusstsein"
"Rückzug auf leisen Sohlen |","1990.16.491","1990-04-13","DIE ZEIT, , Jugoslawien, DDR, Jeffrey Sachs, Josip Broz Tito, Serbien, Slowenien, Wechselkurs, Kosovo, Sowjetunion, Belgrad, Ljubljana","http://www.zeit.de/1990/16/rueckzug-auf-leisen-sohlen"
"Entwicklungsländer: Ängste der Armen |","1990.16.492","1990-04-13","DIE ZEIT, Entwicklungsländer, Jürgen Warnke, SPD, CSU, Benin, Etat, Lateinamerika, Vereinte Nationen, Welthungerhilfe, Osteuropa, Ungarn, Afrika, Bonn, Europa, Südostasien","http://www.zeit.de/1990/16/aengste-der-armen"
"Umtauschkurs: Die Bundesbank auf dem Holzweg |","1990.16.493","1990-04-13","DIE ZEIT, Umtauschkurs, Bundesbank, D-Mark, DDR, Sparquote, Wohnungsbau, Flensburg, Ost-Berlin","http://www.zeit.de/1990/16/die-bundesbank-auf-dem-holzweg"
"Vereinigte Staaten: Der verkaufte Leser |","1990.16.494","1990-04-13","DIE ZEIT, Vereinigte Staaten, Tageszeitung, USA, Berkeley","http://www.zeit.de/1990/16/der-verkaufte-leser"
"Carlo De Benedetti: Glückloser Stratege |","1990.16.495","1990-04-13","DIE ZEIT, Carlo De Benedetti, Carlo de Benedetti, Silvio Berlusconi, Olivetti, Nestlé, Philips, Volksfürsorge, Yves Saint Laurent, Italien, Europa","http://www.zeit.de/1990/16/glueckloser-stratege"
"Sozialklima in der DDR: Die alten, neuen Herren |","1990.16.496","1990-04-13","DIE ZEIT, Sozialklima in der DDR, DDR, Deutsche Bank, IG Metall, Roland Berger, AGB, Hoesch, Trabant, Leipzig","http://www.zeit.de/1990/16/die-alten-neuen-herren"
"Wirtschaftsbuch: „Gott im Maschinensaal“ |","1990.16.497","1990-04-13","DIE ZEIT, Wirtschaftsbuch, Schwarzwald, Württemberg, Schlesien, Schwaben","http://www.zeit.de/1990/16/gott-im-maschinensaal"
