"title","number","date","keywords","link"
"Waffenstillstand in Angola? Ein geplantes Abkommen wurde verschoben: Jeden Tag tausend Tote |","1994.47.7582","1994-11-18","DIE ZEIT, Waffenstillstand in Angola? Ein geplantes Abkommen wurde verschoben, Nelson Mandela, Bürgerkrieg, Frieden, Hauptstadt, Regierungschef, Region, Vereinte Nationen, Wahl, Angola, Krieg, Präsident, Waffenstillstand, Afrika, Berlin","http://www.zeit.de/1994/47/jeden-tag-tausend-tote"
"Der eine regiert im Bergdorf, der andere in der Metropole: Wer wird wen überleben im Bruderzwist auf dem Balkan?: Kampf um das Gemüt der Serben |","1994.47.7583","1994-11-18","DIE ZEIT, Der eine regiert im Bergdorf, der andere in der Metropole: Wer wird wen überleben im Bruderzwist auf dem Balkan?, Radovan Karadžic, Slobodan Miloševic, Bosnien und Herzegowina, UN-Sicherheitsrat, Serbien, Belgrad, Washington D.C","http://www.zeit.de/1994/47/kampf-um-das-gemuet-der-serben"
"Worte der Woche |","1994.47.7584","1994-11-18","DIE ZEIT, , Grüne, Bill Clinton, CDU, Helmut Kohl, Joschka Fischer, Burkhard Hirsch, Stefan Heym, Handel, Ignatz Bubis, Irmgard Schwaetzer, Mauerfall, Newt Gingrich, Repräsentantenhaus, Republikaner (USA), Sänger, Vernunft, Jakarta","http://www.zeit.de/1994/47/worte-der-woche"
"Militärseelsorge: Die Kirche fand einen Kompromiß: Kleiner Ost-Erfolg |","1994.47.7585","1994-11-18","DIE ZEIT, Militärseelsorge: Die Kirche fand einen Kompromiß, Kirche, Verteidigungsministerium, Brot, Martin Niemöller, Naturschutz, Ruhestand, Vertrag, Richter, Wahl, Halle an der Saale","http://www.zeit.de/1994/47/kleiner-ost-erfolg"
"Wolfgang Ebert: Das Loch |","1994.47.7586","1994-11-18","DIE ZEIT, Wolfgang Ebert, Arbeitslose, Minister, Präsident, Regierung, Rente, Sanierung, Wolfgang Ebert, Calw","http://www.zeit.de/1994/47/das-loch"
"Werden die rechten Mehrheiten im US-Kongreß Clintons Politik konterkarieren? Ihr Wortführer Newt Gingrich verheißt nichts Gutes: Aus Dynamik könnte Dynamit werden |","1994.47.7587","1994-11-18","DIE ZEIT, Werden die rechten Mehrheiten im US-Kongreß Clintons Politik konterkarieren? Ihr Wortführer Newt Gingrich verheißt nichts Gutes, Jesse Helms, Newt Gingrich, US-Kongress, USA, Vereinte Nationen, Republikaner (USA), Russland, Jugoslawien, New York, Washington D.C., Europa, North Carolina, South Carolina","http://www.zeit.de/1994/47/aus-dynamik-koennte-dynamit-werden"
"Der Westen hat den Kalten Krieg gewonnen. Aber kann er auch den Frieden in der Welt fördern?: Macht und Chaos |","1994.47.7588","1994-11-18","DIE ZEIT, Der Westen hat den Kalten Krieg gewonnen. Aber kann er auch den Frieden in der Welt fördern?, Krieg, Frieden, Dean Acheson, Trabant, Angola, Chaos, Europa, Japan, Nordkorea, Ruanda, Tschetschenien, USA, Berlin, Afrika, Kaukasus, Osteuropa, Paris, San Francisco, Washington D.C","http://www.zeit.de/1994/47/macht-und-chaos"
"Zeitspiegel |","1994.47.7589","1994-11-18","DIE ZEIT, , Ernst Nolte, Ordnungsamt, Ratgeber, Indonesien, Jakarta","http://www.zeit.de/1994/47/zeitspiegel"
"Berlin und Bonn vom 9. bis zum 15. November: Wie sich die Volksvertreter aufs Regieren und Opponieren, Postenjagen und Weiterwursteln einrichten, erste Siege feiern, Niederlagen bejammern – ein Tagebuch: Wer bleibt, wer kommt, wer fliegt? |","1994.47.7590","1994-11-18","DIE ZEIT, Berlin und Bonn vom 9. bis zum 15. November: Wie sich die Volksvertreter aufs Regieren und Opponieren, Postenjagen und Weiterwursteln einrichten, erste Siege feiern, Niederlagen bejammern – ein Tagebuch, Helmut Kohl, Wolfgang Schäuble, Berlin, Bonn, Hans-Ulrich Klose, Klaus Kinkel, Stefan Heym, Grüne, Irmgard Schwaetzer, SPD, Willy Brandt, CDU, CSU, FDP, Günter Rexrodt, Rita Süssmuth, Tagebuch, Stichwahl","http://www.zeit.de/1994/47/wer-bleibt-wer-kommt-wer-fliegt"
"Solarenergie: Ökodumping bei den Energiepreisen und Interessenkollisionen in der Branche behindern den Fortschritt der sanften Alternative: Wann geht die Sonne auf? |","1994.47.7591","1994-11-18","DIE ZEIT, Solarenergie: Ökodumping bei den Energiepreisen und Interessenkollisionen in der Branche behindern den Fortschritt der sanften Alternative, Siemens AG, Sonne, SPD, BP, Deutsches Zentrum für Luft- und Raumfahrt, Energie, Japan, Sowjetunion, Bayern, Mitteleuropa","http://www.zeit.de/1994/47/wann-geht-die-sonne-auf"
