"title","number","date","keywords","link"
"Bad Kleinen: Immer mehr spricht für Selbstmord: Noch nicht gewiß |","1993.44.6003","1993-10-29","DIE ZEIT, Bad Kleinen: Immer mehr spricht für Selbstmord, Wolfgang Grams, Selbstmord, Selbstjustiz, Zürich","http://www.zeit.de/1993/44/noch-nicht-gewiss"
"Nordirland: Der jahrelange Terror hat die Gesellschaft verroht: Freischärler und Mafiosi |","1993.44.6004","1993-10-29","DIE ZEIT, Nordirland: Der jahrelange Terror hat die Gesellschaft verroht, IRA, Allianz, Gerry Adams, Guerilla, Proletariat, Provinz, Test, Übergewicht, Bosnien und Herzegowina, Großbritannien, London, Nordirland, Belfast","http://www.zeit.de/1993/44/freischaerler-und-mafiosi"
"Die großen Parteien untergraben das Ansehen des Bundesverfassungsgerichts: Schachern um das hohe Amt |","1993.44.6005","1993-10-29","DIE ZEIT, Die großen Parteien untergraben das Ansehen des Bundesverfassungsgerichts, CDU, Herta Däubler-Gmelin, Jutta Limbach, SPD, Roman Herzog, Ernst Gottfried Mahrenholz, Bundessozialgericht, Christine Hohmann-Dennhardt, Ernst Benda, Justizminister, Justizsenator, Richter, Karlsruhe, Bonn","http://www.zeit.de/1993/44/schachern-um-das-hohe-amt"
"Im ostafrikanischen Burundi putschte das Militär: Kurzer Sommer |","1993.44.6006","1993-10-29","DIE ZEIT, Im ostafrikanischen Burundi putschte das Militär, Militär, Sommer, Demokratie, Diktatur, Staatsoberhaupt, Tutsi, Burundi, Afrika","http://www.zeit.de/1993/44/kurzer-sommer"
"Die Vereinigten Staaten brauchen die Sowjetunion nicht, um nach Überlegenheit zu streben. Das behaupten zwei amerikanische Politikwissenschaftler. Wie im Kalten Krieg, so gehe es Washington auch heute hauptsächlich um die Vorherrschaft auf den Weltmärkten: Die Feldherren des Freihandels |","1993.44.6007","1993-10-29","DIE ZEIT, Die Vereinigten Staaten brauchen die Sowjetunion nicht, um nach Überlegenheit zu streben. Das behaupten zwei amerikanische Politikwissenschaftler. Wie im Kalten Krieg, so gehe es Washington auch heute hauptsächlich um die Vorherrschaft auf den Weltmärkten, Sowjetunion, Washington D.C., Saddam Hussein, Dick Cheney, Slobodan Miloševic , USA, Freihandel, Japan, Krieg, Ostasien, Paul Nitze, Irak, Jugoslawien, Washington D.C., Europa, Westeuropa","http://www.zeit.de/1993/44/die-feldherren-des-freihandels"
"Worte der Woche |","1993.44.6008","1993-10-29","DIE ZEIT, , Manfred Rommel, Margaret Thatcher, Opel, IRA, Klaus Kinkel, Anschlag, Außenpolitik, Bundesaußenminister, Bundespräsident, Einstellung, Embryo, Eurofighter, Felipe González, Gedichtband, Gefängnis, Jugendliche, Mediziner, Ministerpräsident, Oberbürgermeister, Premierminister, Richard Freiherr von Weizsäcker, Ruud Lubbers, Europa, Stuttgart","http://www.zeit.de/1993/44/worte-der-woche"
"Bundestagspräsidentin Rita Süssmuth verteidigt das Recht auf Kritik an Steffen Heitmann: „Ich sage, was gesagt werden muß“ |","1993.44.6009","1993-10-29","DIE ZEIT, Bundestagspräsidentin Rita Süssmuth verteidigt das Recht auf Kritik an Steffen Heitmann, Helmut Kohl, Recht, Rita Süssmuth, CDU, Steffen Heitmann, Ernst Albrecht, Norbert Blüm, Wolfgang Schäuble, Bernhard Vogel, Heiner Geißler, Lothar Späth, Antisemitismus, Bundestagspräsident, CSU-Fraktion, Heinz Galinski, Jahrestag, Philipp Jenninger, Rita Süssmuth, Auschwitz, Saale, Saarbrücken","http://www.zeit.de/1993/44/ich-sage-was-gesagt-werden-muss"
"Petersberg-Konferenz: Ost mahnt West zur Öffnung: Sehnsucht nach Wärme |","1993.44.6010","1993-10-29","DIE ZEIT, Petersberg-Konferenz: Ost mahnt West zur Öffnung, Konrad Adenauer, Henry Kissinger, Bundesregierung, Hans-Dietrich Genscher, Theo Sommer, Atomwaffe, Freihandel, Sozialstaat, Russland, Spanien, Bonn, Europa, Osteuropa, Westeuropa","http://www.zeit.de/1993/44/sehnsucht-nach-waerme"
"Polens neue Regierung setzt auf Wachstum und auf Reformen mit menschlichem Antlitz: Neokommunisten ohne Ideologie |","1993.44.6011","1993-10-29","DIE ZEIT, Polens neue Regierung setzt auf Wachstum und auf Reformen mit menschlichem Antlitz, Regierung, Ideologie, Marion Gräfin Dönhoff, Polen, Kommunistische Partei, Ministerpräsident, Pluralismus, Polen, Volksparteien, Italien, Litauen, MIT, USA, Warschau, Bristol, Wuppertal","http://www.zeit.de/1993/44/neokommunisten-ohne-ideologie"
"Zeitspiegel |","1993.44.6012","1993-10-29","DIE ZEIT, , Manfred Stolpe, Mercedes, Steffen Heitmann, Gesine Schwan, Arzt, Bernhard Langer, DDR, Golf, Master, Materie, Brandenburg, Berlin","http://www.zeit.de/1993/44/zeitspiegel"
"Jerusalem wählt: Weltpolitik steht auf dem Spiel – und das Schicksal von Teddy Kollek: Die Ungeduld des Löwen |","1993.44.6013","1993-10-29","DIE ZEIT, Jerusalem wählt: Weltpolitik steht auf dem Spiel – und das Schicksal von Teddy Kollek, Ehud Olmert, Teddy Kollek, Jerusalem, Schicksal, Ariel Scharon, Palästinenser, Stadt, Israel, Afrika, Asien, Brasília, Europa, Westeuropa","http://www.zeit.de/1993/44/die-ungedult-des-loewen"
