"title","number","date","keywords","link"
"Bundeswehreinsatz: Walsers Irrtum","2009.30.49404","2009-09-01","Politik, Bundeswehreinsatz, Bundeswehr, Auslandseinsatz, Afghanistan, Schriftsteller, Martin Walser, UN, Michael Naumann, Afghanistan, Atombombe, Atomwaffe, Bundeswehreinsatz, Dogma, Edge, Klimaschutz, Opium, Taliban, Terrorismus, Vorsorge, World Trade Center, Irak, Pakistan, USA, Vietnam, Bodensee, Haifa, Hindukusch, Islamabad, Tel Aviv","http://www.zeit.de/2009/30/Zeitgeist-30"
"Wasserkrise: Unser täglich Wasser","2009.30.49405","2009-07-31","Politik, Wasserkrise, Wasser, Trinkwasser, Wasserverschmutzung, Umweltpolitik, Wasser, Unesco, Bewässerung, China, Indien, Israel, Kaffee, Spanien, Südafrika, Trinkwasser, Weizen, Jordanien, Pakistan, Philippinen, Syrien, USA, Europa, Afrika, Sahara, Südostasien","http://www.zeit.de/2009/30/Wasser-Fragen-Antworten"
"Europapolitik: Die Zwerglöwen","2009.30.49406","2009-07-18","Politik, Europapolitik, Csu, Cdu, Europapolitik, Horst Seehofer, CSU, Europäische Union, Karl-Theodor zu Guttenberg, Bundesregierung, Opel, Europapolitik, Bundesrat, Bundestag, Demokratie, Europawahl, Landtagswahl, Vaclav Klaus, Verfassungsgericht, Vermittlungsausschuss, Dänemark, Österreich, Brüssel, Europa, Bayern, Dublin, München, Prag","http://www.zeit.de/2009/30/01-CSU"
"Afghanistan: Der richtige Einsatz","2009.30.49407","2009-07-17","Politik, Afghanistan, Afghanistan, Bundeswehr, Auslandseinsatz, Schriftsteller, Gerhard Schröder, Afghanistan, Martin Walser, Angela Merkel, Barack Obama, CDU, Eckart von Klaeden, RAF, Bundesnachrichtendienst, Vereinte Nationen, Bundeswehr, Bundeswehrsoldat, Irak, Religionsfreiheit, Taliban, USA, Vertrauensfrage, Bundesrepublik Deutschland, Pakistan, Sowjetunion, Europa, Hindukusch","http://www.zeit.de/2009/30/oped-Hammer"
"Wasserknappheit: Bauer Abdelhamid und seine Pumpe","2009.30.49408","2009-07-17","Politik, Wasserknappheit, Wasser, Wasserbau, Agrarwirtschaft, Al-Dschasira, Wasser, Weizen, Ägypten, Nil, Kairo, Äthiopien","http://www.zeit.de/2009/30/Wasser-Nil"
"Urteil: Neue Barrieren für die Einigung","2009.30.49409","2009-07-17","Politik, Urteil, Aussenpolitik, Politik, Verfassungsgericht, Europapolitik, Heinrich Heine, Demokratie, Gericht, Richter, Souveränität, Verfassung, Vertrag, Volksabstimmung, Europa, Österreich, Karlsruhe, Lissabon, Berlin","http://www.zeit.de/2009/30/A-Lissabon"
"Mein Deutschland (18): Der Obrigkeitsstaat demontiert sich selbst","2009.30.49410","2009-07-16","Politik, Mein Deutschland (18), Medien, Zeitschrift, Politik, Franz Josef Strauß, Nikita Chruschtschow, Rudolf Augstein, John F. Kennedy, Gerhard Ritter, Helmut Schmidt, Marion Gräfin Dönhoff , Gerhard Jahn, Redaktion, Spiegel, Kuba, Bonn, Berlin, Brühl, Hamburg","http://www.zeit.de/2009/30/D-Spiegel-Affaere"
"Gorleben: Gabriel lässt Union und Stromkonzerne abblitzen","2009.30.49411","2009-07-22","Politik, Gorleben, Atommuell, Umwelt, Umweltpolitik, Bundesregierung, SPD, CDU, CSU, Grüne, Gorleben, Ulrich Wilhelm, Unionsfraktion, Ass, Atomenergie, Atomkraft, Atomkraftwerk, Atommüll, Bundesumweltminister, Emotion, Endlager, Herbst, Katherina Reiche, Kernenergie, MIT, Müll, Stromkonzern, Umweltminister",NA
"Umweltpolitik: Prognose: Heiß und trocken","2009.30.49412","2009-08-04","Politik, Umweltpolitik, Wasser, Trinkwasser, Wasserenergie, Wasserverschmutzung, Politik, Umweltpolitik, Dürre, Ernte, Fluss, Hochwasser, Klimawandel, Meeresspiegel, Region, Trinkwasser, Wasser, Italien, Nordsee","http://www.zeit.de/2009/30/Wasser-Intro"
"China und die Uiguren : Tage der Angst","2009.30.49413","2009-07-18","Politik, China und die Uiguren , Restaurant, Strom, Uiguren, Wanderarbeiter, China, Xinjiang","http://www.zeit.de/2009/30/Uiguren-Testimonial"
