"title","number","date","keywords","link"
"Wolfgang Ebert: Sport mit Tradition |","1992.6.3437","1992-01-31","DIE ZEIT, Wolfgang Ebert, Fußball, Jagd, Jahreszeit, Opfer, Tier, MIT, Wolfgang Ebert","http://www.zeit.de/1992/06/sport-mit-tradition"
"Bürgerkrieg in Somalia: Nach der Befreiung die Apokalypse |","1992.6.3438","1992-01-31","DIE ZEIT, Bürgerkrieg in Somalia, Siad Barre, Bürgerkrieg, Somalia, Apokalypse, Vereinte Nationen, Friedenstruppe, Medikament, Libanon, Mogadischu, Dschibuti, New York","http://www.zeit.de/1992/06/nach-der-befreiung-die-apokalypse"
"Angst herrscht im Maghreb-Staat: Zuflucht bei den Bärtigen |","1992.6.3439","1992-01-31","DIE ZEIT, Angst herrscht im Maghreb-Staat, Moschee, Algerien, Brüssel, Paris","http://www.zeit.de/1992/06/zuflucht-bei-den-baertigen"
"Rückblick: Erschießung in Kuba: Zahn um Zahn |","1992.6.3440","1992-01-31","DIE ZEIT, Rückblick: Erschießung in Kuba, Fidel Castro, Kuba, Anschlag, Desperado, Gericht, Geschichte, Handfeuerwaffe, Opposition, Parteitag, Sozialismus, Tod, Widerstand","http://www.zeit.de/1992/06/zahn-um-zahn"
"Botschaft zur Lage der Nation: Der Präsident im Zugzwang |","1992.6.3441","1992-01-31","DIE ZEIT, Botschaft zur Lage der Nation, George W.  Bush, Präsident, Botschaft, Football, Krankenversicherung, Republikaner (USA), Rüstungsindustrie, Sowjetunion, Houston, New York, Texas, Washington D.C","http://www.zeit.de/1992/06/der-praesident-im-zugzwang"
"KOLUMNE: Die Macht und der Schmutz |","1992.6.3442","1992-01-31","DIE ZEIT, KOLUMNE, Manfred Stolpe, Dietrich Bonhoeffer, Helmut Schmidt, Klaus von Dohnanyi, Bärbel Bohley, CSU, SPD, Willy Brandt, Björn Engholm, Johannes Rau, DDR, Freya Klier, Ostdeutschland","http://www.zeit.de/1992/06/die-macht-und-der-schmutz"
"Als Nachfolger von Josef Duchac: Aus dem Westen nichts Neues |","1992.6.3443","1992-01-31","DIE ZEIT, Als Nachfolger von Josef Duchac, Bernhard Vogel, CDU, Helmut Kohl, Klaus Zeh, Kurt Biedenkopf, Christine Lieberknecht, DDR, Konrad-Adenauer-Stiftung, Erfurt, Bonn, Thüringen, Eisenach, Rheinland-Pfalz, Sachsen","http://www.zeit.de/1992/06/aus-dem-westen-nichts-neues"
"Im Wiener Bundesparlament Initiativen gegen die Neonazis: Brauner Spuk in den Alpen |","1992.6.3444","1992-01-31","DIE ZEIT, Im Wiener Bundesparlament Initiativen gegen die Neonazis, Jörg Haider, Alpen, Simon Wiesenthal, ÖVP, Österreich, Franz Vranitzky, Polizeipräsident, USA, Wien, Cottbus, Osteuropa, Wien","http://www.zeit.de/1992/06/brauner-spuk-in-den-alpen"
"Rivalität zwischen den Wirtschaftsgiganten: Das Ende der Bescheidenheit |","1992.6.3445","1992-01-31","DIE ZEIT, Rivalität zwischen den Wirtschaftsgiganten, George W.  Bush, Japan, Außenminister, tTokyo, USA, Sowjetunion, Washington D.C., Europa","http://www.zeit.de/1992/06/das-ende-der-bescheidenheit"
"Frauenpolitik in Kuwait: Eine Prinzessin mit Prinzipien |","1992.6.3446","1992-01-31","DIE ZEIT, Frauenpolitik in Kuwait, Saddam Hussein, Kuwait, Allianz, Golf, Wahlrecht, MIT, Saudi Arabien, Kairo","http://www.zeit.de/1992/06/eine-prinzessin-mit-prinzipien"
"Flüchtlingspolitik als Wahlkampfthema: Das Asylrecht aus den Angeln heben |","1992.6.3447","1992-01-31","DIE ZEIT, Flüchtlingspolitik als Wahlkampfthema, CDU, Angeln, Asylrecht, Asyl, Bleiberecht, Flüchtling, Grundgesetz, Grundrecht, Jugoslawien, Staatsangehörigkeit, Verfassungsrecht, Slowenien, Baden-Württemberg, Dublin, Schleswig-Holstein","http://www.zeit.de/1992/06/das-asylrecht-aus-den-angeln-heben"
"Bonner Bühne: Das Jahr der Partei |","1992.6.3448","1992-01-31","DIE ZEIT, Bonner Bühne, Helmut Kohl, Bernhard Vogel, Bühne, CDU, Hans-Otto Wilhelm, Werner Langen, Erwin Teufel, Landtag, Ministerpräsident, Baden-Württemberg, Hessen, Niedersachsen, Rheinland-Pfalz, Saarland, Schleswig-Holstein, Thüringen","http://www.zeit.de/1992/06/das-jahr-der-partei"
"Worte der Woche |","1992.6.3449","1992-01-31","DIE ZEIT, , Bundesregierung, Hans-Dietrich Genscher, Boris Jelzin, Dieter Althaus, Franz Steinkühler, IG Metall, Joachim Gauck, Atomwaffe, Bundesaußenminister, Bundeswehr, Bärbel Bohley, James Baker, Ministerpräsident, Muammar al-Gaddafi, Rechtsanwalt, Stahlindustrie, Jugoslawien, Libyen, USA, Breslau, Moskau, Rom, Thüringen","http://www.zeit.de/1992/06/worte-der-woche"
"Zeitspiegel |","1992.6.3450","1992-01-31","DIE ZEIT, , Helmut Kohl, Salman Rushdie, EWE, Europäische Gemeinschaft, Olympia, Schleichwerbung, Tier, Währung, Iran, Berlin, Brüssel, London, Teheran","http://www.zeit.de/1992/06/zeitspiegel"
"Warum blockt Bonn ab? |","1992.6.3451","1992-01-31","DIE ZEIT, , Bonn, Hans-Dietrich Genscher, Rupert Neudeck, Auswärtiges Amt, Wirtschaftsministerium, Bürgerkrieg, Diplomat, Fahrzeug, Glaube, Mine, Schicksal, Somalia, Vereinte Nationen","http://www.zeit.de/1992/06/warum-blockt-bonn-ab"
"Weltbühne: Menschliches Treibgut |","1992.6.3452","1992-01-31","DIE ZEIT, Weltbühne, Abschiebung, Flüchtlingslager, Indien, Rajiv Gandhi, Treibhauseffekt, Vereinte Nationen, Hongkong, Malaysia, Sri Lanka, Thailand, Colombo, Delhi","http://www.zeit.de/1992/06/menschliches-treibgut"
"Diplomatische Beziehungen: Goliath umarmt David |","1992.6.3453","1992-01-31","DIE ZEIT, Diplomatische Beziehungen, China, Jassir Arafat, UN-Sicherheitsrat, Atomprogramm, Beziehung, David Levy, Vereinte Nationen, Diplomatische Beziehungen, Indien, Irak, Iran, Libyen, Pakistan, Peking, Fernost, Jerusalem, Madrid, Washington D.C","http://www.zeit.de/1992/06/goliath-umarmt-david"
"Der andere Vogel |","1992.6.3454","1992-01-31","DIE ZEIT, , Bernhard Vogel, Helmut Kohl, CDU, CSU, FDP, Konrad-Adenauer-Stiftung, Stützpunkt, Vogel, Rheinland-Pfalz, Eifel, Erfurt, Mainz, Thüringen","http://www.zeit.de/1992/06/der-andere-vogel"
