"title","number","date","keywords","link"
"Moskaus Weg zur Marktwirtschaft – ein Tagebuch: Ein Ritt über dünnes Eis |","1992.3.3358","1992-01-10","DIE ZEIT, Moskaus Weg zur Marktwirtschaft – ein Tagebuch, Innenministerium, Moskau, Tagebuch, Feiertag, Rubel, Russland, Sowjetunion, Moskau, Jekaterinburg, Kolkata","http://www.zeit.de/1992/03/ein-ritt-ueber-duennes-eis"
"KOLUMNE: Prioritäten setzen |","1992.3.3359","1992-01-10","DIE ZEIT, KOLUMNE, Medien, Atomwaffe, Horst Teltschik, Mohammed, Ostdeutschland, Waffenstillstand, Algerien, Bulgarien, El Salvador, Jugoslawien, Kambodscha, Pakistan, Polen, Rumänien, Türkei, Ungarn, Afrika, Asien, Kirgisistan","http://www.zeit.de/1992/03/prioritaeten-setzen"
"Rückblick: Bürgerkrieg in Somalia: Diadochenkampf |","1992.3.3360","1992-01-10","DIE ZEIT, Rückblick: Bürgerkrieg in Somalia, Bürgerkrieg, Somalia, Asche, Chef, Diplomat, Estland, Gebäude, Hauptstadt, Hilfsorganisation, Hoffnung, Krankenhaus, Siad Barre, Vereinte Nationen, Kroatien, USA, Europa, Mogadischu","http://www.zeit.de/1992/03/diadochenkampf"
"Worte der Woche |","1992.3.3361","1992-01-10","DIE ZEIT, , Jürgen Möllemann, Hans-Dietrich Genscher, Otto Schily, Bundesaußenminister, Bundeswirtschaftsminister, Bärbel Bohley, Chaos, Europäische Gemeinschaft, Günter Schabowski, Javier Pérez de Cuéllar, Nuklearwaffe, Rainer Eppelmann, Vereinte Nationen, Vizepräsident, Wolfgang Berghofer, Europa","http://www.zeit.de/1992/03/worte-der-woche"
"Kandidat für die Lambsdorff-Nachfolge: Ein Profi ohne kalte Schnauze |","1992.3.3362","1992-01-10","DIE ZEIT, Kandidat für die Lambsdorff-Nachfolge, Hans-Dietrich Genscher, Klaus Kinkel, FDP, CSU, RAF, Alice Schwarzer, Bundesnachrichtendienst, Jürgen Möllemann, Thomas Dehler, Irmgard Schwaetzer, Kinderpornografie, Pflegeversicherung, Rote-Armee-Fraktion, Staatssekretär, Ulrich Wickert, Stuttgart, Bonn","http://www.zeit.de/1992/03/ein-profi-ohne-kalte-schnauze"
"Die Gauck-Behörde öffnet ihr Archiv: Blick in den Abgrund des Verrats |","1992.3.3363","1992-01-10","DIE ZEIT, Die Gauck-Behörde öffnet ihr Archiv, Ibrahim Böhme, Archiv, Günter Schabowski, Wolf Biermann, Bärbel Bohley, Christian Wernicke, DDR, Stasi, Berlin, Leipzig, Ost-Berlin","http://www.zeit.de/1992/03/blick-in-den-abgrund-des-verrats"
"Die Vereinten Nationen als Makler: Ein Sieg ohne Gewinner |","1992.3.3364","1992-01-10","DIE ZEIT, Die Vereinten Nationen als Makler, Javier Pérez de Cuéllar, Vereinte Nationen, El Salvador, Fidel Castro, Horst Bieber, Katholische Kirche, Guerilla, Konflikt, Waffenstillstand, Angola, Jugoslawien, Kambodscha, Kolumbien, Kuba, Nicaragua, Sowjetunion, Venezuela, Europa, Mexiko-Stadt, Mittelamerika, Washington D.C","http://www.zeit.de/1992/03/ein-sieg-ohne-gewinner"
"Skandalöse Disziplinarmaßnahme in der Bundeswehr: Die verlorene Ehre des Major Prieß |","1992.3.3365","1992-01-10","DIE ZEIT, Skandalöse Disziplinarmaßnahme in der Bundeswehr, Gerhard Stoltenberg, Bundeswehr, CDU, CSU, Gericht, Soldat, Volksverhetzung, Koblenz, Köln, Westeuropa","http://www.zeit.de/1992/03/die-verlorene-ehre-des-major-priess"
"Bonner Bühne: Jahresfischfrühstück |","1992.3.3366","1992-01-10","DIE ZEIT, Bonner Bühne, Hans-Dietrich Genscher, Klaus Kinkel, Bühne, Thomas Dehler, FDP, Auswärtiges Amt, Außenpolitik, Botschaft, Frühstück, Jahresrückblick, Justizminister, Postmoderne, Jugoslawien, Russland, Sowjetunion, USA, Bonn, Washington D.C","http://www.zeit.de/1992/03/jahresfischfruehstueck"
"Weltbühne: Hendl statt Bundesadler? |","1992.3.3367","1992-01-10","DIE ZEIT, Weltbühne, Robert Jungk, ÖVP, Franz Vranitzky, Heinz Fischer, Kommunismus, Republik, Staatssymbol, Österreich, Waterloo","http://www.zeit.de/1992/03/hendl-statt-bundesadler"
