"title","number","date","keywords","link"
"Die neue Teilung","1997.44.15986","1997-10-24","Politik","http://www.zeit.de/1997/44/Die_neue_Teilung"
"Rechter schreiben","1997.44.15987","1997-10-24","Politik, , Rechtschreibreform, Bundesverfassungsgericht, Bürgerkrieg, Grundschule, Ministerpräsident, Norm, Orthografie, Reform, Umfrage, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Schleswig-Holstein","http://www.zeit.de/1997/44/Rechter_schreiben"
"Über den Konflikt zwischen Kapitalismus und Demokratie","1997.44.15988","1997-10-24","Politik, , Gesellschaft_und_soziales_Leben, Gesellschaft, Staat, Sozialstaat, Sozialpolitik, Arbeit, Wertewandel, Reform, Demokratie, Buchtitel, Gesellschaft und soziales Leben, Gesellschaft, Staat, Sozialstaat, Sozialpolitik, Arbeit und Sozialstaat, Wertewandel, Reform, Demokratie, Bundesbank, Demokratie, Kapitalismus, Konflikt, Debatte, Johannes Paul II., Wohlfahrtsstaat, England, Frankreich, Italien, USA, Europa, Krakau, Washington D.C","http://www.zeit.de/1997/44/kapitali.txt.19971024.xml"
"Prinz auf Abbruch","1997.44.15989","1997-10-24","Politik, , Buehne, Wolfgang Schäuble, Volker Rühe, Helmut Kohl, CSU, Drohung, Ministerpräsident, Nachfolge, Regierungschef, Verteidigungsminister, Bayern, Bonn, Oder","http://www.zeit.de/1997/44/Prinz_auf_Abbruch"
"1997 - das Jahr der Kunst","1997.44.15990","1997-10-24","Politik, , Kunst, Kunst, Deutsche Bank, Architekt, Ausstellung, Biennale, Documenta, Esoterik, Frank Gehry, Konsum, Museum, Basel, Bilbao, Karlsruhe, Baskenland, Berlin, Los Angeles","http://www.zeit.de/1997/44/1997_-_das_Jahr_der_Kunst"
"Worte der Woche","1997.44.15991","1997-10-24","Politik, , CDU, Günter Grass, Wolfgang Schäuble, Boris Jelzin, Heiner Geißler, Romano Prodi, Asyl, Buchhandel, Bundeskanzler, Diktatur, Duma, Handel, Misstrauensvotum, Papst, Regierung, Regierungschef, Yasar Kemal, Türkei","http://www.zeit.de/1997/44/wowos44.txt.19971024.xml"
"Ausgezeichnet","1997.44.15992","1997-10-24","Politik","http://www.zeit.de/1997/44/Ausgezeichnet"
"Um der Nachtruhe willen","1997.44.15993","1997-10-24","Politik, , Absatz, Bundestag, Grundrecht, Kriminalität, Michael Bürsch, Otto von Bismarck, Straftat, Verbrechensbekämpfung, Bonn","http://www.zeit.de/1997/44/Um_der_Nachtruhe_willen"
"Wolfram Siebeck: Laßt Oma aus dem Spiel!","1997.44.15994","1997-10-24","Politik, , Gastronomie, Dienstleistung, Bielefeld, Verhalten, Psyche_und_Sexualitaet, Essen, Ernaehrung, Agrarpolitik, Ernährungskultur, Buchtitel, Wolfram Siebeck, Österreich, China, Ostpreußen, Bielefeld, Gastronomie, Dienstleistung, Bielefeld, Verhalten, Psyche und Sexualität, Essen, Ernährung, Agrarwirtschaft und Ernährung, Ernährungskultur","http://www.zeit.de/1997/44/siebeck4.txt.19971024.xml"
"Edle Tropfen, die noch keiner kennt","1997.44.15995","1997-10-24","Politik, , DDR, Franken, Sachsen, Dresden, Elbe, München, Rheinhessen","http://www.zeit.de/1997/44/Edle_Tropfen_die_noch_keiner_kennt"
"Vor 50 Jahren: Sieg de Gaulles","1997.44.15996","1997-10-24","Politik","http://www.zeit.de/1997/44/vor5044.txt.19971024.xml"
"Das Ende eines moribunden Regimes","1997.44.15997","1997-10-24","Politik, , Kongo, Denis Sassou-Nguesso, Jonas Savimbi, Mobutu Sese Seko, Kongo, UN-Sicherheitsrat, Angola, Bürgerkrieg, Frankreich, Gabun, Afrika, Paris, Washington D.C","http://www.zeit.de/1997/44/Das_Ende_eines_moribunden_Regimes"
"Das grenzt an politische Naivität","1997.44.15998","1997-10-24","Politik, , Gespräch, Günter Verheugen, Grüne, Ludger Volmer, SPD, FDP, Helmut Kohl, Joschka Fischer, Nato, OSZE, Bosnien und Herzegowina, Bundeswehr, Streitkräfte, Polen, Prävention, Russland, Tschechische Republik, USA, Ungarn, Europa","http://www.zeit.de/1997/44/Das_grenzt_an_politische_Naivitaet"
"Wolf Schneider (2)","1997.44.15999","1997-10-24","Politik, , Fernsehen, Gedächtnis, Prozess, Sprache","http://www.zeit.de/1997/44/Wolf_Schneider_2_"
"Das Milieu der Mörder","1997.44.16000","1997-10-24","Politik, , Briefbombe, Caspar Einem, Innenministerium, Franz Vranitzky, Helmut Zilk, Klagenfurt, Österreich, Indien, Volksbegehren, Polizei, Innenminister","http://www.zeit.de/1997/44/Das_Milieu_der_Moerder"
"Wolfram Siebeck: Laßt Oma aus dem Spiel!","1997.44.16001","1997-10-24","Politik, , Gastronomie, Dienstleistung, Bielefeld, Verhalten, Psyche_und_Sexualitaet, Essen, Ernaehrung, Agrarpolitik, Ernährungskultur, Buchtitel, Wolfram Siebeck, Österreich, Ostpreußen, China, Bielefeld, Gastronomie, Dienstleistung, Bielefeld, Verhalten, Psyche und Sexualität, Essen, Ernährung, Agrarwirtschaft und Ernährung, Ernährungskultur","http://www.zeit.de/1997/44/siebeck4497.txt.19971024.xml"
"Vor 50 Jahren: Neue Solidaritäten in der UNO","1997.44.16002","1997-10-24","Politik","http://www.zeit.de/1997/44/vor5045.txt.19971024.xml"
"Röhrende Hirsche","1997.44.16003","1997-10-24","Politik, , Polen, Europäische Union, Leszek Balcerowicz, Tadeusz Mazowiecki, Polen, Fastenzeit, Volksparteien, Warschau","http://www.zeit.de/1997/44/Roehrende_Hirsche"
"Die Zellen wimmeln von Ratten","1997.44.16004","1997-10-24","Politik, , Folter, Folter, Ratte, Planet","http://www.zeit.de/1997/44/Die_Zellen_wimmeln_von_Ratten"
