"title","number","date","keywords","link"
"Ausstellung in Basel: Zeichnungen von Jasper Johns: Mit den Augen berühren |","1990.39.1138","1990-09-21","DIE ZEIT, Ausstellung in Basel: Zeichnungen von Jasper Johns","http://www.zeit.de/1990/39/mit-den-augen-beruehren"
"Sauberes Wasser ist die Grundlage allen Lebens und jeder Entwicklung. Am Ende der „Weltwasserdekade“ lautet die wichtigste Lehre: Ohne mehr Eigenverantwortung der Betroffenen wird sich die Knappheit auch dieser Ressource in der Dritten Welt weiter verschärfen.: Wasser für die Welt |","1990.39.1139","1990-09-21","DIE ZEIT, Sauberes Wasser ist die Grundlage allen Lebens und jeder Entwicklung. Am Ende der „Weltwasserdekade“ lautet die wichtigste Lehre: Ohne mehr Eigenverantwortung der Betroffenen wird sich die Knappheit auch dieser Ressource in der Dritten Welt weiter verschärfen., Wasser, Armut, Entwicklungsland, Trinkwasser, Wasserversorgung, China, Indien, Polen, Delhi, Afrika, Asien","http://www.zeit.de/1990/39/wasser-fuer-die-welt"
"Wolfgang Ebert: Einladung zum Fest |","1990.39.1140","1990-09-21","DIE ZEIT, Wolfgang Ebert, Margaret Thatcher, Fest, Kirche, Staatsoberhaupt, Stern, Taufe, Wolfgang Ebert, Berlin, Bitburg, Moskau","http://www.zeit.de/1990/39/einladung-zum-fest"
"Bonner Bühne: Viel Lärm ums Läuten |","1990.39.1141","1990-09-21","DIE ZEIT, Bonner Bühne, Bühne, FAZ, Helmut Kohl, Lärm, Margaret Thatcher, Michail Gorbatschow, Willy Brandt, François Mitterrand, Kanzleramt, Regierungssprecher, Schauspielhaus, Symphonie, Bonn, Fulda, Hamburg, Koblenz, München","http://www.zeit.de/1990/39/viel-laerm-ums-laeuten"
"Washington hat von Deutschen und Japanern energisch verlangt, sich an den Lasten der Golfkrise zu beteiligen. Erst jetzt: Schelte für die Freunde |","1990.39.1142","1990-09-21","DIE ZEIT, Washington hat von Deutschen und Japanern energisch verlangt, sich an den Lasten der Golfkrise zu beteiligen. Erst jetzt, Washington D.C., Saddam Hussein, John Kerry, Nato, Japan, Allianz, Repräsentantenhaus, Richard Cheney, Streitkräfte, tTokyo, USA, Vereinte Nationen, Irak, Bonn, Washington D.C., Osteuropa","http://www.zeit.de/1990/39/schelte-fuer-die-freunde"
"Iran – Irak: Chomeinis Erben im Zwiespalt |","1990.39.1143","1990-09-21","DIE ZEIT, Iran – Irak, Saddam Hussein, Irak, Iran, Ajatollah Said Ali Chamenei, Golf, Golfkrieg, Propaganda, Jemen, Teheran, Türkei, USA, Bagdad, Jerusalem, Kuwait, Mekka","http://www.zeit.de/1990/39/chomeinis-erben-im-zwiespalt"
"Denken an Deutschland: Blick zurück nach vorn |","1990.39.1144","1990-09-21","DIE ZEIT, Denken an Deutschland, François Mitterrand, Helmut Kohl, Hans-Dietrich Genscher, Max Emanuel, DDR, Roland Dumas, Frankreich, Italien, Europa, Paris, Verdun","http://www.zeit.de/1990/39/blick-zurueck-nach-vorn"
"Rückblick: Israel – Sowjetunion: Treffen am Sabbat |","1990.39.1145","1990-09-21","DIE ZEIT, Rückblick: Israel – Sowjetunion, Israel, Sowjetunion, Ariel Scharon, Antisemitismus, Außenminister, Beziehung, Brücke, Einwanderung, Fertighaus, Finanzminister, Kabinett, Minister, Technologie, Tracht, Irak, USA, Moskau, Jerusalem, Tel Aviv","http://www.zeit.de/1990/39/treffen-am-sabbat"
"Demonstranten besetzten einen Teil der alten Stasi-Zentrale in Berlin. Der Liedermacher Wolf Biermann stieß zu ihnen.: Im Gehirn der Riesenkrake |","1990.39.1146","1990-09-21","DIE ZEIT, Demonstranten besetzten einen Teil der alten Stasi-Zentrale in Berlin. Der Liedermacher Wolf Biermann stieß zu ihnen., Gehirn, Erich Mielke, Markus Wolf, Oskar Lafontaine, DDR, Volkskammer, Norwegen, Berlin, Bonn, Bremen, Ost-Berlin","http://www.zeit.de/1990/39/im-gehirn-der-riesenkrake"
"Bruderkrieg in Südafrika: Haß herrscht in den Hinterhöfen |","1990.39.1147","1990-09-21","DIE ZEIT, Bruderkrieg in Südafrika, Nelson Mandela, Südafrika, ANC, Desmond Tutu, Mosambik, Namibia, Simbabwe, Johannesburg","http://www.zeit.de/1990/39/hass-herrscht-in-den-hinterhoefen"
"Nachlese: Polen: Starker Mann mit Axt |","1990.39.1148","1990-09-21","DIE ZEIT, Nachlese: Polen, Polen, Lech Wa??sa, Bevölkerung, Direktwahl, Papst, Parlament, Präsident, Regierungschef, Staatsoberhaupt, MIT, Wahl, Danzig, Rom, Warschau","http://www.zeit.de/1990/39/starker-mann-mit-axt"
"Vier Jahre sind seit dem „Historikerstreit“ vergangen. Sind die Deutschen dabei, die singulären Verbrechen der Nazizeit zu verharmlosen? Das war damals die Sorge. Jetzt werden die Deutschen aufs neue staatlich vereinigt. Doch dies kann kein Schlußstrich unter unsere jüngste Geschichte sein. In einer ZEIT-Serie stellen sich Historiker der Frage: In welcher Weise wird und muß unsere Vergangenheit die Zukunft der geeinten Nation bestimmen?: Wir sind ja keine normale Nation |","1990.39.1149","1990-09-21","DIE ZEIT, Vier Jahre sind seit dem „Historikerstreit“ vergangen. Sind die Deutschen dabei, die singulären Verbrechen der Nazizeit zu verharmlosen? Das war damals die Sorge. Jetzt werden die Deutschen aufs neue staatlich vereinigt. Doch dies kann kein Schlußstrich unter unsere jüngste Geschichte sein. In einer ZEIT-Serie stellen sich Historiker der Frage: In welcher Weise wird und muß unsere Vergangenheit die Zukunft der geeinten Nation bestimmen?, Geschichte, Verbrechen, Christian Meier, Sowjetunion, DDR, Helmuth Plessner, Kaiserreich, Ostdeutschland, Ökologie, Polen, USA, Ungarn, Auschwitz, Berlin, Europa, Westeuropa","http://www.zeit.de/1990/39/wir-sind-ja-keine-normale-nation"
"Südamerika: Kleiner Grenzverkehr |","1990.39.1150","1990-09-21","DIE ZEIT, Südamerika, Südamerika, Argentinien, Außenhandel, Brasilien, Carlos Menem, Fernando Collor de Mello, Freihandelszone, Handel, Schmuggel, Bolivien, Chile, Peru, Asien, Ecuador, Europa, Nordamerika, Paraguay","http://www.zeit.de/1990/39/kleiner-grenzverkehr"
"Schweden: Fischzug in fremden Gewässern |","1990.39.1151","1990-09-21","DIE ZEIT, Schweden, Schweden, Electrolux, Volvo, Expansion, USA, Düsseldorf, Lissabon, Mannheim","http://www.zeit.de/1990/39/fischzug-in-fremden-gewaessern"
"Mehr Müll machen |","1990.39.1152","1990-09-21","DIE ZEIT, , Müll, EMMA, DDR, Energie, Haushalt, Kosmetik, Rohstoff, Saarland","http://www.zeit.de/1990/39/mehr-muell-machen"
"Strahlen-Molke: Teure Odyssee |","1990.39.1153","1990-09-21","DIE ZEIT, Strahlen-Molke, SPD, Bundesumweltministerium, Polen, Bonn, Hannover, Niedersachsen, Bayern, Berlin, Warschau","http://www.zeit.de/1990/39/teure-odyssee"
"Bonner Kulisse |","1990.39.1154","1990-09-21","DIE ZEIT, , Bundesregierung, Telekom, CDU, Gerhard Schröder, Oskar Lafontaine, SPD, Joachim Poß, DDR, Einkommensteuer, Familienpolitik, Ingrid Matthäus-Maier, Mehrwertsteuer, Walter Momper, Berlin, Niedersachsen, Potsdam","http://www.zeit.de/1990/39/bonner-kulisse"
"Übernahme durch die Hintertür |","1990.39.1155","1990-09-21","DIE ZEIT, , Alfred Herrhausen, Continental, Continental AG, Helmut Werner, Pirelli, Daimler Benz AG, Europäische Gemeinschaft, Fusion, Vorstand, Übernahme, Hannover, Europa, Ohio","http://www.zeit.de/1990/39/uebernahme-durch-die-hintertuer"
