"title","number","date","keywords","link"
"In Sachsen kämpft eine Spezialeinheit mit Erfolg gegen fremdenfeindliche Gewalt: „Die spüren, daß wir da sind“ |","1993.27.5664","1993-07-02","DIE ZEIT, In Sachsen kämpft eine Spezialeinheit mit Erfolg gegen fremdenfeindliche Gewalt, Gewalt, Sachsen, Brandanschlag, Jugendstrafrecht, Polizei, Solingen, Straftat, Straftäter, Tatort, MIT, Dresden, Pirna, Bautzen, Bayern, Bonn, Brandenburg, Chemnitz, Leipzig","http://www.zeit.de/1993/27/die-spueren-dass-wir-da-sind"
"Die PKK erweist den Kurden einen schlechten Dienst: Die ewigen Opfer |","1993.27.5665","1993-07-02","DIE ZEIT, Die PKK erweist den Kurden einen schlechten Dienst, Opfer, PKK, Attentat, Autonomie, Gedicht, Tansu Çiller, Türkei, Frankreich, Großbritannien, Kurden, Ankara, Europa, Istanbul, Izmir","http://www.zeit.de/1993/27/die-ewigen-opfer"
"Die Verhandlungen an Südafrikas Rundem Tisch gehen weiter – doch Ungeduld und Terrorakte nehmen zu: Zum Kompromiß verdammt |","1993.27.5666","1993-07-02","DIE ZEIT, Die Verhandlungen an Südafrikas Rundem Tisch gehen weiter – doch Ungeduld und Terrorakte nehmen zu, Nelson Mandela, Winnie Madikizela-Mandela, ANC, Südafrika, Kommunistische Partei, Johannesburg","http://www.zeit.de/1993/27/zum-kompromiss-verdammt"
"Von Rosenheim nach Marokko: Wie sich amnesty international um politische Gefangene kümmert: Hilfe, die durch Mauern dringt |","1993.27.5667","1993-07-02","DIE ZEIT, Von Rosenheim nach Marokko: Wie sich amnesty international um politische Gefangene kümmert, Gefängnis, Mao Zedong, Marokko, Brief, Essen, Folter, Frankreich, Rosenheim, Todesstrafe, Casablanca, Bayern, Genf, Rabat","http://www.zeit.de/1993/27/hilfe-die-durch-mauern-dringt"
"Wiener Menschenrechtskonferenz: Fortschritt für Frauen: Schützende Worte |","1993.27.5668","1993-07-02","DIE ZEIT, Wiener Menschenrechtskonferenz: Fortschritt für Frauen, Ausbeutung, Dissident, Entwicklungsland, Menschenhandel, Ostblock, UN-Vollversammlung, China, Irak, Iran, Kuba, Malaysia, Nordkorea, Sudan, Syrien, Vietnam, Wien, Wien, Genf, Helsinki","http://www.zeit.de/1993/27/schuetzende-worte"
"Duales System: Sammeleifer |","1993.27.5669","1993-07-02","DIE ZEIT, Duales System, Grüne, Müll, Planet, Umwelt, Umweltminister, Volkswirtschaft","http://www.zeit.de/1993/27/sammeleifer"
"Kaufkraft: Zahlenspiel |","1993.27.5670","1993-07-02","DIE ZEIT, Kaufkraft, Kaufkraft, Köln, Leipzig","http://www.zeit.de/1993/27/zahlenspiel"
"Maschinenbau: In einer ungewöhnlichen Allianz will die IG Metall der Branche aus der Krise helfen: Auf der Suche nach dem Dreh |","1993.27.5671","1993-07-02","DIE ZEIT, Maschinenbau: In einer ungewöhnlichen Allianz will die IG Metall der Branche aus der Krise helfen, Walter Riester, Klaus Zwickel, Metall, Allianz, CDU, IG Metall, SPD, Erwin Teufel, Maschinenbau, Frankfurt am Main, Südostasien","http://www.zeit.de/1993/27/auf-der-suche-nach-dem-dreh"
"Egg Markt-Report: Aktien im Aufwind |","1993.27.5672","1993-07-02","DIE ZEIT, Egg Markt-Report, Commerzbank, Dax, Deutsche Bundesbank, Aktie, Aktienindex, Aktienmarkt, Devisenmarkt, Dollar, Logik, Rezession, Aktien, Frankreich","http://www.zeit.de/1993/27/aktien-im-aufwind"
"Weltwirtschaftsgipfel: Osteuropas Meiler sollten schnellstens abgeschaltet werden – eine Studie: Riskantes Zaudern |","1993.27.5673","1993-07-02","DIE ZEIT, Weltwirtschaftsgipfel: Osteuropas Meiler sollten schnellstens abgeschaltet werden – eine Studie, Studie, Armenier, Atomkraftgegner, Osteuropa, Reaktor, Stromversorgung, Weltbank, Japan, München, St. Petersburg","http://www.zeit.de/1993/27/riskantes-zaudern"
