"title","number","date","keywords","link"
"Wolfgang Ebert: Abschied |","1993.50.6191","1993-12-10","DIE ZEIT, Wolfgang Ebert, Bildband, Brief, Bundeskanzler, Glaube, Herz, Ratte, Ruhestand, Schiff, Wolfgang Ebert","http://www.zeit.de/1993/50/abschied"
"Die Tür bleibt offen |","1993.50.6192","1993-12-10","DIE ZEIT, , Bill Clinton, Boris Jelzin, Nato, Beziehung, Demokratisierung, Frieden, Integration, Krieg, Partnerschaft, Polen, Russland, Ungarn, Sowjetunion, Ukraine, Europa, Osteuropa, Moskau","http://www.zeit.de/1993/50/die-tuer-bleibt-offen"
"Mehr Stil als Substanz: Der Reformelan des japanischen Ministerpräsidenten Morihiro Hosokawa erlahmt: Angriff auf den Bürgerkönig |","1993.50.6193","1993-12-10","DIE ZEIT, Mehr Stil als Substanz: Der Reformelan des japanischen Ministerpräsidenten Morihiro Hosokawa erlahmt, Japan, Allianz, Premierminister, Regierungschef, Regierungswechsel, China, Südkorea","http://www.zeit.de/1993/50/angriff-auf-den-buergerkoenig"
"Auch nach dem Tod des Drogenmilliardärs Pablo Escobar kommt Kolumbien nicht zur Ruhe: Zuletzt drohte er den Deutschen |","1993.50.6194","1993-12-10","DIE ZEIT, Auch nach dem Tod des Drogenmilliardärs Pablo Escobar kommt Kolumbien nicht zur Ruhe, Bill Clinton, Tod, Europäische Union, Kolumbien, Christian Wernicke, Drogensucht, Frankfurter Flughafen, Bogotá, Bonn, Europa, Washington D.C","http://www.zeit.de/1993/50/zuletzt-drohte-er-den-deutschen"
"Worte der Woche |","1993.50.6195","1993-12-10","DIE ZEIT, , Helmut Kohl, SPD, SED, Theo Waigel, Jassir Arafat, Lothar Bisky, Rudolf Scharping, Aschermittwoch, Atomwaffe, Christoph Bergner, Denkmal, Jizchak Rabin, Kanzleramt, Kommunalwahl, Leonid Krawtschuk, Ministerpräsident, Muammar al-Gaddafi, PDS, Palästinenser, Reichtum, Werner Münch, Brandenburg, Oslo, Sachsen-Anhalt","http://www.zeit.de/1993/50/worte-der-woche"
"Forschungsgruppe Wahlen: Das Ergebnis der PDS läßt keine Schlüsse auf die Zukunft zu: Die ewig Gestrigen |","1993.50.6196","1993-12-10","DIE ZEIT, Forschungsgruppe Wahlen: Das Ergebnis der PDS läßt keine Schlüsse auf die Zukunft zu, DKP, PDS, Arbeitsmarkt, Bundestag, Bundestagswahl, Direktmandat, Gleichberechtigung, Kommunalwahl, Republikaner (USA), Wahl, Brandenburg, Bonn","http://www.zeit.de/1993/50/die-ewig-gestrigen"
"Ungewißheit nach den Gemeindewahlen in Italien: Viele Sieger |","1993.50.6197","1993-12-10","DIE ZEIT, Ungewißheit nach den Gemeindewahlen in Italien, Italien, Gianfranco Fini, Kommunistische Partei, Allianz, Carlo Azeglio Ciampi, Francesco Rutelli, Kommunalwahl, Müll, Rom, Neapel","http://www.zeit.de/1993/50/viele-sieger"
"Am Sonntag entscheiden die Russen über ihr Parlament und die neue Verfassung. Die Prognosen versprechen keine klaren Machtverhältnisse: Wieder nur eine Atempause? |","1993.50.6198","1993-12-10","DIE ZEIT, Am Sonntag entscheiden die Russen über ihr Parlament und die neue Verfassung. Die Prognosen versprechen keine klaren Machtverhältnisse, Boris Jelzin, Jegor Gajdar, Parlament, Gennadij Sjuganow, Grigori Jawlinski, Russland, Moskau, Brüssel, Jekaterinburg, Kaukasus","http://www.zeit.de/1993/50/wieder-nur-eine-atempause"
"Im türkisch besetzten Nordzypern wird „gewählt“ – die Vereinigung der Insel ist kaum noch ein Thema: „Wir können nicht zusammenleben“ |","1993.50.6199","1993-12-10","DIE ZEIT, Im türkisch besetzten Nordzypern wird „gewählt“ – die Vereinigung der Insel ist kaum noch ein Thema, Butros Butros Ghali, Tansu Çiller, Türkei, Zypern, Blauhelm, Bundesrepublik Deutschland, Griechenland, Nordzypern, Ankara, Athen","http://www.zeit.de/1993/50/wir-koennen-nicht-zusammenleben"
"Entwicklung, Umweltschutz, Menschenrechte: Nationales Interesse und internationale Ethik sind kein Gegensatz: Außenpolitik muß heute Erdpolitik sein |","1993.50.6200","1993-12-10","DIE ZEIT, Entwicklung, Umweltschutz, Menschenrechte: Nationales Interesse und internationale Ethik sind kein Gegensatz, Richard Freiherr von Weizsäcker, Außenpolitik, Ethik, Vereinte Nationen, Bevölkerungswachstum, Einbürgerung, Ostasien, Soja, Frankreich, USA, Europa, Afrika, Asien","http://www.zeit.de/1993/50/aussenpolitik-muss-heute-erdpolitik-sein"
