"title","number","date","keywords","link"
"Mafia, P 2 und die Ritter |","1994.13.6578","1994-03-25","DIE ZEIT","http://www.zeit.de/1994/13/mafia-p-2-und-die-ritter"
"Am 27. März wählen die Ukrainer ein neues Parlament. Ihrem Land droht der Zerfall, die Reformen stocken, während die Wirtschaft verfällt: Lohn: ein Kochtopf |","1994.13.6579","1994-03-25","DIE ZEIT, Am 27. März wählen die Ukrainer ein neues Parlament. Ihrem Land droht der Zerfall, die Reformen stocken, während die Wirtschaft verfällt, Leonid Krawtschuk, Bill Clinton, Boris Jelzin, Russland, Ukraine, Georgien, Kiew, Ukraine, Moskau, St. Petersburg","http://www.zeit.de/1994/13/lohn-ein-kochtopf"
"In Moskau schwirren Gerüchte über einen Putsch gegen Jelzin: Wer steckt dahinter? |","1994.13.6580","1994-03-25","DIE ZEIT, In Moskau schwirren Gerüchte über einen Putsch gegen Jelzin, Boris Jelzin, Moskau, Sicherheitsrat, Alexander Jakowlew, Alkoholmissbrauch, Gesundheit, Handfeuerwaffe, Innenministerium , Juri Luschkow, Präsident, Rubel, Verteidigungsminister, Putsch, Schwarzes Meer, Sotschi","http://www.zeit.de/1994/13/wer-steckt-dahinter"
"Im Norden des Irak haben die Kurden zwar ihren eigenen Staat, doch es herrschen Armut und Kampf: Was ist das – ein normales Leben? |","1994.13.6581","1994-03-25","DIE ZEIT, Im Norden des Irak haben die Kurden zwar ihren eigenen Staat, doch es herrschen Armut und Kampf, Irak, Armut, Allah, Erkältung, Krankenhaus, Spendengeld, Iran, Kurden, Türkei, Bagdad, Kurdistan","http://www.zeit.de/1994/13/was-ist-das-ein-normales-leben"
"Nachruf auf Günter Mittag: Total gescheitert |","1994.13.6582","1994-03-25","DIE ZEIT, Nachruf auf Günter Mittag, Günter Mittag, Erich Honecker, SED, Bevölkerung, Alter, DDR, Erich Mielke, Ideologie, Minister, Reform, Selbstmord, Statistik, Steuer, Vernunft","http://www.zeit.de/1994/13/total-gescheitert"
"Zum Bundesgerichtsurteil in Sachen „Auschwitz-Lüge“: Eine Perversion rechtlichen Denkens |","1994.13.6583","1994-03-25","DIE ZEIT, Zum Bundesgerichtsurteil in Sachen „Auschwitz-Lüge“, Günter Deckert, NPD, Bundesgerichtshof, Geldstrafe, Vernichtungslager, Volksverhetzung, Auschwitz, Mannheim","http://www.zeit.de/1994/13/eine-perversion-rechtlichen-denkens"
"Der Prozeß gegen Paul Touvier beleuchtet die Verstrickung der französischen Kirche in die Kollaboration mit den Nazis: Ein kleiner Gehilfe des Hitler-Regimes |","1994.13.6584","1994-03-25","DIE ZEIT, Der Prozeß gegen Paul Touvier beleuchtet die Verstrickung der französischen Kirche in die Kollaboration mit den Nazis, Kirche, Prozess, Joseph Rovan, Georges Pompidou, Verteidigungsministerium, Allianz, Bürgerkrieg, Nationalsozialismus, Philippe Pétain, Verbrechen, MIT, Dachau, Paris, Rom, Toulouse, Versailles","http://www.zeit.de/1994/13/ein-kleiner-gehilfe-des-hitler-regimes"
"Satelliten: Die Welt soll vernetzt werden: Pure Phantasie |","1994.13.6585","1994-03-25","DIE ZEIT, Satelliten: Die Welt soll vernetzt werden, Microsoft, Weltraum, Dollar, Hudson Bay, Istanbul, Reykjavik, Wladiwostok","http://www.zeit.de/1994/13/pure-phantasie"
"Computer werden immer schneller. Ihre Benutzer kommen nicht mehr mit: Nörgelei programmiert |","1994.13.6586","1994-03-25","DIE ZEIT, Computer werden immer schneller. Ihre Benutzer kommen nicht mehr mit, Computer, Cebit, Inflation, Sprache, Technik, Wasser, MIT, Hannover","http://www.zeit.de/1994/13/noergelei-programmiert"
"Steuern: Koalition und SPD streiten sich um Solidaritätszuschlag und Ergänzungsabgabe: Wer sind die Besserverdienenden? |","1994.13.6587","1994-03-25","DIE ZEIT, Steuern: Koalition und SPD streiten sich um Solidaritätszuschlag und Ergänzungsabgabe, SPD, Alte, Echo, Einkommen, Einkommensteuer, Protest, Solidaritätszuschlag, Sozialversicherung, Steuer","http://www.zeit.de/1994/13/wer-sind-die-besserverdienenden"
"Peng, bum! |","1994.13.6588","1994-03-25","DIE ZEIT, , EMMA, Atombombe, Bundeswehr, Freizeit, Personalabbau, Rakete, Rüstungsindustrie, Soldat, Sprengsatz, Wehrbeauftragter, Bundesrepublik Deutschland","http://www.zeit.de/1994/13/peng-bum"
"Kakao: Die Blütezeiten im Geschäft mit der tropischen Frucht sind passé: Bittere Bohnen |","1994.13.6589","1994-03-25","DIE ZEIT, Kakao: Die Blütezeiten im Geschäft mit der tropischen Frucht sind passé, Europäische Union, Elfenbeinküste, Ernte, Ghana, Indonesien, Italien, MIT, Malaysia, Mexiko, Niederlande, Nigeria, Europa, Rom","http://www.zeit.de/1994/13/bitere-bohnen"
"Privatisierung: Radikal splittet die britische Regierung die Eisenbahn in sechzig neue Firmen: Sieg der Theorie |","1994.13.6590","1994-03-25","DIE ZEIT, Privatisierung: Radikal splittet die britische Regierung die Eisenbahn in sechzig neue Firmen, Regierung, Fernverkehr, Franchising, Frank Dobson, Privatisierung, Großbritannien, London, Schweden, Edinburgh, Glasgow, Schottland, Wales","http://www.zeit.de/1994/13/sieg-der-theorie"
"Bonner Kulisse |","1994.13.6591","1994-03-25","DIE ZEIT, , Reinhard Göhner, Bundesregierung, CDU, FDP, CSU, Helmut Kohl, Norbert Blüm, Theo Waigel, Birgit Breuel, Jacques Delors, Martin Bangemann, Dollar, Finanzpolitik, Jean-Luc Dehaene, Raumfahrt, Ruud Lubbers, Rüstungsindustrie, Brüssel, Europa","http://www.zeit.de/1994/13/bonner-kulisse"
"Bundeswehr: Eingebunkert |","1994.13.6592","1994-03-25","DIE ZEIT, Bundeswehr, Bundeswehr, Hans Apel, Manfred Wörner, Militär, Verteidigungsministerium, Allianz, Finanzkrise, Minister, Verteidigungsminister, Widerstand, Bonn","http://www.zeit.de/1994/13/eingebunkert"
"Pflegeversicherung: Quergelegt |","1994.13.6593","1994-03-25","DIE ZEIT, Pflegeversicherung, Pflegeversicherung, Demokratie, Feiertag, Gesundheitswesen, Militärpolitik, Parlament, Umweltschutz, Vermittlungsausschuss, Bonn","http://www.zeit.de/1994/13/quergelegt"
"Europäische Union: Ohne neue übernationale Machtträger in der Wirtschaftspolitik bleiben die Interessen der Bürger auf der Strecke: Jenseits der Sachzwänge |","1994.13.6594","1994-03-25","DIE ZEIT, Europäische Union: Ohne neue übernationale Machtträger in der Wirtschaftspolitik bleiben die Interessen der Bürger auf der Strecke, Wirtschaftspolitik, Margaret Thatcher, Binnenmarkt, Daniel Bell, Deregulierung, Europäische Gemeinschaft, Internationaler Währungsfonds, Volkswirtschaft, Belgien, China, Europa, Großbritannien, Japan, Österreich, Westeuropa","http://www.zeit.de/1994/13/jenseits-der-sachzwaenge"
"Cocom: Das Gremium zur Kontrolle des Ost-West-Handels wird nun offiziell aufgelöst: Neue Regeln für den Club |","1994.13.6595","1994-03-25","DIE ZEIT, Cocom: Das Gremium zur Kontrolle des Ost-West-Handels wird nun offiziell aufgelöst, Bill Clinton, Verteidigungsministerium, Eduard Schewardnadse, Island, Ostblock, Rüstungsindustrie, tTokyo, Waffenexport, Irak, Iran, Libyen, Nordkorea, Russland, Sowjetunion, Bonn, Paris, Europa, Sibirien, Washington D.C","http://www.zeit.de/1994/13/neue-regeln-fuer-den-club"
"Deutsche Bank: Das mächtige Geldinstitut räumt Positionen in der Industrie – seinen Einfluß gibt es nicht preis: Abschied von alten Schachteln |","1994.13.6596","1994-03-25","DIE ZEIT, Deutsche Bank: Das mächtige Geldinstitut räumt Positionen in der Industrie – seinen Einfluß gibt es nicht preis, Hilmar Kopper, Industrie, Hermann Josef Abs, Karstadt, Edzard Reuter, Friedrich Flick, Günter Vogelsang, Hans Otto Eglau, Asien, Nordamerika","http://www.zeit.de/1994/13/abschied-von-alten-schachteln"
"Die Favoriten wechseln |","1994.13.6597","1994-03-25","DIE ZEIT, , BMW, Dax, Aktie, Aktienindex, Aktienmarkt, Bank, Börse, Charakter, Chemie, Porsche, Versicherung, Vorzugsaktie","http://www.zeit.de/1994/13/die-favoriten-wechseln"
"Marketing: Bei der Werbung um junge Kunden werden die Banken vorsichtiger: Ganz cool ins Minus |","1994.13.6598","1994-03-25","DIE ZEIT, Marketing: Bei der Werbung um junge Kunden werden die Banken vorsichtiger, Commerzbank, Werbung, Deutsche Bank, Bundesaufsichtsamt für das Kreditwesen, Essen, Jugendliche, Verbraucherzentrale, Banken, Nordrhein-Westfalen, Ulm","http://www.zeit.de/1994/13/ganz-cool-ins-minus"
"Österreich: Vor allem die Bauern fürchten Brüssel – noch ist die Mehrheit für den Beitritt zur Europäischen Union nicht gesichert: Angst vor dicker Luft |","1994.13.6599","1994-03-25","DIE ZEIT, Österreich: Vor allem die Bauern fürchten Brüssel – noch ist die Mehrheit für den Beitritt zur Europäischen Union nicht gesichert, Brüssel, Jörg Haider, Grüne, Österreich, Kanzleramt, Landtagswahl, Volksabstimmung, Europa, Italien, Alpen","http://www.zeit.de/1994/13/angst-vor-dicker-luft"
"Brüssel bewahrt die Autobranche vor mehr Wettbewerb: Schutz ist Gift |","1994.13.6600","1994-03-25","DIE ZEIT, Brüssel bewahrt die Autobranche vor mehr Wettbewerb, Brüssel, Ford, VW, BMW, Fiat, Peugeot, Audi, Chrysler, Nissan, Seat, tTokyo, Yen, Italien, Japan, Spanien, Europa, Washington D.C","http://www.zeit.de/1994/13/schutz-ist-gift"
