"title","number","date","keywords","link"
"Von Rückzug spricht er noch nicht. Ein Interview mit dem saarländischen Ministerpräsidenten über Kanzlerkandidatur, Urwahl und sozialdemokratische Politik: „Sind Sie bitter, Herr Lafontaine?“ |","1993.25.5614","1993-06-18","DIE ZEIT, Von Rückzug spricht er noch nicht. Ein Interview mit dem saarländischen Ministerpräsidenten über Kanzlerkandidatur, Urwahl und sozialdemokratische Politik, Oskar Lafontaine, Rudolf Scharping, SPD, Bundesbank, Jens Reich, Johannes Rau, Arbeitslosigkeit, Asylrecht, Blauhelm, Carl Friedrich Freiherr von Weizsäcker, Geldpolitik, Gesamtschule, Grenzschutz, Ostdeutschland, MIT, Osteuropa, Europa, Maastricht, Weimar, Westeuropa","http://www.zeit.de/1993/25/sind-sie-bitter-herr-lafontaine"
"„Rassismus“ in der Aula |","1993.25.5615","1993-06-18","DIE ZEIT, , Irenäus Eibl-Eibesfeldt, Freimut Duve, Jörg Haider, Bundestag, Einwanderung, Faschismus, Kirchentag, Publikum, Rechtsradikalismus, Spiegel, Universität München, Volksverhetzung","http://www.zeit.de/1993/25/rassismus-in-der-aula"
"Grüne Politiker erlebten das Grauen in Bosnien: Letzte Worte |","1993.25.5616","1993-06-18","DIE ZEIT, Grüne Politiker erlebten das Grauen in Bosnien, Grüne, Bosnien und Herzegowina, Marieluise Beck, Kanzleramt, Vereinte Nationen, Bosnien und Herzegowina, Berlin, Bremen, Split, Washington D.C","http://www.zeit.de/1993/25/letzte-worte"
"Wieder sollen die Karlsruher Verfassungsrichter über einen Bundeswehreinsatz entscheiden: Raus aus dem Schlamassel? |","1993.25.5617","1993-06-18","DIE ZEIT, Wieder sollen die Karlsruher Verfassungsrichter über einen Bundeswehreinsatz entscheiden, Volker Rühe, Bundesregierung, Vereinte Nationen, Weltsicherheitsrat, Außenpolitik, Blauhelm, Bundesverfassungsgericht, Bundeswehr, Bundeswehreinsatz, Pluto, Soldat, Somalia, Verfassungsgericht, Angola, Karlsruhe, Bonn, Afrika, Karlsruhe, Mogadischu, Rhein","http://www.zeit.de/1993/25/raus-aus-dem-schlamassel"
"Worte der Woche |","1993.25.5618","1993-06-18","DIE ZEIT, , Hans-Dietrich Genscher, Klaus Kinkel, Rudolf Scharping, Theo Waigel, VW, Boris Becker, Hans-Jochen Vogel, Bischof, Bundesaußenminister, Bundesfinanzminister, Bundeskanzler, Lech Wa??sa, Tageszeitung, Tansu Çiller, Kiew, Mogadischu","http://www.zeit.de/1993/25/worte-der-woche"
"Den Ausländern in Deutschland muß die Einbürgerung erleichtert werden – auch durch doppelte Staatsbürgerschaft: Es fehlt nur der Wille |","1993.25.5619","1993-06-18","DIE ZEIT, Den Ausländern in Deutschland muß die Einbürgerung erleichtert werden – auch durch doppelte Staatsbürgerschaft, CDU, Ausländer, Einbürgerung, Aussiedler, Brandanschlag, Bundestag, Cornelia Schmalz-Jacobsen, Ehe, Europarat, Solingen, Sprachkurs, Staatsbürgerschaft, Wanderarbeiter, Wehrdienst, Zivilrecht, Türkei, Bonn","http://www.zeit.de/1993/25/es-fehlt-nur-der-wille"
"Kanadas neue Premierministerin Campbell ist ideenreich und ungeduldig: Königin Kim tritt an |","1993.25.5620","1993-06-18","DIE ZEIT, Kanadas neue Premierministerin Campbell ist ideenreich und ungeduldig, Brian Mulroney, Bill Clinton, Kanada, Ottawa, Kanada, USA, Ontario, Vancouver","http://www.zeit.de/1993/25/koenigin-kim-tritt-an"
"Zeitspiegel |","1993.25.5621","1993-06-18","DIE ZEIT, , Eberhard Diepgen, Bundestag, Herz, Nötigung, Olympia, Reiseveranstalter, Solingen, Türkei, Bonn, Bremen, Stuttgart","http://www.zeit.de/1993/25/zeitspiegel"
"Ministerpräsidentin: Stählernes Lächeln |","1993.25.5622","1993-06-18","DIE ZEIT, Ministerpräsidentin, Süleyman Demirel, Tansu Çiller, Kabinett, Ministerpräsident, Privatisierung, Puppe, Regierungschef, Solingen, Turgut Özal, Verfassung, Wirtschaftsminister, Ökonomie, Tod, Türkei, USA","http://www.zeit.de/1993/25/staehlernes-laecheln"
"Trotz Pannen und Peinlichkeiten: Der US-Präsident muß die Hoffnung auf ein Comeback noch nicht aufgeben: Clinton II im Kampf mit vielen Mächten |","1993.25.5623","1993-06-18","DIE ZEIT, Trotz Pannen und Peinlichkeiten: Der US-Präsident muß die Hoffnung auf ein Comeback noch nicht aufgeben, George W.  Bush, Jimmy Carter, Ronald Reagan, US-Präsident, Bill Clinton, Lyndon B. Johnson, Bill Clinton, Energiesteuer, Europäische Gemeinschaft, Harry S. Truman, Hoffnung, Präsident, Präsidentschaft, USA, MIT, Nordkorea, Russland, Washington D.C., Arkansas, Los Angeles, Texas","http://www.zeit.de/1993/25/clinton-ii-im-kampf-mit-vielen-maechten"
