"title","number","date","keywords","link"
"Der Hase und der Igel |","1994.20.6782","1994-05-13","DIE ZEIT, , SPD, Ausländer, Rudolf Scharping, Außenpolitik, Bundeskanzler, Gesundheitsreform, Tempolimit, Wolfgang Ebert","http://www.zeit.de/1994/20/der-hase-und-der-igel"
"Worte der Woche |","1994.20.6783","1994-05-13","DIE ZEIT, , François Mitterrand, CDU, Elisabeth II, SPD, Wolfgang Schäuble, Anschlag, Anzeige, Cindy Crawford, Diplomat, Management, Ministerpräsident, Oscar Luigi Scalfaro, Scheidung, Streitkräfte, England, Türkei, Berlin, Kurdistan, Singapur, Stockholm","http://www.zeit.de/1994/20/worte-der-woche"
"Im Bosnienkrieg setzt der UN-Beauftragte Yasushi Akashi gegen alle Anfeindungen auf beharrliche Diplomatie: Die Zähigkeit des Langstreckenläufers |","1994.20.6784","1994-05-13","DIE ZEIT, Im Bosnienkrieg setzt der UN-Beauftragte Yasushi Akashi gegen alle Anfeindungen auf beharrliche Diplomatie, Norodom Sihanouk, Mitsubishi, Vereinte Nationen, Bosnien und Herzegowina, Jugoslawien, Kambodscha, Khmer, Diplomatie, Sarajevo, Balkan, Fernost, Phnom Penh, Südostasien, Washington D.C","http://www.zeit.de/1994/20/die-zaehigkeit-des-langstreckenlaeufers"
"Ein palästinensischer Embryostaat nimmt Gestalt an, doch weiterhin prägen autoritäre Regime und religiöser Wahn, Aufrüstung und Elend den Nahen Osten. Ein kritischer Rückblick und ein skeptischer Ausblick unseres Redakteurs, der die Krisenregion fünf Jahre lang beobachtete: Wo die Angst vor der Moderne waltet |","1994.20.6785","1994-05-13","Politik, Ein palästinensischer Embryostaat nimmt Gestalt an, doch weiterhin prägen autoritäre Regime und religiöser Wahn, Aufrüstung und Elend den Nahen Osten. Ein kritischer Rückblick und ein skeptischer Ausblick unseres Redakteurs, der die Krisenregion fünf Jahre lang beobachtete, Saddam Hussein, Bill Clinton, Aufrüstung, PLO, Israel, Demokratie, Jemen, Ägypten, Irak, Jordanien, Saudi Arabien, Syrien, Abu Dhabi, Europa, Madrid, Teheran","http://www.zeit.de/1994/20/wo-die-angst-vor-der-moderne-waltet"
"Die Enquete-Kommission zur Aufarbeitung der SED-Diktatur beendet ihre Arbeit: Streit um die Geschichte |","1994.20.6786","1994-05-13","Politik, Die Enquete-Kommission zur Aufarbeitung der SED-Diktatur beendet ihre Arbeit, Arbeit, Geschichte, Jürgen Habermas, CDU, SPD, Angelika Barbe, DDR, Diktatur, Dissident, Ernst Nolte, Nationalsozialismus, Rainer Eppelmann, Stasi, Stephan Hilsberg, Auschwitz, Berlin, Krakau","http://www.zeit.de/1994/20/streit-um-die-geschichte"
"Wahlkampf ohne Politik: Die Parteien mogeln sich an wichtigen Debatten vorbei: Nur keine Fehler machen |","1994.20.6787","1994-05-13","DIE ZEIT, Wahlkampf ohne Politik: Die Parteien mogeln sich an wichtigen Debatten vorbei, CDU, Helmut Kohl, SPD, Rudolf Scharping, Wahlkampf, Bill Clinton, Jürgen Rüttgers, Wolfgang Thierse, Bundestagswahl, Konrad-Adenauer-Stiftung, Lebensstil, Opposition, USA","http://www.zeit.de/1994/20/nur-keine-fehler-machen"
"Die jüngste Offensive der Roten Khmer könnte den Neuanfang in Kambodscha zunichte machen. Droht wieder ein Blutbad?: Pol Pot will keinen Frieden |","1994.20.6788","1994-05-13","DIE ZEIT, Die jüngste Offensive der Roten Khmer könnte den Neuanfang in Kambodscha zunichte machen. Droht wieder ein Blutbad?, Norodom Sihanouk, Frieden, Kambodscha, Vereinte Nationen, Chemotherapie, Dollar, Geberkonferenz, Guerilla, Hauptstadt, Khmer, Munition, Norodom Ranariddh, Premierminister, Phnom Penh, Asien, Peking","http://www.zeit.de/1994/20/pol-pot-will-keinen-frieden"
"Die Massaker in Ruanda verlangen entschiedene Maßnahmen der internationalen Gemeinschaft: Mord ohne Einspruch |","1994.20.6789","1994-05-13","DIE ZEIT, Die Massaker in Ruanda verlangen entschiedene Maßnahmen der internationalen Gemeinschaft, Mord, Ruanda, UN-Sicherheitsrat, Bürgerkrieg, Evakuierung, Frieden, Opfer, Vereinte Nationen, Burundi, Tansania, Uganda, Afrika, Kigali","http://www.zeit.de/1994/20/mord-ohne-einspruch"
"Korruption, Steuerbetrug, Filz – Skandale erschüttern Spanien. Doch Regierungschef González bleibt an der Macht: Erst rinnen Tränen, dann rollen Köpfe |","1994.20.6790","1994-05-13","DIE ZEIT, Korruption, Steuerbetrug, Filz – Skandale erschüttern Spanien. Doch Regierungschef González bleibt an der Macht, Regierungschef, Spanien, Italien, Madrid","http://www.zeit.de/1994/20/erst-rinnen-traenen-dann-rollen-koepfe"
"Nach der Niederlage bei den Kommunalwahlen: Die Tories geraten ins Schleudern: Die Wähler sind unversöhnlich |","1994.20.6791","1994-05-13","DIE ZEIT, Nach der Niederlage bei den Kommunalwahlen: Die Tories geraten ins Schleudern, John Major, Europawahl, Kenneth Clarke, Kommunalwahl, Michael Heseltine, Großbritannien, Tories, Europa, London","http://www.zeit.de/1994/20/die-waehler-sind-unversoehnlich"
"Das erste demokratische Parlament in der Geschichte Südafrikas hat einstimmig einen Präsidenten gewählt: Nelson Mandela: „Wir haben es geschafft“ |","1994.20.6792","1994-05-13","DIE ZEIT, Das erste demokratische Parlament in der Geschichte Südafrikas hat einstimmig einen Präsidenten gewählt: Nelson Mandela, Geschichte, Winnie Madikizela-Mandela, Parlament, Desmond Tutu, Island, Südafrika, Afrika","http://www.zeit.de/1994/20/wir-haben-es-geschafft"
