"id","Inflation","InflationMutationen"
"41504","0","0"
"41505","0","0"
"41506","0","0"
"41507","0","0"
"41508","0","0"
"41509","0","0"
"41510","0","0"
"41511","0","0"
"41512","0","0"
"41513","0","0"
"41514","0","0"
"41515","0","0"
"41516","0","0"
"41517","0","0"
"41518","0","0"
"41519","0","0"
"41520","0","0"
"41521","0","0"
"41522","0","0"
"41523","0","0"
"41524","0","0"
"41525","0","0"
"41526","0","0"
"41527","0","0"
"41528","0","0"
"41529","0","0"
"41530","0","0"
"41531","0","0"
"41532","0","0"
"41533","0","0"
"41534","0","0"
"41535","0","0"
"41536","0","0"
"41537","0","0"
"41538","0","0"
"41539","0","0"
"41540","0","0"
"41541","0","0"
"41542","0","0"
"41543","0","0"
"41544","0","0"
"41545","0","0"
"41546","0","0"
"41547","0","0"
"41548","0","0"
"41549","0","0"
"41550","0","0"
"41551","0","0"
"41552","0","0"
"41553","1","1"
"41554","0","0"
"41555","0","0"
"41556","0","0"
"41557","0","0"
"41558","0","0"
"41559","0","0"
"41560","0","0"
"41561","0","0"
"41562","0","0"
"41563","0","0"
"41564","0","0"
"41565","0","0"
"41566","0","0"
"41567","0","0"
"41568","0","0"
"41569","0","0"
"41570","1","1"
"41571","0","0"
"41572","0","0"
"41573","0","0"
