"id","Inflation","InflationMutationen"
"52913","0","0"
"52914","0","0"
"52915","0","0"
"52916","0","0"
"52917","0","0"
"52918","0","0"
"52919","0","0"
"52920","0","0"
"52921","0","0"
"52922","0","0"
"52923","0","0"
"52924","0","0"
"52925","0","0"
"52926","1","1"
"52927","1","1"
"52928","0","0"
"52929","0","0"
"52930","0","0"
"52931","0","0"
"52932","0","0"
"52933","0","0"
"52934","0","0"
"52935","1","1"
"52936","0","0"
"52937","1","1"
"52938","0","0"
"52939","1","1"
"52940","0","0"
"52941","1","1"
"52942","0","0"
"52943","0","0"
