"title","number","date","keywords","link"
"Thomas Hobbes’ Kritik des Common Law: Die Macht des Souveräns |","1992.42.4600","1992-10-09","DIE ZEIT, Thomas Hobbes’ Kritik des Common Law","http://www.zeit.de/1992/42/die-macht-des-souveraens"
"In Angolas ersten freien Wahlen haben die Sozialisten ihre Macht behauptet: Neue Aufgaben für alte Kader |","1992.42.4601","1992-10-09","DIE ZEIT, In Angolas ersten freien Wahlen haben die Sozialisten ihre Macht behauptet, Jonas Savimbi, Alte, Horst Bieber, Angola, Dürre, Erdrutsch, Landwirtschaft, Mine, Privatisierung, Stichwahl, Streitkräfte, Vertreibung, Waffenruhe, Kuba, Mosambik, Südafrika, Moskau, Rom","http://www.zeit.de/1992/42/neue-aufgaben-fuer-alte-kader"
"Volker Rühe und die höheren Weihen der Macht: Ist er zu ungeduldig? |","1992.42.4602","1992-10-09","DIE ZEIT, Volker Rühe und die höheren Weihen der Macht, Volker Rühe, FDP, Helmut Schmidt, Bundeswehr, Finanzminister, Kanzleramt, Minister, Ministerium, Selbstbewusstsein, Verteidigungsminister, Karriere","http://www.zeit.de/1992/42/ist-er-zu-ungeduldig"
"Der Streit um Manfred Stolpe kommt nicht zur Ruhe: Kirchenmann, Diplomat, Politiker – wie weit durfte der Konsistorialpräsident gegenüber der Stasi gehen?: Am Schnittpunkt von Macht und Ohnmacht |","1992.42.4603","1992-10-09","DIE ZEIT, Der Streit um Manfred Stolpe kommt nicht zur Ruhe: Kirchenmann, Diplomat, Politiker – wie weit durfte der Konsistorialpräsident gegenüber der Stasi gehen?, Rainer Eppelmann, Richard Schröder, CDU, Evangelische Kirche, Stasi, Bischof, DDR, Freya Klier, Humboldt-Universität, Ministerium für Staatssicherheit, Wolfgang Templin","http://www.zeit.de/1992/42/am-schnittpunkt-von-macht-und-ohnmacht"
"Parteispendenprozeß: Ende mit Schrecken |","1992.42.4604","1992-10-09","DIE ZEIT, Parteispendenprozeß, CDU, Bundesgerichtshof, Geldstrafe, Justiz, Landgericht, Parteispende, Richter, Widerstand, Bundesrepublik Deutschland, MIT","http://www.zeit.de/1992/42/ende-mit-schrecken"
"Ist Volker Rühe auf dem Sprung ins Kanzleramt? Der Minister winkt ab. Aber er hält sich mit fünfzig Jahren durchaus für geeignet, „schwierige Ämter innezuhaben“: „Ich gehöre zur Führungsgeneration“ |","1992.42.4605","1992-10-09","DIE ZEIT, Ist Volker Rühe auf dem Sprung ins Kanzleramt? Der Minister winkt ab. Aber er hält sich mit fünfzig Jahren durchaus für geeignet, „schwierige Ämter innezuhaben“, Volker Rühe, CDU, Helmut Schmidt, Oskar Lafontaine, Minister, SPD, Europäische Gemeinschaft, Vereinte Nationen, Bundestag, Ostdeutschland, Solidaritätszuschlag, Europa, Jugoslawien, MIT, Spanien, Maastricht, Osteuropa, Westeuropa, Bremen","http://www.zeit.de/1992/42/ich-gehoere-zur-fuehrungsgeneration"
"Gerd Bucerius zu Fragen der Zeit: Den Helden stürzen? |","1992.42.4606","1992-10-09","DIE ZEIT, Gerd Bucerius zu Fragen der Zeit, Karl Schiller, SPD, CDU, Oskar Lafontaine, DDR, Darlehen, Eigentum, Lothar de Maizière, Misstrauensvotum, Vermögen, Wiedervereinigung, Übernahme, Gerd Bucerius, Frankreich, Sowjetunion, Bonn","http://www.zeit.de/1992/42/den-helden-stuerzen"
"SPD-Linke in der Offensive: Wird Björn Engholm auf dem Sonderparteitag scheitern?: Keiner will den Brutus spielen |","1992.42.4607","1992-10-09","DIE ZEIT, SPD-Linke in der Offensive: Wird Björn Engholm auf dem Sonderparteitag scheitern?, Björn Engholm, Gerhard Schröder, Bundesregierung, Grüne, CDU, CSU, Oskar Lafontaine, SPD-Fraktion, Asyl, Asylrecht, Bundesratsinitiative, Militärpolitik, Sonderparteitag, Baden-Württemberg, Hannover","http://www.zeit.de/1992/42/keiner-will-den-brutus-spielen"
"Auf dem Bremer Parteitag bewies die FDP, daß ihr die Koalition wichtiger ist als ein eigenes Profil: Prinzipien sind nicht mehr gefragt |","1992.42.4608","1992-10-09","DIE ZEIT, Auf dem Bremer Parteitag bewies die FDP, daß ihr die Koalition wichtiger ist als ein eigenes Profil, FDP, Hans-Dietrich Genscher, Jörg Haider, Manfred Gerlach, Burkhard Hirsch, Gerhart Baum, Asylrecht, Plenum, Wolfgang Kubicki, Bremen, Parteitag, Pirna, Sachsen","http://www.zeit.de/1992/42/prinizpien-sind-nicht-mehr-gefragt"
"Die Männer-Bastionen wanken: Nie zuvor bewarben sich in Amerika so viele Frauen für einen Sitz im Kongreß: Die Töchter des Zorns |","1992.42.4609","1992-10-09","DIE ZEIT, Die Männer-Bastionen wanken: Nie zuvor bewarben sich in Amerika so viele Frauen für einen Sitz im Kongreß, USA, Abgeordnetenhaus, USA, Repräsentantenhaus, Washington D.C., Kalifornien, New York, Georgia, Illinois, Pennsylvania, San Francisco","http://www.zeit.de/1992/42/die-toechter-des-zorns"
"Wolfgang Ebert: Mein Kohl |","1992.42.4610","1992-10-09","DIE ZEIT, Wolfgang Ebert, Bundeskanzler, Frieden, Hoffnung, Kakao, Opposition, Wasser, Bundesrepublik Deutschland, Wolfgang Ebert","http://www.zeit.de/1992/42/mein-kohl"
"ARD-Personalpolitik: Makler unter sich |","1992.42.4611","1992-10-09","DIE ZEIT, ARD-Personalpolitik, CDU, Manfred Schell, SPD, Franz Josef Strauß, Günter Struve, Peter Voß, WDR, ZDF, MDR, Bodo H. Hauser, Nachfolge, Berlin","http://www.zeit.de/1992/42/makler-unter-sich"
"Wie das österreichische Bundesheer Blauhelme ausbildet: Haudegen sind nicht gefragt |","1992.42.4612","1992-10-09","DIE ZEIT, Wie das österreichische Bundesheer Blauhelme ausbildet, Vereinte Nationen, Verteidigungsministerium, Volker Rühe, Auslandseinsatz, Blauhelm, Bundesheer, Bundestag, Soldat, Somalia, Blauhelm, Israel, Syrien, Zypern, Österreich, Wien, Beirut, Graz, Kuwait","http://www.zeit.de/1992/42/haudegen-sind-nicht-gefragt"
"Bei einem Patt im Präsidentschaftskampf: Wenn der Kongreß entscheidet... |","1992.42.4613","1992-10-09","DIE ZEIT, Bei einem Patt im Präsidentschaftskampf, Bill Clinton, George W.  Bush, Ross Perot, Thomas Jefferson, Columbia, Präsident, Präsidentschaftswahl, Repräsentantenhaus, Stichwahl, USA, Washington D.C","http://www.zeit.de/1992/42/wenn-der-kongress-entscheidet"
