"title","number","date","keywords","link"
"Atomkraftwerk von Quadrillionen Kilowatt","1999.47.21932","1899-12-31","Politik","http://www.zeit.de/1999/47/199947.vor50j.56b0.xml"
"Demokratie: Zerstreuung der Macht","1999.47.21933","2007-10-09","Politik, Demokratie, Politik, Staat, Staat, Demokratie, Politik, Staat, Staat, Demokratie, Autonomie, Boule, Francis Fukuyama, Paul Virilio, Peter Ustinov, Pierre Bourdieu, Thomas Friedman, Vereinte Nationen, Übersetzung, Jugoslawien","http://www.zeit.de/1999/47/199947.baumann_demokrat.xml"
"Kiep und der Koffer","1999.47.21934","1999-11-18","Politik, , Partei, Parteispendenaffäre, Untersuchungsausschuss, Parteispende, Verwaltung, Staat, Korruption, Ermittlung, Bilanz, Zeuge, Bestechung, Partei, Parteispendenaffäre, Untersuchungsausschuss, Parteispende, Verwaltung, Staat, Korruption, Ermittlung, Bilanz, Zeuge, Angela Merkel, CDU, Bundesverteidigungsministerium, Bundesgerichtshof, Bundesrechnungshof, Holger Pfahls, Leuna, Privatisierung, Untersuchungsausschuss, Saudi Arabien","http://www.zeit.de/1999/47/199947.kiep_.xml"
"Die Moderatorin","1999.47.21935","1999-11-18","Politik, , Merkel, Angela Merkel, Helmut Kohl, CDU, Wolfgang Schäuble, Bundesregierung, Lothar de Maizière, Heiner Geißler, Kurt Biedenkopf, Bundestag, Bundesumweltminister, DDR, Direktmandat, Günther Krause, Herbst, Berlin","http://www.zeit.de/1999/47/Die_Moderatorin"
"Tonzeichen","1999.47.21936","1999-11-18","Politik, , Band, Rätsel, US-Außenpolitik, Wunder, USA, Washington D.C","http://www.zeit.de/1999/47/Tonzeichen"
"Castros Erfolg","1999.47.21937","1999-11-18","Politik, , Augusto Pinochet, Fidel Castro, Carlos, Juan Carlos I., Kuba, Monarch, Strafverfolgung, USA, Chile, Großbritannien, Spanien, Havanna, London, Washington D.C","http://www.zeit.de/1999/47/Castros_Erfolg"
"Liebling der Zuschauer","1999.47.21938","1999-11-18","Politik, , ARD, CDU, Grüne, Jürgen Walter, Udo Reiter, MDR, DDR, Sender, Leipzig, München, Sachsen, Sachsen-Anhalt, Thüringen","http://www.zeit.de/1999/47/Liebling_der_Zuschauer"
"Viele Schritte, keine Richtung","1999.47.21939","1999-11-18","Politik, , Meinungsführerschaft, Gerhard Schröder, Helmut Kohl, Rudolf Scharping, CDU, Grüne, Hans Eichel, Oskar Lafontaine, SPD, Wolfgang Schäuble, RWE, Wolfgang Clement, Achtundsechziger, Bündnis für Arbeit, Islamunterricht, Staatsbürgerschaft, Berlin, Europa, Köln, Neukölln, Nordrhein-Westfalen","http://www.zeit.de/1999/47/Viele_Schritte_keine_Richtung"
"Dank an meinen Vater","1999.47.21940","1999-11-18","Politik, , Skiba, Edmund Stoiber, Reise, Friedenstruppe, Herz, Krieg, Messe, Post, Soldat, Tagebuch, Bosnien und Herzegowina, Frankreich, Kosovo, München, Bad Tölz, Heidelberg, Milwaukee, Neckar, Normandie","http://www.zeit.de/1999/47/Dank_an_meinen_Vater"
"Worte der Woche","1999.47.21941","1999-11-18","Politik, , CDU, Edmund Stoiber, Gerhard Schröder, Grüne, SPD, Wolfgang Schäuble, Walther Leisler Kiep, Atomenergie, Außenminister, Bundeskanzler, Bundesverkehrsminister, Erdbeben, Ermittlung, Euro, Gunda Röstel, Göran Persson, Krieg, Ministerpräsident, Reinhard Klimmt, Tschetschenien, Türkei, Bayern, Berlin, Potsdam","http://www.zeit.de/1999/47/199947.wowos_zsp.xml"
"Schilys Staatscredo ist einäugig","1999.47.21942","1999-11-18","Politik, , Innere_sicherheit, Otto Schily, Carlo Schmid, Gustav Heinemann, Hans-Jochen Vogel, Adolf Arndt, Asyl, Grundrecht, Mafia, Berlin","http://www.zeit.de/1999/47/Schilys_Staatscredo_ist_einaeugig"
"Falsche Adresse","1999.47.21943","1999-11-18","Politik","http://www.zeit.de/1999/47/Falsche_Adresse"
"Verdrängte Folgen","1999.47.21944","1999-11-18","Politik, , Europäische Union, Saddam Hussein, UN-Sicherheitsrat, D-Mark, EU-Beitritt, Eiszeit, Kosovo, Mauerfall, Menschenrechtsverletzung, Peter Frey, Russland, Vereinte Nationen, Völkerrecht, Europa, Montenegro, Rumänien, Tschetschenien, Türkei, USA, Weißrussland, Balkan, Belgrad, Istanbul, Südosteuropa","http://www.zeit.de/1999/47/Verdraengte_Folgen"
"Die Kapitale","1999.47.21945","1999-11-18","Politik, , Mannesmann, Vodafone, Veba, Konzentration, Republik, Tagesspiegel, Unternehmen, Viag, Bonn, Oder","http://www.zeit.de/1999/47/Die_Kapitale"
"Hey, Big Spender!","1999.47.21946","1999-11-18","Politik, , Hans Eichel, Helmut Kohl, SPD, Antje Vollmer, Michael Naumann, Bertelsmann Stiftung, Bundesrat, Bürgerinitiative, Finanzminister, Reform, Vermögensteuer, Niederlande, Nordrhein-Westfalen","http://www.zeit.de/1999/47/199947.stiftungsrecht_.xml"
"Da wird kein Krieg geführt","1999.47.21947","1999-11-18","Politik, , Terrorismus, Politiker, Internationale_Beziehungen, Innere_sicherheit, Innenpolitik, Aussenpolitik, Kontra, Verhältnis, Folgen, Elite, Terrorismus, Politiker, Internationale Beziehungen, Innere Sicherheit, Innenpolitik, Außenpolitik, Kontra, Verhältnis, Folgen, Wladimir Putin, Aslan Maschadow, Russland, Tschetschenien, Geldwäsche, Kapitalflucht, Korruption, Oligarch, Olof Palme, Territorium, Terrorismus, Israel, Jugoslawien, Moskau, USA, Berlin, Washington D.C","http://www.zeit.de/1999/47/199947.putin_.xml"
