"title","number","date","keywords","link"
"Staat: Es gab einmal Regierungssprecher ...","1997.49.16294","2008-05-02","Politik, Staat, Politik, Staat, Staatsorgane, Politik, Staat, Staatsorgane, Regierungssprecher, Helmut Schmidt, FDP, Regierungssprecher, CDU, CSU, Konrad Adenauer, Willy Brandt, Deutschlandfunk, Kurt Georg Kiesingert , Bundeskanzler, Conrad Ahlers, Klaus Bölling, Regierungswechsel, Öffentlichkeitsarbeit, Bonn, Greifswald, Hamburg, Husum","http://www.zeit.de/1997/49/Es_gab_einmal_Regierungssprecher_"
"Ein Creativ-Direktor der Werbeagentur Scholz &amp; Friends rät den protestierenden Studenten","1997.49.16295","1899-12-31","Politik, , Medien, Autobahn, Brot, Publikum, Student, Berlin","http://www.zeit.de/1997/49/kampagn1.txt.19971128.xml"
"Die wichtigsten Thesen: Nur wenn der Staat das Feld räumt, kann die Reform der Hochschulen gelingen","1997.49.16296","1997-11-28","Politik, , Bildungspolitik, Bildung, Reform, Hochschulreform, Erfolge, Universität, Studiengebühr, Gesetzentwurf, Vhb_Finanzierung, Hochschule, Deregulierung, Geld, Student, Weiterbildung, Reform, Bildungspolitik, Bildung, Reform, Hochschulreform, Erfolge, Universität, Studiengebühr, Gesetzentwurf","http://www.zeit.de/1997/49/athesen.txt.19971128.xml"
"Das aktuelle ZEITmagazin","1997.49.16297","1997-11-28","Politik, , Auktion, Bunker, Essen, Gericht, Psychiatrie, Wein, Werbung","http://www.zeit.de/1997/49/zm49.txt.19971128.xml"
"In der Jack Daniel Distillery haben alle immer Zeit. Sagt die Werbung. Und die lügt nicht","1997.49.16298","1997-11-28","Politik, , Wandern, Republik, Irland, Insel, Inishturk, Erfahrungsbericht, Franken, Spanien, Tennessee, München, Wandern, Republik, Irland, Insel, Inishturk","http://www.zeit.de/1997/49/whiskey.txt.19971128.xml"
"Der Glaube ist unsere Waffe","1997.49.16299","1997-11-28","Politik, , Ägypten, Hosni Mubarak, Glaube, Ägypten, Anschlag, Islam, Muslimbruderschaft, Vatikan, Israel, Kairo","http://www.zeit.de/1997/49/Der_Glaube_ist_unsere_Waffe"
"Nonnen im Notstandsgebiet","1997.49.16300","1997-11-28","Politik, , Helfta, Katholische Kirche, Bischofskonferenz, Bistum, Gymnasium, Obdachlose, Pilgerfahrt, Magdeburg","http://www.zeit.de/1997/49/Nonnen_im_Notstandsgebiet"
"Bubble, Blubber, Blutwurst","1997.49.16301","1997-11-28","Politik, , Kochen, Ernaehrung, Agrarpolitik, Lebensmittel, Kartoffel, Helmut Kohl, China, England, Indien, Indonesien, Irland, Malaysia, Taiwan, Tibet, USA, Alaska, Asien, Bayern, Schottland, Wales, Kochen, Ernährung, Agrarwirtschaft und Ernährung, Lebensmittel","http://www.zeit.de/1997/49/ekel.txt.19971128.xml"
"Dann gibt es neue Aktionen","1997.49.16302","1997-11-28","Politik, , Fundi, Gewalt, Islam, Afghanistan, Gefängnis, Innenminister, Regierung, Tod","http://www.zeit.de/1997/49/Dann_gibt_es_neue_Aktionen"
"Rettung in letzter Minute","1997.49.16303","1997-11-28","Politik, , Nordkorea, Kim Jong Il, Nordkorea, Vereinte Nationen, DDR, Nahrungsmittel, Rupert Neudeck, Bundesrepublik Deutschland, China, Pjöngjang, Bonn","http://www.zeit.de/1997/49/Rettung_in_letzter_Minute"
