"title","number","date","keywords","link"
"Die Finanzwelt vor sich selbst schützen |","1993.45.6036","1993-11-05","DIE ZEIT","http://www.zeit.de/1993/45/die-finanzwelt-vor-sich-selbst-schuetzen"
"Paul Krüger, Minister für Forschung und Technologie, ist nicht zu beneiden: Knapp bei Kasse |","1993.45.6037","1993-11-05","DIE ZEIT, Paul Krüger, Minister für Forschung und Technologie, ist nicht zu beneiden, Helmut Kohl, Forschung, Heinz Riesenhuber, Minister, CDU, Matthias Wissmann, Volker Rühe, Bundestag, CSU-Fraktion, DDR, Grundlagenforschung, Misstrauensvotum, Technologie, Volkskammer, Bonn","http://www.zeit.de/1993/45/knapp-bei-kasse"
"Extremisten unter Palästinensern und Juden setzen auf Gewalt gegen den Frieden: „Das ist erst der Anfang“ |","1993.45.6038","1993-11-05","DIE ZEIT, Extremisten unter Palästinensern und Juden setzen auf Gewalt gegen den Frieden, Jassir Arafat, Jizchak Rabin, Frieden, Gewalt, Israel, Jerusalem, Damaskus, Gaza, Oslo, Ostjerusalem, Palästina","http://www.zeit.de/1993/45/das-ist-erst-der-anfang"
"Worte der Woche |","1993.45.6039","1993-11-05","DIE ZEIT, , Edmund Stoiber, Hamas, Helmut Kohl, Heidemarie Wieczorek-Zeul, Auszeichnung, Betriebsrat, Bußgeld, David Owen, Federico Fellini, Freizeitpark, Friedhelm Farthmann, Hans Peter Stihl, Jizchak Rabin, Ratte, Sanktion, Sophia Loren, tTokyo, Tyll Necker, Walter Mondale, Nordrhein-Westfalen","http://www.zeit.de/1993/45/worte-der-woche"
"In dieser Woche hat der Kanzler die Forschungschefs geladen. Aktueller Anlaß: Der Niedergang der deutschen Hochtechnologie. Den Forschern fehlten Visionen, heißt es. Die Industrie verlangt mehr Praxisnähe. Wie gut sind wir noch?: Von Pioniergeist keine Spur |","1993.45.6040","1993-11-05","DIE ZEIT, In dieser Woche hat der Kanzler die Forschungschefs geladen. Aktueller Anlaß: Der Niedergang der deutschen Hochtechnologie. Den Forschern fehlten Visionen, heißt es. Die Industrie verlangt mehr Praxisnähe. Wie gut sind wir noch?, Heinz Riesenhuber, Industrie, Herbert Henzler, Paul Krüger, Siemens AG, Bayer 04 Leverkusen, Japan, DDR, Gentechnik, USA, Litauen, Ulm, Berlin, Heidelberg","http://www.zeit.de/1993/45/von-pioniergeist-keine-spur"
"Ist Gerry Adams, der Präsident der nordirischen Sinn-Féin-Partei, endlich zur Versöhnung bereit?: Ein Vordenker der Gewalt |","1993.45.6041","1993-11-05","DIE ZEIT, Ist Gerry Adams, der Präsident der nordirischen Sinn-Féin-Partei, endlich zur Versöhnung bereit?, Präsident, Gewalt, IRA, John Major, John Hume, Großbritannien, Nordirland, Belfast, Dublin, London","http://www.zeit.de/1993/45/ein-vordenker-der-gewalt"
"Was haben rechte Jugendliche auf einer Reise ins Land der Juden gelernt – und was nicht?: Zur Therapie nach Israel |","1993.45.6042","1993-11-05","DIE ZEIT, Was haben rechte Jugendliche auf einer Reise ins Land der Juden gelernt – und was nicht?, Israel, Reise, Jugendliche, Therapie, Buchenwald, Heino, Junge Union, Volksverhetzung, Waffen-SS, Dresden, Auschwitz, Berlin, Jerusalem","http://www.zeit.de/1993/45/zur-therapie-nach-israel"
"Zeitspiegel |","1993.45.6043","1993-11-05","DIE ZEIT, , CDU, Abschreckung, Folter, Gedichtband, Geiselnahme, Junge Union, Mord, Rowohlt Verlag, Strafe, Todesstrafe, Alexanderplatz, Bochum, Europa","http://www.zeit.de/1993/45/zeitspiegel"
"Baut Nordkorea die Bombe? Angeblich nicht, aber Pjöngjang behindert Inspektionen: Atom-Poker mit dem Paria |","1993.45.6044","1993-11-05","DIE ZEIT, Baut Nordkorea die Bombe? Angeblich nicht, aber Pjöngjang behindert Inspektionen, Bill Clinton, Hans Blix, IAEA, Nordkorea, Pjöngjang, Plutonium, Südkorea, Vereinte Nationen, Vivendi, China, Irak, Israel, MIT, Sowjetunion, Südafrika, USA, Ukraine, Washington D.C","http://www.zeit.de/1993/45/atom-poker-mit-dem-paria"
"Fehlbesetzung |","1993.45.6045","1993-11-05","DIE ZEIT, , Ehud Olmert, Teddy Kollek, Loewe, Religion, Stadt, Wahl, Israel, Jerusalem, Ostjerusalem","http://www.zeit.de/1993/45/fehlbesetzung"
"Rot-grüne Koalitionsverhandlungen in Hamburg: Bürger und Meister |","1993.45.6046","1993-11-05","DIE ZEIT, Rot-grüne Koalitionsverhandlungen in Hamburg, Hamburg, Henning Voscherau, Grüne, CDU, SPD, Bundestagswahl, Energie, Mode, Republikaner (USA), Rezession, Volksparteien, Wetter, Ökologie, Ökonomie","http://www.zeit.de/1993/45/buerger-und-meister"
"In Rußland hat Präsident Boris Jelzin das Recht auf Grundbesitz verordnet: Mit Eile in die Freiheit |","1993.45.6047","1993-11-05","DIE ZEIT, In Rußland hat Präsident Boris Jelzin das Recht auf Grundbesitz verordnet, Präsident, Recht, Russland, Boris Jelzin, Großhandel, MIT","http://www.zeit.de/1993/45/mit-eile-in-die-freiheit"
"Die Finanzwelt vor sich selbst schützen |","1993.45.6048","1993-11-05","DIE ZEIT","http://www.zeit.de/1993/45/die-finanzwelt-vor-sich-selbst-schuetzen"
"Papierindustrie: Das umweltfreundlichste Zellstoffwerk der Welt steht vor dem Aus: Kahlschlag in Kelheim |","1993.45.6049","1993-11-05","DIE ZEIT, Papierindustrie: Das umweltfreundlichste Zellstoffwerk der Welt steht vor dem Aus, Greenpeace, Bundesverband der Deutschen Industrie, Konkurs, München, Regensburg","http://www.zeit.de/1993/45/kahlschlag-in-kelheim"
"Autoindustrie: Mit drastischem Personalabbau reagiert die Branche auf die anhaltende Absatzflaute. Der Kampf um den Kunden wird noch härter: Der Preis ist heiß |","1993.45.6050","1993-11-05","DIE ZEIT, Autoindustrie: Mit drastischem Personalabbau reagiert die Branche auf die anhaltende Absatzflaute. Der Kampf um den Kunden wird noch härter, Gerhard Schröder, VW, BMW, Ferdinand Piëch, Ford, Helmut Werner, José Ignacio López, Jürgen Hubbert, Mercedes, Mercedes-Benz, Opel, Personalabbau, Auto, MIT, Europa, Eisenach, Niedersachsen, Westeuropa, Wolfsburg","http://www.zeit.de/1993/45/der-preis-ist-heiss"
