"title","number","date","keywords","link"
"Kino im Fieber: „Die Bartholomäusnacht“ von Patrice Chéreau: Ein langer Film über das Töten |","1994.40.7337","1994-09-30","DIE ZEIT, Kino im Fieber: „Die Bartholomäusnacht“ von Patrice Chéreau","http://www.zeit.de/1994/40/ein-langer-film-ueber-das-toeten"
"Lam und teuer |","1994.40.7338","1994-09-30","DIE ZEIT, , Leo Kirch, Bernd Kundrun, Telekom, Franz Beckenbauer, Bertelsmann AG, Claudia Schiffer, PayTV, Sender, Frankreich, Großbritannien, Brüssel, Hamburg","http://www.zeit.de/1994/40/lam-und-teuer"
"Haushalt: Bei der Verwertung von NVA-Schrott geht das Verteidigungsministerium teure Wege: Trickserei auf der Hardthöhe |","1994.40.7339","1994-09-30","DIE ZEIT, Haushalt: Bei der Verwertung von NVA-Schrott geht das Verteidigungsministerium teure Wege, Verteidigungsministerium, Theo Waigel, Jörg Schönbohm, Volker Rühe, Bundesrechnungshof, Finanzminister, Verteidigungsminister","http://www.zeit.de/1994/40/trickserei-auf-der-hardthoehe"
"Die Angst des Zeugen vor der Rache: Hilfe tut not: Aussage per Video |","1994.40.7340","1994-09-30","DIE ZEIT, Die Angst des Zeugen vor der Rache: Hilfe tut not, Gericht, Polizei, S-Bahn, Straftäter, Video, Überfall, Alaska, Hawaii, Nordrhein-Westfalen","http://www.zeit.de/1994/40/aussage-per-video"
"Beim Treffen der Außenminister von EU und Asean triumphierte das asiatische Selbstbewußtsein: Werte. Werte? |","1994.40.7341","1994-09-30","DIE ZEIT, Beim Treffen der Außenminister von EU und Asean triumphierte das asiatische Selbstbewußtsein, Außenminister, Europäische Union, Klaus Kinkel, Europäische Union, Abholzung, Beziehung, Regenwald, Selbstbewusstsein, ASEAN, Indonesien, Portugal, USA, Asien, Karlsruhe, Europa, Manila, Singapur, Südostasien","http://www.zeit.de/1994/40/werte-werte"
"Mit ihren Ideen über die Zukunft der EU hat die CDU/CSU-Fraktion Unruhe bei den Partnern ausgelöst. Anlaß zur Sorge über deutsche Unberechenbarkeiten?: Vor Großspurigkeit wird gewarnt |","1994.40.7342","1994-09-30","DIE ZEIT, Mit ihren Ideen über die Zukunft der EU hat die CDU/CSU-Fraktion Unruhe bei den Partnern ausgelöst. Anlaß zur Sorge über deutsche Unberechenbarkeiten?, Wolfgang Schäuble, Europäische Union, CDU, François Mitterrand, Winston Churchill, Europäische Union, EWG, Polen, Außenpolitik, Bundestag, Frankreich, Integration, Italien, Russland, Dänemark, England, Europa, MIT, Ungarn, Österreich, Maastricht, Rom","http://www.zeit.de/1994/40/vor-grossspurigkeit-wird-gewarnt"
"Präsident Bill Clinton steht mit seiner Haiti-Intervention weiterhin im Kreuzfeuer der Kritik. Auch den Kongreß kann er nicht hinter sich bringen: Ende einer Supermacht? |","1994.40.7343","1994-09-30","DIE ZEIT, Präsident Bill Clinton steht mit seiner Haiti-Intervention weiterhin im Kreuzfeuer der Kritik. Auch den Kongreß kann er nicht hinter sich bringen, Präsident, Jimmy Carter, Henry Kissinger, Haiti, Außenpolitik, Blauhelm, Bill Clinton, Washington Post, Kuba, MIT, Russland, USA, Port-au-Prince, Washington D.C","http://www.zeit.de/1994/40/ende-einer-supermacht"
"Wie die westdeutsche Mediengesellschaft die Demonstrationen gegen den SED-Staat beeinflußt hat: Die Macht der Bilder |","1994.40.7344","1994-09-30","DIE ZEIT, Wie die westdeutsche Mediengesellschaft die Demonstrationen gegen den SED-Staat beeinflußt hat, Jens Reich, DDR, Václav Havel, Berlin, Bonn, Budapest, Leipzig, Peking, Prag","http://www.zeit.de/1994/40/die-macht-der-bilder"
"Wolfgang Ebert: Arm dran |","1994.40.7345","1994-09-30","DIE ZEIT, Wolfgang Ebert, CDU, SPD, Fleisch, Information, Patriotismus, Stadt, Wolfgang Ebert","http://www.zeit.de/1994/40/arm-dran"
"Sarajevo hat wieder Strom und Wasser. Aber seine Zukunft ist düster, weil die Uno zu schwach ist: Das Ende der Scheinblüte |","1994.40.7346","1994-09-30","DIE ZEIT, Sarajevo hat wieder Strom und Wasser. Aber seine Zukunft ist düster, weil die Uno zu schwach ist, Strom, Sarajevo, Blauhelm, Bosnien und Herzegowina, Rose, UNHCR, UN, Vereinte Nationen, Jugoslawien, London, Zagreb","http://www.zeit.de/1994/40/das-ende-der-scheinbluete"
"Die absolute Mehrheit in Bayern ist für die CSU die Meßlatte bei der Bundestagswahl: Die Nervosität der Sieger |","1994.40.7347","1994-09-30","DIE ZEIT, Die absolute Mehrheit in Bayern ist für die CSU die Meßlatte bei der Bundestagswahl, Edmund Stoiber, Bayern, CSU, Renate Schmidt, SPD, Bundestagswahl, FDP, Rudolf Scharping, Ausdauer, Landtag, Superwahljahr, Volksabstimmung, Bonn, München, Rom","http://www.zeit.de/1994/40/die-nervositaet-der-sieger"
