"title","number","date","keywords","link"
"Niederlande: Populismus ist Käse","2010.23.50588","2010-06-08","Politik, Niederlande, Niederlande, Populismus, Politische_rechte, Wahlkampf, Geert Wilders, Pim Fortuyn, Niederlande, Käse, Theo van Gogh, Populismus, Mord, Moschee, Umfrage, Amsterdam, Rotterdam, Neukölln, New York, Niedersachsen","http://www.zeit.de/2010/23/Niederlande-Populismus"
"Söldner in Afghanistan: Schmarotzer des Krieges","2010.23.50589","2010-06-06","Politik, Söldner in Afghanistan, Afghanistan, Soeldner, Afghanistan, Bill Clinton, Irak, Söldner, UN-Sicherheitsrat, Bundeswehrsoldat, Krieg, Somalia, Streitkräfte, USA, Wehrdienst, Pakistan, Blackwater, Montreux, Nordrhein-Westfalen, Pretoria, Washington D.C","http://www.zeit.de/2010/23/P-oped-Gewalt-privatisiert"
"Italien: Vom Boss enterbt","2010.23.50590","2010-06-04","Politik, Italien, Italien, Politiker, Silvio Berlusconi, Italien, Gianfranco Fini, Boss, CDU, Katholische Kirche, Israel, Auschwitz","http://www.zeit.de/2010/23/Gianfranco-Fini-Portraet"
"Interview: Alle zerren an dir","2010.23.50591","2010-06-03","Politik, Interview, Verkehrspolitik, Transport_und_Verkehr, Minister, Ramsauer-peter, Vulkan, Aschewolke, Peter Ramsauer, Lufthansa, Franz Josef Strauß, Aschewolke, Flugverbot, Frankreich, Jürgen Weber, Verkehrsminister, USA, Österreich, Bayern, Berchtesgaden, Berlin, Innsbruck, London, Salzburg, Stuttgart, Zürich","http://www.zeit.de/2010/23/Ramsauer-Interview"
"Wirtschaftskrise: Konfuzius contra Krise","2010.23.50592","2010-06-02","Politik, Wirtschaftskrise, Kultur, Konjunktur, Wirtschaft_und_Konjunktur, Religion, Samuel Huntington, Wirtschaftskrise, Karl Marx, Aristoteles, Ethik, Islam, Kaiserreich, Konfuzius, Protestantismus, Religion, IPhone, China, England, Frankreich, Russland, Konfuzianismus, Moskau","http://www.zeit.de/2010/23/P-Zeitgeist-23"
"Rücktritt Horst Köhler: Pflicht vergessen","2010.23.50593","2010-06-01","Politik, Rücktritt Horst Köhler, Bundespraesident, Koehler-horst, Walter Scheel, Horst Köhler, Gustav Heinemann, Jürgen Trittin, Bundesregierung, Helmut Kohl, Richard Freiherr von Weizsäcker, SPD, Willy Brandt, Bundespräsident, Bundestagswahlkampf, Direktwahl, Gedenkfeier, Präsident, Präsidentschaft, Staatsoberhaupt, Israel, Bonn, München","http://www.zeit.de/2010/23/Bundespraesident-Pflicht"
"DGB Sachsen: Auf in den Konsens","2010.23.50594","2010-06-01","Politik, DGB Sachsen, Sachsen, Gewerkschaft, Politiker, Stanislaw Tillich, Sachsen, CDU, DGB, SPD, Hartz IV, Ver.di, DDR, Die Linke, Betriebsrat, Demografie, Rechtsradikalismus, Dresden, Leipzig, Sachsen-Anhalt, Stuttgart","http://www.zeit.de/2010/23/S-DGB-Iris-Kloppich"
"Österreich: Kassenwart, was nun?","2010.23.50595","2010-06-02","Politik, Österreich, Regierung, Koalition, Oesterreich, ÖVP, SPÖ, Europäische Union, Mineralölsteuer, Populismus, Regierung, Verkehrsminister, Vizekanzler, Wahlkampf, Griechenland, Großbritannien, Italien, Spanien, Österreich, Europa","http://www.zeit.de/2010/23/A-Haupttext"
"Ölpest: Wir Öl-Junkies","2010.23.50596","2010-06-03","Politik, Ölpest, Usa, Oelpest, Mineraloelprodukt, Fossile_energie, Energiepolitik, Energiewirtschaft, BP, Bank, Bohrinsel, Finanzkrise, Finanzmarkt, Geld, Golf, Kapitalismus, Katastrophe, Kredit, Mexiko, Raffinerie, Rohstoff, Umsatz, Unternehmen, Wertpapierhandel, Wirtschaftswachstum, Ölpreis, Berlin","http://www.zeit.de/2010/23/P-Meinungsleiter-Oelpest"
"Peter Gauweiler: Ein großes Glück, dass ich so früh gestürzt wurde","2010.23.50597","2010-06-03","Politik, Peter Gauweiler, Politik, Politiker, Csu, Minister, Peter Gauweiler, BMW, Franz Josef Strauß, Aggression, Ethik, Nachfolge, Umweltminister, Aufklärung, Debatte, Krieg, Staatssekretär, Bogenhausen","http://www.zeit.de/2010/23/Rettung-Peter-Gauweiler"
