"title","number","date","keywords","link"
"Der Fall der „Sechs von Birmingham“: Sand im Getriebe der Justiz |","1990.15.424","1990-04-06","DIE ZEIT, Der Fall der „Sechs von Birmingham“, Margaret Thatcher, Justiz, Tony Benn, Großbritannien, Innenministerium, Charles J.  Haughey, Dokumentarfilm, Gaststätte, Misshandlung, Polizei, Roy Jenkins, Birmingham, Granada, Belfast, Gibraltar, London","http://www.zeit.de/1990/15/sand-im-getriebe-der-justiz"
"Ein Nachruf auf Bischof Kurt Scharf: Furchtlos und mit aufrechtem Gang |","1990.15.425","1990-04-06","DIE ZEIT, Ein Nachruf auf Bischof Kurt Scharf, Kurt Scharf, Bischof, Jesus, Rudi Dutschke, Ulrike Meinhof, DDR, Friedensbewegung, Glaube, Heinrich Albertz, Israel, MIT, Polen, Sowjetunion, Berlin","http://www.zeit.de/1990/15/furchtlos-und-mit-aufrechtem-gang"
"Wahlen in Zimbabwe: Dämpfer für Mugabe |","1990.15.426","1990-04-06","DIE ZEIT, Wahlen in Zimbabwe, Allianz, Bodenreform, Direktwahl, Luxusartikel","http://www.zeit.de/1990/15/daempfer-fuer-mugabe"
"Königswinter in Cambridge: Zum vierzigsten Mal diskutierten Briten und Deutsche über Wege in die Zukunft: Die Lady läßt sich nicht erweichen |","1990.15.427","1990-04-06","DIE ZEIT, Königswinter in Cambridge: Zum vierzigsten Mal diskutierten Briten und Deutsche über Wege in die Zukunft, Helmut Kohl, Margaret Thatcher, Michael Heseltine, Edward Heath, Europäische Gemeinschaft, Europäische Währungsunion, Theo Sommer, DDR, Europapolitik, Harvard University, Premierminister, Cambridge, England, Europa, Bonn, Osteuropa, Dublin, Ural","http://www.zeit.de/1990/15/die-lady-laesst-sich-nicht-erweichen"
"Irakische Drohungen gegen Israel: Revanche mit chemischen Waffen |","1990.15.428","1990-04-06","DIE ZEIT, Irakische Drohungen gegen Israel, Israel, Irak, Atombombe, Bürokratie, Geheimdienst, Golfkrieg, Jizchak Rabin, Präsident, Religionsfreiheit, Bagdad, Großbritannien, Iran, MIT, Sowjetunion, London, Amman, Jerusalem, Osteuropa, Washington D.C","http://www.zeit.de/1990/15/revanche-mit-chemischen-waffen"
"Nachlese: Wahl des Wehrbeauftragten: Postenschacher |","1990.15.429","1990-04-06","DIE ZEIT, Nachlese: Wahl des Wehrbeauftragten, Wahl, FDP, SPD, Alfred Dregger, Bundeswehr, Generalbundesanwalt, Parlament, Plenum, Soldat, Wehrbeauftragter","http://www.zeit.de/1990/15/postenschacher"
"Öffentlicher Dienst in der DDR: Besser in der Produktion |","1990.15.430","1990-04-06","DIE ZEIT, Öffentlicher Dienst in der DDR, DDR, Produktion, Diktatur, Richter, Übernahme, Bonn","http://www.zeit.de/1990/15/besser-in-der-produktion"
"Worte der Woche |","1990.15.431","1990-04-06","DIE ZEIT, , Michail Gorbatschow, Oskar Lafontaine, Stefan Heym, Bischof, Bundeskanzler, DDR, Evolution, Ibrahim Böhme, Karl August, Lothar de Maizière, Minderheit, Ministerpräsident, Norbert Gansel, Revolution, Schriftsteller, Vernunft, Vytautas Landsbergis","http://www.zeit.de/1990/15/worte-der-woche"
"Kohls Lavieren in der Grenzfrage und die Aussicht auf eine Vereinigung der DDR und der Bundesrepublik haben in Polen die Angst vor den Deutschen wieder aufleben lassen.: Geprägt von Krieg und Geschichte |","1990.15.432","1990-04-06","DIE ZEIT, Kohls Lavieren in der Grenzfrage und die Aussicht auf eine Vereinigung der DDR und der Bundesrepublik haben in Polen die Angst vor den Deutschen wieder aufleben lassen., Helmut Kohl, DDR, Geschichte, Krieg, Polen, Tadeusz Mazowiecki, Bronis?aw Geremek, Innenministerium , Solidarnosc, Ungarn, Europa, Sowjetunion, Tschechoslowakei, Warschau","http://www.zeit.de/1990/15/gepraegt-von-krieg-und-geschichte"
"Nach den kommunistischen Parteien Osteuropas steht auch die KPdSU vor dem Auseinanderbrechen. Was sagen die Verantwortlichen im Moskauer Zentralkomitee zur Lage?: „Der liebe Herrgott hat uns nichts versprochen“ |","1990.15.433","1990-04-06","DIE ZEIT, Nach den kommunistischen Parteien Osteuropas steht auch die KPdSU vor dem Auseinanderbrechen. Was sagen die Verantwortlichen im Moskauer Zentralkomitee zur Lage?, Michail Gorbatschow, Liebe, Jegor Ligatschow, Kommunistische Partei, Osteuropa, Parteitag, Kommunismus, Litauen, Russland, Sowjetunion, Sozialdemokratie, Osteuropa","http://www.zeit.de/1990/15/der-liebe-herrgott-hat-uns-nichts-versprochen"
