"title","number","date","keywords","link"
"Strafe für DDR-Spione?: Nicht anders, nur besser |","1991.43.2993","1991-10-18","DIE ZEIT, Strafe für DDR-Spione?, Markus Wolf, Strafe, Bundesnachrichtendienst, Frankfurter Buchmesse, Bundesgerichtshof, DDR, Strafverfolgung, Österreich, Berlin, Köln, München, Wien","http://www.zeit.de/1991/43/nicht-anders-nur-besser"
"Weltbühne: Blockade – und danach? |","1991.43.2994","1991-10-18","DIE ZEIT, Weltbühne, Jean Bertrand Aristide, Haiti, Drogenhandel, Exil, Handwerk, Intervention, Präsident, Putsch, Jamaika, Kuba, Venezuela, Europa, Grenada, Karibik, Port-au-Prince, Santo Domingo, Südamerika, Washington D.C","http://www.zeit.de/1991/43/blockade-und-danach"
"Rückblick: Ampelkoalition in Bremen?: Staus und Hupkonzerte |","1991.43.2995","1991-10-18","DIE ZEIT, Rückblick: Ampelkoalition in Bremen?, FDP, Grüne, Klaus Wedemeier, Bundesrat, Regierung, Brandenburg, Bremen, Bremerhaven","http://www.zeit.de/1991/43/staus-und-hupkonzerte"
"Friedensnobelpreis: Heldin eines betrogenen Volkes |","1991.43.2996","1991-10-18","DIE ZEIT, Friedensnobelpreis, Aung San Suu Kyi, Friedensnobelpreis, Myanmar, Opposition, Vereinte Nationen, Weltbank, Indien, Tibet, Delhi, Oslo, Oxford","http://www.zeit.de/1991/43/heldin-des-betrogenen-volkes"
"Die Länder Mitteleuropas haben ihre Freiheit wiedergewonnen. Aber die Hoffnungen auf schnellen Wohlstand haben sich nicht erfüllt. In einer dreiteiligen Serie schildert ZEIT-Autor Jochen Steinmayr die Krise in der Tschechoslowakei, in Polen und Ungarn.: Die Sonntagskinder des Umbruchs |","1991.43.2997","1991-10-18","DIE ZEIT, Die Länder Mitteleuropas haben ihre Freiheit wiedergewonnen. Aber die Hoffnungen auf schnellen Wohlstand haben sich nicht erfüllt. In einer dreiteiligen Serie schildert ZEIT-Autor Jochen Steinmayr die Krise in der Tschechoslowakei, in Polen und Ungarn., Polen, Václav Havel, DDR, Loewe, Ungarn, Mitteleuropat , Mongolei, Rumänien, Tschechoslowakei, Mitteleuropa, Prag, Warschau","http://www.zeit.de/1991/43/die-sonntagskinder-des-umbruchs"
"Parlamentswahlen am Bosporus: Die Rückkehr der alten Krokodile |","1991.43.2998","1991-10-18","DIE ZEIT, Parlamentswahlen am Bosporus, Bülent Ecevit, Turgut Özal, Militär, Mustafa Kemal Atatürk, Bosporus, Istanbul, Sowjetunion, Türkei","http://www.zeit.de/1991/43/die-rueckkehr-der-alten-krokodile"
"Am Dienstagabend bestätigte der US-Senat Clarence Thomas als Richter am Obersten Gerichtshof. Gebannt hatte Amerika zuvor ein Verfahren verfolgt, bei dem am Ende die Gesellschaft selbst und ihre höchsten politischen Repräsentanten auf der Anklagebank saßen.: Zwei schworen, einer log |","1991.43.2999","1991-10-18","DIE ZEIT, Am Dienstagabend bestätigte der US-Senat Clarence Thomas als Richter am Obersten Gerichtshof. Gebannt hatte Amerika zuvor ein Verfahren verfolgt, bei dem am Ende die Gesellschaft selbst und ihre höchsten politischen Repräsentanten auf der Anklagebank saßen., George W.  Bush, USA, Richter, Ronald Reagan, Bildungsministerium, Hautfarbe, Rassismus, US-Senat, USA, Cambridge, New York, Washington D.C","http://www.zeit.de/1991/43/zwei-schworen-einer-log"
"Südafrikas steiniger Weg in die Demokratie: Die Gesetze der Apartheid sind aufgehoben worden, ihr Geist aber wirkt fort.: Zeit der Gewalt |","1991.43.3000","1991-10-18","DIE ZEIT, Südafrikas steiniger Weg in die Demokratie: Die Gesetze der Apartheid sind aufgehoben worden, ihr Geist aber wirkt fort., Nelson Mandela, Gewalt, Apartheid, ANC, Südafrika, Johannesburg, Pretoria","http://www.zeit.de/1991/43/zeit-der-gewalt"
"Unehrlich und doppelzüngig – die Asyldebatte in Bonn: Ein Gesetz aus dem Zylinder |","1991.43.3001","1991-10-18","DIE ZEIT, Unehrlich und doppelzüngig – die Asyldebatte in Bonn, Helmut Kohl, Wolfgang Schäuble, Bonn, FDP, SPD, Björn Engholm, Burkhard Hirsch, CDU, Klaus Kinkel, Volker Rühe, Asylrecht, CSU-Fraktion, Innenminister, Rumänien, Türkei, Jugoslawien, Sri Lanka, Europa","http://www.zeit.de/1991/43/ein-gesetz-aus-dem-zylinder"
"Der ägyptische Präsident auf Besuch in Deutschland: „Mit Saddam kann ich nie mehr reden“ |","1991.43.3002","1991-10-18","DIE ZEIT, Der ägyptische Präsident auf Besuch in Deutschland, Präsident, Hosni Mubarak, Saddam Hussein, Jassir Arafat, Izchak Schamir, James Baker, Europäische Gemeinschaft, Ägypten, Golfkrieg, Konflikt, Palästinenser, Syrien, Sowjetunion, USA, Jerusalem, Buenos Aires, Camp David, Europa, Kairo, Kuwait","http://www.zeit.de/1991/43/mit-saddam-kann-ich-nie-mehr-reden"
"Worte der Woche |","1991.43.3003","1991-10-18","DIE ZEIT, , Helmut Kohl, Wolfgang Schäuble, Erich Honecker, Grüne, Michail Gorbatschow, Boris Jelzin, Fidel Castro, Rita Süssmuth, Wolfgang Thierse, Angelika Beer, Aufsteiger, Bundestagspräsident, DDR, Edward Kennedy, Kapitalismus, Margot Honecker, Markus Wolf, Sowjetunion","http://www.zeit.de/1991/43/worte-der-woche"
"Nachlese: Wahlen in Bulgarien: Ironie der Geschichte |","1991.43.3004","1991-10-18","DIE ZEIT, Nachlese: Wahlen in Bulgarien, Geschichte, Grüne, Bulgarien, Demokratisierung, Eigentum, Kommunistische Partei, Parlamentswahl, Vizepräsident, Wahlkampf, Russland, Sowjetunion","http://www.zeit.de/1991/43/ironie-der-geschichte"
"Bonner Bühne: Die Rache des Kanzlers |","1991.43.3005","1991-10-18","DIE ZEIT, Bonner Bühne, Konrad Weiß, Bühne, CDU, FDP, Hans Modrow, Michail Gorbatschow, Heinrich Lummer, PDS, Parlament, Werner Schulz, Sowjetunion, USA, Moskau, Washington D.C., Weimar","http://www.zeit.de/1991/43/die-rache-des-kanzlers"
"Selbstherrliche Machtspielchen |","1991.43.3006","1991-10-18","DIE ZEIT, , Grüne, Abmahnung, Betriebsrat, Bundestagsfraktion, Erpressung, Frauenbeauftragte, Jagd, Nötigung, Studie, USA, Bonn","http://www.zeit.de/1991/43/selbstherrliche-machtspielchen"
"Ben Witter: Angetippt |","1991.43.3007","1991-10-18","DIE ZEIT, Ben Witter, Arbeit, Ben Witter, Elbe, Oder, Ostberlin","http://www.zeit.de/1991/43/angetippt"
"Der Prozeß gegen Mauerschützen in Berlin: Mutmaßungen über Grenzer |","1991.43.3008","1991-10-18","DIE ZEIT, Der Prozeß gegen Mauerschützen in Berlin, Berlin, Michail Gorbatschow, Willy Brandt, Prozess, Rolf Bossi, Egon Bahr, Auswärtiges Amt, Rechtsanwalt, Richter, Steffen Ufer","http://www.zeit.de/1991/43/mutmassungen-ueber-grenzer"
"Spiele der Aussöhnung |","1991.43.3009","1991-10-18","DIE ZEIT, , Jimmy Carter, Zbigniew Brzezinski, Bewerbung, Hauptstadt, Olympia, Polen, Berlin, Nordkorea, Warschau, Europa, Moskau, Seoul, Washington D.C","http://www.zeit.de/1991/43/spiele-der-aussoehnung"
"Zeitspiegel |","1991.43.3010","1991-10-18","DIE ZEIT, , Bahnhof, Dan Quayle, Visum, Vizepräsident, Elfenbeinküste, Washington D.C","http://www.zeit.de/1991/43/zeitspiegel"
"Sprechen Sie Deutsch? |","1991.43.3011","1991-10-18","DIE ZEIT, , Marion Gräfin Dönhoff, Deutschunterricht, Erwachsene, Gehalt, Goethe-Institut, Grundschule, Gymnasium, Krankenversicherung, Lehrer, Polen, Schulleiter, Schüler, Europa","http://www.zeit.de/1991/43/sprechen-sie-deutsch"
"Rendezvous beim Pharao |","1991.43.3012","1991-10-18","DIE ZEIT, , Hosni Mubarak, James Baker, Muammar al-Gaddafi, Pharao, Musikgruppe, Ägypten, Oman, Syrien, Kairo, Damaskus, Jerusalem, Kuwait, Nil, Tripolis","http://www.zeit.de/1991/43/rendezvous-beim-pharao"
"Nordafrika: „Wir sind keine Bittsteller“ |","1991.43.3013","1991-10-18","DIE ZEIT, Nordafrika, Algerien, Nordafrika, Demokratie, Marokko, Sozialstruktur, Tunesien, Europa, Osteuropa","http://www.zeit.de/1991/43/wir-sind-keine-bittsteller"
"Schweden: Das Modell lebt |","1991.43.3014","1991-10-18","DIE ZEIT, Schweden, Carl Bildt, Schweden, Arbeitsbeschaffungsmaßnahme, Arbeitslosigkeit, Arbeitsvermittlung, Erbschaftsteuer, Finanzminister, Fonds, Kinderbetreuung, Mehrwertsteuer, Regierung, Regierungserklärung, Vermögensteuer, Wohlfahrtsstaat","http://www.zeit.de/1991/43/das-modell-lebt"
"Nobelpreis an Ronald H. Coase: Forscher am Marktrand |","1991.43.3015","1991-10-18","DIE ZEIT, Nobelpreis an Ronald H. Coase, Nobelpreis, Wirtschaftspolitik, Intervention, Pflanze, Sauerland, Ökonomie, Handel, Steuer","http://www.zeit.de/1991/43/forscher-am-marktrand"
"AEG-Olympia: Rosinenpicker ohne Skrupel |","1991.43.3016","1991-10-18","DIE ZEIT, AEG-Olympia, Airbus, AEG, Bundesanstalt für Arbeit, Edzard Reuter, Herbert Ehrenberg, Mercedes-Benz, Arbeitnehmer, Dasa, MBB, Wilhelmshaven, Baden-Württemberg, Bayern, Bonn, Hessen, München, Niedersachsen","http://www.zeit.de/1991/43/rosinenpicker-ohne-skrupel"
"Thomas Hanke:: Vergeblich nach Bangkok |","1991.43.3017","1991-10-18","DIE ZEIT, Thomas Hanke:, Bangkok, Bundesregierung, Entwicklungsland, Sowjetunion, Weltbank, Thailand, Europa, Moskau","http://www.zeit.de/1991/43/vergeblich-nach-bangkok"
"Bonner Kulisse |","1991.43.3018","1991-10-18","DIE ZEIT, , Wolfgang Schäuble, Hans-Dietrich Genscher, Theo Waigel, Bundesregierung, FDP, George W.  Bush, Günther Krause, Etat, Flughafen, Horst Waffenschmidt, Izchak Schamir, Luftverkehr, Siedlungspolitik, Sowjetunion, Vereinte Nationen, Verkehrsminister, Vermarktung, Vollversammlung, Israel, Berlin, Bonn, Mecklenburg-Vorpommern, Washington D.C., Westjordanland","http://www.zeit.de/1991/43/bonner-kulisse"
"Wertpapierbörsen: Ehrgeiz der Provinzler |","1991.43.3019","1991-10-18","DIE ZEIT, Wertpapierbörsen, Dresdner Bank, Frankfurter Börse, Bundesanleihe, Börsenaufsicht, Finanzmarkt, Friedrich Wilhelm Christians, Handel, Wertpapierhandel, England, London, Wertpapierhandel, Bremen, Europa, Glasgow, Hannover, Manchester, München, Paris, Stuttgart","http://www.zeit.de/1991/43/ehrgeiz-der-provinzler"
"Pharmaskandal: Krank auf Rezept |","1991.43.3020","1991-10-18","DIE ZEIT, Pharmaskandal, Fresenius, Ass, Japan, Minnesota, Wirkstoff, Schweiz, Berlin, Freiburg, Oregon, Tübingen","http://www.zeit.de/1991/43/krank-auf-rezept"
"Südafrika: Aus dem Abseits an die Spitze |","1991.43.3021","1991-10-18","DIE ZEIT, Südafrika, Südafrika, Toyota, Shell AG, Verkehrsministerium, Botsuana, Mosambik, Namibia, Sambia, Johannesburg, Lesotho, Pretoria, Swasiland","http://www.zeit.de/1991/43/aus-dem-abseits-an-die-spitze"
"Rätsel um Hoesch |","1991.43.3022","1991-10-18","DIE ZEIT, , Rätsel, BASF, Dax, Aktie, Aktienindex, Aktienmarkt, Anleihe, Bank, Gewinn, Versicherung, Übernahme, Hoesch, Unternehmen","http://www.zeit.de/1991/43/raetsel-um-hoesch"
"Daimler/Mitsubishi: Der lange Abschied |","1991.43.3023","1991-10-18","DIE ZEIT, Daimler/Mitsubishi, Edzard Reuter, Chrysler, Volvo, DDR, Asien, Singapur, Washington D.C","http://www.zeit.de/1991/43/der-lange-abschied"
"Am 27. Oktober wählen die Polen ein neues Parlament Ihr Zorn über die bisherige Wirtschaftspolitik ist groß.: Reform ohne Solidarität |","1991.43.3024","1991-10-18","DIE ZEIT, Am 27. Oktober wählen die Polen ein neues Parlament Ihr Zorn über die bisherige Wirtschaftspolitik ist groß., Polen, Wirtschaftspolitik, Leszek Balcerowicz, Parlament, Solidarität, Dividende, Jeffrey Sachs, Kommunistische Partei, Leistungsbilanz, Reform, Sowjetunion, Warschau","http://www.zeit.de/1991/43/reform-ohne-solidaritaet"
"Mit kleinen Raten zum großen Geld |","1991.43.3025","1991-10-18","DIE ZEIT, , Geld, Erwerbsunfähigkeit, Investmentfonds, Kindergeld, Versicherung, MIT","http://www.zeit.de/1991/43/mit-kleinen-raten-zum-grossen-geld"
"Wohnungsmarkt: Die blanke Not |","1991.43.3026","1991-10-18","DIE ZEIT, Wohnungsmarkt, Sony, Hoechst AG, Jochen Dieckmann, Berlin, Europa, München, Stuttgart","http://www.zeit.de/1991/43/die-blanke-not"
"Rudolf Engen: Eurostyle |","1991.43.3027","1991-10-18","DIE ZEIT, Rudolf Engen, EMMA, Auto, Binnenmarkt, Bundesaußenminister, Marketing, Werbung, Europa, Oder","http://www.zeit.de/1991/43/eurostyle"
