"title","number","date","keywords","link"
"Ein neues Gesetz soll endlich die Begehrlichkeit der Parteien eindämmen: Weniger Geld vom Staat |","1993.40.5893","1993-10-01","DIE ZEIT, Ein neues Gesetz soll endlich die Begehrlichkeit der Parteien eindämmen, Grüne, SPD, CDU, CSU, FDP, Geld, Peter Struck, SPD-Fraktion, Bundestag, PDS, Richard Freiherr von Weizsäcker, Bonn, Karlsruhe","http://www.zeit.de/1993/40/weniger-geld-vom-staat"
"Hetzen die Medien Regierungen in militärische Abenteuer?: Macht der Bilder |","1993.40.5894","1993-10-01","DIE ZEIT, Hetzen die Medien Regierungen in militärische Abenteuer?, Medien, CNN, Berichterstattung, Emotion, Flugverbot, Flugzeugträger, Golfkrieg, Resolution, Riff, Somalia, Bosnien und Herzegowina, Sudan, Adria, Balkan, Sarajevo","http://www.zeit.de/1993/40/macht-der-bilder"
"Zu farblos im politischen Profil, zu freundlich im Bonner Kabinett: Die FDP muß beweisen, daß sie immer noch gebraucht wird: Die Angst vor dem Alleingang |","1993.40.5895","1993-10-01","DIE ZEIT, Zu farblos im politischen Profil, zu freundlich im Bonner Kabinett: Die FDP muß beweisen, daß sie immer noch gebraucht wird, Hans-Dietrich Genscher, Helmut Kohl, FDP, Klaus Kinkel, Norbert Blüm, CDU, Otto Graf Lambsdorff, SPD, Grüne, Theo Waigel, Wolfgang Schäuble, Finanzministerium, Gerhart Baum, Bagatelldelikt, Kanzleramt, Markus Wolf, Pflegeversicherung, Sachbeschädigung, Verbrechensbekämpfung, Bonn, Brüssel","http://www.zeit.de/1993/40/die-angst-vor-dem-alleingang"
"Georgien droht im Krieg mit aufbegehrenden Minderheiten der Zerfall: Moskaus Rache |","1993.40.5896","1993-10-01","DIE ZEIT, Georgien droht im Krieg mit aufbegehrenden Minderheiten der Zerfall, Krieg, Eduard Schewardnadse, Georgien, Militär, Moskau, Armenier, Lawrentij Berija, Waffenstillstand, MIT, Türkei, Kaukasus, Schwarzes Meer, Tbilissi","http://www.zeit.de/1993/40/moskaus-rache"
"Die Postreform droht Ressortchef Wolfgang Bötsch zu entgleiten: In der Klemme |","1993.40.5897","1993-10-01","DIE ZEIT, Die Postreform droht Ressortchef Wolfgang Bötsch zu entgleiten, Telekom, Wolfgang Bötsch, Aktiengesellschaft, Dienstleistung, Europäische Gemeinschaft, Gebühr, Grundgesetz, Management, Ostdeutschland, Post, Privatisierung, Sprengsatz","http://www.zeit.de/1993/40/in-der-klemme"
"Luftverkehr: Das neue Abkommen mit Amerika hilft der Lufthansa – doch retten muß sie sich selbst: Allianz der Verlierer |","1993.40.5898","1993-10-01","DIE ZEIT, Luftverkehr: Das neue Abkommen mit Amerika hilft der Lufthansa – doch retten muß sie sich selbst, USA, Lufthansa, Matthias Wissmann, Allianz, Jürgen Weber, Continental, Federico Pena, USA, Varig, England, MIT, Bonn","http://www.zeit.de/1993/40/allianz-der-verlierer"
"Schweden: Die bürgerliche Regierung greift auf die sozialdemokratische Arbeitsmarktpolitik zurück: Gegen den Trend |","1993.40.5899","1993-10-01","DIE ZEIT, Schweden: Die bürgerliche Regierung greift auf die sozialdemokratische Arbeitsmarktpolitik zurück, Bundesbank, Regierung, Arbeitsamt, Arbeitsmarktpolitik, Bundesanstalt für Arbeit, OECD, Schweden, Arbeitsbeschaffungsmaßnahme, Arbeitslosigkeit, Carl Bildt, Inflation, Ingvar Carlsson, Rezession, Paris","http://www.zeit.de/1993/40/gegen-den-trend"
"Markt-Report: Politische Aktienkurse |","1993.40.5900","1993-10-01","DIE ZEIT, Markt-Report, Boris Jelzin, Aktie, Aktienmarkt, Arbeitgeber, Umsatz, Aktienkurse, USA","http://www.zeit.de/1993/40/politische-aktienkurse"
"Börse: An der Schwelle zum Oktober haben die Crashpropheten wieder Hochkonjunktur: Stabile Konstitution |","1993.40.5901","1993-10-01","DIE ZEIT, Börse: An der Schwelle zum Oktober haben die Crashpropheten wieder Hochkonjunktur, Dax, Boris Jelzin, Aktie, Aktienmarkt, Finanzmarkt, Kapitalmarkt, US-Notenbank, Wüste","http://www.zeit.de/1993/40/stabile-konstitution"
"Das schwarze Gold aus dem Ruhrgebiet ist nicht konkurrenzfähig. Die Energieversorgung mit Importware ist billiger: Abschied in Raten |","1993.40.5902","1993-10-01","DIE ZEIT, Das schwarze Gold aus dem Ruhrgebiet ist nicht konkurrenzfähig. Die Energieversorgung mit Importware ist billiger, Gold, Energieversorgung, Ruhrgebiet, Aufsichtsrat, Australien, Essen, Europäische Gemeinschaft, Kohle, Südafrika, MIT, Niederlande, Spanien, Brüssel, Delaware, Niederrhein, Rhein, Ruhr","http://www.zeit.de/1993/40/abschied-in-raten"
"Entlassungen, Verluste, Pleiten |","1993.40.5903","1993-10-01","DIE ZEIT, , Ford, VW, BASF, BMW, General Motors, Peugeot, Siemens AG, Internationaler Währungsfonds, Michelin, Philips, Renault, Volvo, BP, Gewinn, Hoesch, Japan, Maschinenbau, Umsatz, Unternehmen, Verlust, Xerox, Europa, USA","http://www.zeit.de/1993/40/entlassungen-verluste-pleiten"
