"title","number","date","keywords","link"
"Iran: Revolutionär und Kampfsportler","2005.27.35729","2006-07-31","International, Iran, Internationale_Beziehungen, Staat, Bevoelkerung, Staatsorgane, Recht, Parlament, Opposition, Justiz, Demokratie, Vhb_Zeitgeschichte, Religion, Protest, Internationale_Beziehungen, Staat, Bevölkerung, Staatsorgane, Recht, Parlament, Opposition, Justiz, Demokratie, Zeitgeschichte, Ajatollah Said Ali Chamenei, Iran, Atombombe, Mohammed Chatami, Moschee, Ali Akbar Haschemi Rafsandschani, Taliban, China, Korruption, Teheran, USA","http://www.zeit.de/2005/27/Iran_2fWahl"
"g8-gipfel: Warum China für die G8 wichtig ist","2005.27.35730","2005-07-06","Politik, g8-gipfel","http://www.zeit.de/2005/27/chinag8"
"Naher Osten: Orange Gewalt","2005.27.35731","2005-07-06","Politik, Naher Osten, Bevoelkerung, Besatzungspolitik, Zukunft, Siedlung, Siedler, Räumung, Statistik, Palästinenser, Lebensbedingung, Israelis, Bevölkerung, Besatzungspolitik, Zukunft, Siedlung, Siedler, Räumung, Statistik, Palästinenser, Lebensbedingung","http://www.zeit.de/2005/27/gaza"
"neuwahlen 2005: Kein Spielraum","2005.27.35732","2005-07-06","Politik, neuwahlen 2005","http://www.zeit.de/2005/27/cdu_oeko"
"g8-gipfel: Make Poverty History","2005.27.35733","2005-06-30","Politik, g8-gipfel, Medien, Innenpolitik, Werbung_und_Marketing, Karriere, Internationale_Beziehungen, Image, Beruf, Aussenpolitik, Arbeit, Weltbild, Verschwörungstheorie, Tony Blair, Bob Geldof, Gordon Brown, Nelson Mandela, Paul McCartney, Allianz, Bono, Claudia Schiffer, Coldplay, Kylie Minogue, Popstar, Afrika, G-8-Gipfel, Berlin, Europa, London, Philadelphia, Schottland, Medien, Innenpolitik, Werbung und Marketing, Karriere, Internationale Beziehungen, Image, Beruf, Außenpolitik, Arbeit und Sozialstaat, Weltbild","http://www.zeit.de/2005/27/Schuldenerlass"
"UNICEF: Stilles Massensterben der Kinder","2005.27.35734","2005-01-30","Politik, UNICEF, Unicef, Bundesregierung, Dietrich Garlichs, Erdbeben, Hilfsorganisation, Katastrophe, Krankheit, Malaria, Masern, Peter Ustinov, Trinkwasser, Tsunami, Afrika, Beslan, Darfur, Schottland","http://www.zeit.de/2005/27/UNICEF"
"Irak / USA: Ansehensverlust","2005.27.35735","2005-07-06","Politik, Irak / USA, Recht, Voelkerrecht, Terrorismus, Internationale_Beziehungen, Innere_sicherheit, Innenpolitik, Häftlinge, Medien, Zivilist, Organisation, Recht, Völkerrecht, Terrorismus, Internationale Beziehungen, Innere Sicherheit, Innenpolitik, Häftlinge, Medien, Zivilist","http://www.zeit.de/2005/27/osze"
"vor dem g8: Keine Almosen für Afrika","2005.27.35736","2005-07-06","Politik, vor dem g8","http://www.zeit.de/2005/27/Af_G8"
"Neuwahl 2005: Auf holprigem Weg","2005.27.35737","2005-07-06","Politik, Neuwahl 2005","http://www.zeit.de/2005/27/vertrauen1"
"neuwahlen 2005: Merkwürdige Gruppierung","2005.27.35738","2005-07-06","Politik, neuwahlen 2005, Sozialpolitik, Arbeit, Regierung, Partei, Krise, Koalitionsvertrag, Sozialpolitik, Arbeit und Sozialstaat, Regierung, Partei, Krise","http://www.zeit.de/2005/27/spdmanifest"
"Gastfreundschaft","2005.27.35739","2005-06-30","Politik, , Arbeit, Erdöl, Gastarbeiter, Golf, Hauptstadt, Jugendliche, Regierung, Schule, Oman, Saudi Arabien","http://www.zeit.de/2005/27/Gastfreundschaft"
"iran: Kein Taliban in Teheran","2005.27.35740","2005-06-30","Politik, iran, Staat, Bevoelkerung, Staatsorgane, Recht, Parlament, Opposition, Justiz, Demokratie, Vhb_Zeitgeschichte, Religion, Protest, Iran, Taliban, Teheran, Hisbollah, UN-Sicherheitsrat, Ali Akbar Haschemi Rafsandschani, Ajatollah Said Ali Chamenei, Außenpolitik, Diplomatie, IAEA, Präsidentschaftskandidat, Uran, Afghanistan, Irak, Israel, Venezuela, Europa, Staat, Bevölkerung, Staatsorgane, Recht, Parlament, Opposition, Justiz, Demokratie, Zeitgeschichte, Religion","http://www.zeit.de/2005/27/01___leit_2_27"
