,id,qdap_value,issue,year,qdap_nword
1,22048,-0.636391628,1,2000,251
2,22049,1.04609695,1,2000,2218
3,22050,-0.368663052,1,2000,1385
4,22051,-1.657506713,1,2000,400
5,22052,-4.314150234,1,2000,719
6,22053,0.004131182,1,2000,116
7,22054,-3.908592915,1,2000,707
8,22055,-0.329065893,1,2000,480
9,22056,-3.405928723,1,2000,273
10,22057,-1.835215742,1,2000,733
11,22058,-0.344923128,1,2000,124
12,22059,-2.053244495,1,2000,1201
13,22060,-3.153831316,1,2000,291
14,22061,-3.888073949,1,2000,517
15,22062,-6.92677382,1,2000,1924
16,22063,2.886096795,1,2000,776
17,22064,-4.568113891,1,2000,800
18,22065,-2.261327898,1,2000,392
19,22066,-2.541735041,1,2000,987
20,22067,0.048140466,1,2000,282
21,22068,6.157271423,1,2000,1435
22,22069,0.432650808,1,2000,379
23,22070,-8.059628756,1,2000,1222
24,22071,-0.32737493,1,2000,930
25,22072,0.668196767,1,2000,789
26,22073,-9.071308576,1,2000,4457
27,22074,-5.805182952,1,2000,1240
28,22075,-4.298606416,1,2000,1464
29,22076,-2.600799596,1,2000,5626
30,22077,-1.950103364,1,2000,4648
31,22078,-1.840320395,1,2000,253
32,22079,-5.240245277,1,2000,839
33,22080,-3.803900646,1,2000,850
34,22081,-0.19597804,1,2000,1018
35,22082,-0.735655241,1,2000,662
36,22083,3.024610492,1,2000,1478
37,22084,-0.016686823,1,2000,659
38,22085,-0.033173694,1,2000,496
39,22086,-0.868828396,1,2000,406
40,22087,1.611761192,1,2000,1260
41,22088,-2.293366495,1,2000,728
42,22089,0,1,2000,8
43,22090,-13.89003357,1,2000,1605
44,22091,1.089816389,1,2000,1081
45,22092,-2.260410955,1,2000,1229
46,22093,-11.04579202,1,2000,1461
47,22094,0.591438086,1,2000,229
48,22095,-2.737005213,1,2000,797
49,22096,-0.723797261,1,2000,1169
50,22097,1.266682152,1,2000,99
51,22098,-1.036585542,1,2000,599
52,22099,-7.838475421,1,2000,1670
53,22100,0.03928158,1,2000,752
