"title","number","date","keywords","link"
"Brandenburg wählt am kommenden Sonntag einen neuen Landtag. Die SPD hofft auf die absolute Mehrheit: Erfolgsbilanz im Stolpe-Land |","1994.37.7233","1994-09-09","DIE ZEIT, Brandenburg wählt am kommenden Sonntag einen neuen Landtag. Die SPD hofft auf die absolute Mehrheit, Lothar Bisky, Manfred Stolpe, SPD, CDU, Brandenburg, FDP, Matthias Platzeck, Grüne, Europawahl, Landtag, Landtagswahl, PDS, Potsdam, Berlin, Cottbus, Frankfurt an der Oder, Nordrhein-Westfalen","http://www.zeit.de/1994/37/erfolgsbilanz-im-stolpe-land"
"Bayerische Richter: Die Moschee als Provokation: Infames Urteil |","1994.37.7234","1994-09-09","DIE ZEIT, Bayerische Richter: Die Moschee als Provokation, Moschee, NPD, Ausländer, Hoechst, Gericht, Grundrecht, Minarett, Richter, Volksverhetzung, München","http://www.zeit.de/1994/37/infames-urteil"
"Revolutionsfeier in Libyen: Muammar al-Ghaddafi hat kaum noch Freunde: Ein Paria wird müde |","1994.37.7235","1994-09-09","DIE ZEIT, Revolutionsfeier in Libyen: Muammar al-Ghaddafi hat kaum noch Freunde, Muammar al-Gaddafi, Libyen, Vereinte Nationen, Punk, Schiedsrichter, Algerien, USA, Europa, Komoren, Tripolis","http://www.zeit.de/1994/37/ein-paria-wird-muede"
"Eine italienische Reporterin auf der Reise durch Deutschland. Sie hörte viele Klagen und sah manchen Fortschritt: Der Sozialstaat bleibt ein Wunder |","1994.37.7236","1994-09-09","DIE ZEIT, Eine italienische Reporterin auf der Reise durch Deutschland. Sie hörte viele Klagen und sah manchen Fortschritt, Reise, CDU, Wolfgang Schäuble, Rudolf Scharping, SPD, Sozialstaat, Wunder, ABM, Bewerbungstraining, DDR, Franken, ICE, Integration, Italien, Patriotismus, Wolf Lepenies, Berlin, Bonn, Erfurt, Osteuropa, Plauen, Thüringen, Sachsen","http://www.zeit.de/1994/37/der-sozialstaat-bleibt-ein-wunder"
"Worte der Woche |","1994.37.7237","1994-09-09","DIE ZEIT, , Helmut Kohl, Rudolf Scharping, Silvio Berlusconi, Theo Waigel, Boris Becker, Boris Jelzin, IRA, John Major, Abtreibung, Erfindung, Gerry Adams, Gro Harlem Brundtland, Michael Stich, Ministerpräsident, Premierminister, Italien, Kairo, Nordirland","http://www.zeit.de/1994/37/worte-der-woche"
"Wolfgang Ebert: Letzte Warnung |","1994.37.7238","1994-09-09","DIE ZEIT, Wolfgang Ebert, CDU, SPD, Theo Waigel, Herz, PDS, Wahlkampf, Wolfgang Ebert, Ostberlin, Sachsen-Anhalt","http://www.zeit.de/1994/37/letzte-warnung"
"Nach Jahrzehnten der Feindschaft haben sich Moskau und Peking versöhnt: Ausgleich am Amur |","1994.37.7239","1994-09-09","DIE ZEIT, Nach Jahrzehnten der Feindschaft haben sich Moskau und Peking versöhnt, Moskau, Peking, Deng Xiaoping, Henry Kissinger, Jiang Zemin, Feindschaft, Theo Sommer, Allianz, China, Entspannung, Expansion, Mao Zedong, Partnerschaft, Staatsoberhaupt, Tracht, Russland, Sowjetunion, Taiwan, Vietnam","http://www.zeit.de/1994/37/ausgleich-am-amur"
"Zeitspiegel |","1994.37.7240","1994-09-09","DIE ZEIT, , John Lennon, FBI, Leonard Bernstein, Manfred Kanther, Dirigent, Einwanderung, Eltern, François Bayrou, Grundschule, Musiker, Religionsunterricht, Schuljahr, Solingen, Tourismusbranche, Überwachung, Frankreich, Kairo, Magdeburg, Nil, Rhein","http://www.zeit.de/1994/37/zeitspiegel"
"Eine Biographie enthüllt: François Mitterrand sympathisierte in seiner Jugend mit Rechtsextremen: Späte Wahrheit |","1994.37.7241","1994-09-09","DIE ZEIT, Eine Biographie enthüllt: François Mitterrand sympathisierte in seiner Jugend mit Rechtsextremen, François Mitterrand, Frankreich, Front National, Klaus Barbie, Biographie, MIT, Paris, Bordeaux, Verdun","http://www.zeit.de/1994/37/spaete-wahrheit"
"Im Sommer vor fünf Jahren traten die Schwächen und die Lähmung des SED-Regimes offen zutage. Der Bürgerrechtler Jens Reich erinnert sich, wie die Unzufriedenheit der Bevölkerung in der DDR wuchs und zur Gründung von Oppositionsgruppen führte (1. Folge): „Augen zu und Gas geben“ |","1994.37.7242","1994-09-09","DIE ZEIT, Im Sommer vor fünf Jahren traten die Schwächen und die Lähmung des SED-Regimes offen zutage. Der Bürgerrechtler Jens Reich erinnert sich, wie die Unzufriedenheit der Bevölkerung in der DDR wuchs und zur Gründung von Oppositionsgruppen führte (1. Folge), Bevölkerung, DDR, Bärbel Bohley, Gas, Robert Havemann, Sommer, Gründung, SPD, Rosa Luxemburg, Egon Krenz, Elektronika, Jens Reich, Margot Honecker, Pol Pot, Stasi, Wolfgang Templin, Ungarn, Eisenhüttenstadt","http://www.zeit.de/1994/37/augen-zu-und-gas-geben"
"Aus der Guerilla ins Ministerbüro: Intisar Wazir, Witwe des ermordeten PLO-Kämpfers Abu Dschihad: Symbol der Revolution |","1994.37.7243","1994-09-09","DIE ZEIT, Aus der Guerilla ins Ministerbüro: Intisar Wazir, Witwe des ermordeten PLO-Kämpfers Abu Dschihad, Jassir Arafat, Revolution, Guerilla, Dschihad, West Bank, Minister, Palästinenser, Gazastreifen, Syrien, Tunesien, Gaza, Amman, Gaza-Stadt, Kuwait, Tunis, Washington D.C","http://www.zeit.de/1994/37/symbol-der-revolution"
