"title","number","date","keywords","link"
"Die Menschen in Sarajevo erleiden den zweiten Kriegswinter. Unser Sonderkorrespondent schildert, wie ein bosnischer Theaterautor den Untergang der Stadt erlebt: „Wir sind so häßlich geworden“ |","1993.52.6241","1993-12-24","DIE ZEIT, Die Menschen in Sarajevo erleiden den zweiten Kriegswinter. Unser Sonderkorrespondent schildert, wie ein bosnischer Theaterautor den Untergang der Stadt erlebt, Stadt, Sarajevo, Café, Frühling, Bosnien und Herzegowina, Europa","http://www.zeit.de/1993/52/wir-sind-so-haesslich-geworden"
"Zeitspiegel: „Sir Henry“ wird achtzig |","1993.52.6242","1993-12-24","DIE ZEIT, Zeitspiegel, Henri Nannen, Willy Brandt, Außenminister, Fälschung, Justizsenator, Kunstmuseum, Ostpolitik, Protest, Sammlung, Stern, Herz, Emden, Moskau, Warschau","http://www.zeit.de/1993/52/sir-henry-wird-achtzig"
"Am vierten Advent besuchte Verteidigungsminister Rühe die Bundeswehr-Soldaten in Belet Huen. Ihr größter Weihnachtswunsch:: Bis Ostern heil nach Hause |","1993.52.6243","1993-12-24","DIE ZEIT, Am vierten Advent besuchte Verteidigungsminister Rühe die Bundeswehr-Soldaten in Belet Huen. Ihr größter Weihnachtswunsch:, Volker Rühe, Verteidigungsminister, Ostern, Bundesverteidigungsministerium, Theo Sommer, Vereinte Nationen, Advent, Somalia, Jamaika, Mogadischu, Brunnen","http://www.zeit.de/1993/52/bis-ostern-heil-nach-hause"
"Sachsen-Anhalt muß weitere Westpolitiker entlassen: Der Fußnoten-Skandal |","1993.52.6244","1993-12-24","DIE ZEIT, Sachsen-Anhalt muß weitere Westpolitiker entlassen, Christoph Bergner, FDP, CDU, SPD, Sachsen-Anhalt, Werner Münch, Alter, Bonner Innenministerium, Reinhard Höppner, Skandal, Staatssekretär, Wahlkampf, Wolfgang Böhmer, Niedersachsen, Waterloo","http://www.zeit.de/1993/52/der-fussnoten-skandal"
"Bilanz nach fünf Jahren in China: Die Fernsehkorrespondentin Gisela Mahlmann beschreibt ein Land im Umbruch, das vom Gegensatz zwischen arm und reich, von wachsender Unruhe und Kriminalität geprägt wird: Und immer noch lächelt Mao |","1993.52.6245","1993-12-24","DIE ZEIT, Bilanz nach fünf Jahren in China: Die Fernsehkorrespondentin Gisela Mahlmann beschreibt ein Land im Umbruch, das vom Gegensatz zwischen arm und reich, von wachsender Unruhe und Kriminalität geprägt wird, Kriminalität, Deng Xiaoping, China, Benetton, Hongkong, Kommunistische Partei, Korruption, Kulturrevolution, Mao Zedong, Ostasien, Mao Zedong, Peking, Sowjetunion, Südkorea, Taiwan, USA, Singapur, Südostasien","http://www.zeit.de/1993/52/und-immer-noch-laechelt-mao"
"Worte der Woche |","1993.52.6246","1993-12-24","DIE ZEIT, , Boris Jelzin, Bill Clinton, CDU, Jacques Delors, Jesus, Klaus Kinkel, Bundesaußenminister, Präsident, Stevie Wonder, Kroatien, Russland, USA, Ukraine, Belgrad, Potsdam","http://www.zeit.de/1993/52/worte-der-woche"
"Bürgermeisterwahl in Potsdam: Die SPD kam knapp davon: Spiegel der Verhältnisse |","1993.52.6247","1993-12-24","DIE ZEIT, Bürgermeisterwahl in Potsdam: Die SPD kam knapp davon, SPD, Spiegel, CDU, Grüne, Bevölkerung, Allianz, Arzt, Direktwahl, Intelligenz, Jugendliche, Ostdeutschland, PDS, Protest, Republik, Stichwahl, Potsdam, Brandenburg","http://www.zeit.de/1993/52/spiegel-der-verhaeltnisse"
"In Nordirland gibt es noch lange keinen Frieden, aber ein entscheidender Schritt ist jetzt getan: Abschied vom Imperium |","1993.52.6248","1993-12-24","DIE ZEIT, In Nordirland gibt es noch lange keinen Frieden, aber ein entscheidender Schritt ist jetzt getan, John Major, Gerry Adams, IRA, Nordirland, Advent, Independent, Regierungschef, England, Großbritannien, Irland, London, Belfast, Dublin","http://www.zeit.de/1993/52/abschied-vom-imperium"
"Rußland nach der Wahl: Mit diesem Parlament ist kein Staat zu machen: Fallende Trümmer |","1993.52.6249","1993-12-24","DIE ZEIT, Rußland nach der Wahl: Mit diesem Parlament ist kein Staat zu machen, Russland, Boris Jelzin, Parlament, Jegor Gajdar, Direktmandat, Rüstung, Viktor Tschernomyrdin, Walter Laqueur, MIT, Moskau, Osteuropa, Weimar","http://www.zeit.de/1993/52/fallende-truemmer"
"Die Enquetekommission des Bundestags prescht durch die Kirchengeschichte der DDR: Glauben mit und ohne |","1993.52.6250","1993-12-24","DIE ZEIT, Die Enquetekommission des Bundestags prescht durch die Kirchengeschichte der DDR, DDR, Ehrhart Neubert, Karl Marx, SED, Aberglaube, Bischof, Dorothee Wilms, MIT, Bonn, Erfurt, Helsinki, Tübingen","http://www.zeit.de/1993/52/glauben-mit-und-ohne"
