"title","number","date","keywords","link"
"FDP: Jetzt wird gewachsen!","2012.5.53142","2012-01-29","Politik, FDP, Fdp, Roesler-philipp, Partei, FDP, Hermann Otto Solms, Philipp Rösler, Bundesregierung, Rainer Brüderle, ADAC, CSU, Ludwig Erhard, Wirtschaftsministerium, Wolfgang Kubicki, Kurt Biedenkopf, BIP, Bundestag, Kraftwerk, Wirtschaftsminister, Berlin","http://www.zeit.de/2012/05/FDP-Roesler"
"US-Wahlkampf: Nur wer Geld hat","2012.5.53143","2012-01-29","Politik, US-Wahlkampf, Wahl, Us-wahlkampf, Usa, Barack Obama, Geld, Franklin D. Roosevelt, Gefangenenlager, Kapitalismus, Mitt Romney, Newt Gingrich, Republikaner (USA), Tea-Party-Bewegung, USA, Wohlfahrtsstaat, US Wahlkampf, Guantánamo, South Carolina","http://www.zeit.de/2012/05/01-USA-Wahlkampf"
"Arabische Umbrüche: Sprung in die neue Zeit","2012.5.53144","2012-01-27","Politik, Arabische Umbrüche, Arabische-liga, Arabische-revolution, Syrien, UN, Hosni Mubarak, Saddam Hussein, Syrien, Al-Dschasira, Israel, Katar, Revolution, Saudi Arabien, USA, Irak, Iran, Jemen, Kairo, Damaskus, Rabat, Tunis","http://www.zeit.de/2012/05/Arabische-Liga"
"Mahmud Abbas: Nie wieder bewaffneter Kampf!","2012.5.53145","2012-01-27","Politik, Mahmud Abbas, Palaestina, Nahost, Israel, Mahmud Abbas, Benjamin Netanjahu, Ehud Olmert, UN, Europäische Union, Hamas, Israel, Vereinte Nationen, Besatzung, Fatah, Frühling, Palästinenser, Rakete, Siedlungsbau, Siedlungspolitik, Wahl, Katar, Russland, USA, Gaza, Palästina, Jerusalem, Westjordanland","http://www.zeit.de/2012/05/Palaestina-Praesident-Abbas"
"Boko haram: Krieg dem Staat","2012.5.53146","2012-01-26","Politik, Boko haram, Terrorismus, Nigeria, Afrika, Glaube, Islamismus, Krieg, Boko Haram, Nigeria, Dschihad, Filmindustrie, Sekte, Somalia, Verbrechensbekämpfung, Erziehung, Pakistan, Afrika, Westafrika","http://www.zeit.de/2012/05/Nigeria-Terror"
"Donnerstalk: Selbst ist der Mann","2012.5.53147","2012-01-26","Politik, Donnerstalk, Oesterreich, Etat, Personal, Politikverdrossenheit, Republik, Ungarn, Österreich","http://www.zeit.de/2012/05/A-Donnerstalk"
"Einwanderung: Wir sind sehr widersprüchlich","2012.5.53148","2012-01-27","Politik, Einwanderung, Schweiz, Einwanderung, Integration, Ausländer, Europäische Union, Schweiz, Einwanderung, Migrant, Sudan, Kenia, Nepal, Nordkorea, Einwanderung, Afrika, Europa, Guinea","http://www.zeit.de/2012/05/CH-Sommaruga"
"Verfassungsschutz: Droht Gefahr von links?","2012.5.53149","2012-01-26","Politik, Verfassungsschutz, Linkspartei, Politische_linke, Verfassungsschutz, Linkspartei, Gregor Gysi, Jürgen Habermas, Antisemitismus, Billy Wilder, Bundestagsfraktion, DDR, Dagmar Enkelmann, Demokratie, Ermittlung, Petra Pau, Rechtsstaat, Verfassung, Überwachung","http://www.zeit.de/2012/05/Beobachtung-Linkspartei-Contra"
"Justiz: Die Unschuldsvermutung","2012.5.53150","2012-01-26","Politik, Justiz, Justiz, Rechtsanwalt, Oesterreich, Karl-Heinz Grasser, Bernhard Kohl, Claudia Bandion-Ortner, Smart, Österreich, Rechtsanwalt, Europa, Wien","http://www.zeit.de/2012/05/A-Ainedter"
"Linkspartei: Droht Gefahr von links?","2012.5.53151","2012-01-25","Politik, Linkspartei, Linkspartei, Politische_linke, Verfassungsschutz, Die Linke, Linkspartei, Fidel Castro, Gregor Gysi, Extremismus, Gesine Lötzsch, Rechtsstaat, Sahra Wagenknecht, Überwachung, Kuba","http://www.zeit.de/2012/05/Beobachtung-Linkspartei-Pro"
