"title","number","date","keywords","link"
"Die Europäer aus den neun Schengen-Staaten müssen weiter auf Reisen ohne Kontrollen warten: Wann geht der Spuk zu Ende? |","1994.6.6366","1994-02-04","DIE ZEIT, Die Europäer aus den neun Schengen-Staaten müssen weiter auf Reisen ohne Kontrollen warten, Airport, Bernd Schmidbauer, Bundeskriminalamt, Drogenhandel, Kanzleramt, Dänemark, Europa, Niederlande, Brüssel, Athen, Barcelona, Bonn, Paris, Straßburg, Wiesbaden","http://www.zeit.de/1994/06/wann-geht-der-spuk-zu-ende"
"Das Ende der langen Einsamkeit |","1994.6.6367","1994-02-04","DIE ZEIT, ,  Jitzchak Rabin, Schimon Peres, David Ben Gurion, Israel, Vereinte Nationen, Beziehung, DDR, Diplomat, China, Jerusalem, Kenia, Libanon, Libyen, Marokko, Spanien, Syrien, Ägypten, Europa","http://www.zeit.de/1994/06/das-ende-der-langen-einsamkeit"
"Japans Reformer mußten sich mit den bisherigen Machthabern, den Liberaldemokraten, arrangieren: Ein Neubeginn mit Altlasten |","1994.6.6368","1994-02-04","DIE ZEIT, Japans Reformer mußten sich mit den bisherigen Machthabern, den Liberaldemokraten, arrangieren, Bill Clinton, Ichiro Ozawa, Allianz, Japan, Opposition, Regierungschef, tTokyo, Wahlrecht, MIT, Washington D.C","http://www.zeit.de/1994/06/ein-neubeginn-mit-altlasten"
"Nato und EU haben die Länder Ostmitteleuropas bisher enttäuscht. Der Westen muß sich endlich öffnen: Warten auf ein Ja aus Brüssel |","1994.6.6369","1994-02-04","DIE ZEIT, Nato und EU haben die Länder Ostmitteleuropas bisher enttäuscht. Der Westen muß sich endlich öffnen, Brüssel, Nato, Europäische Gemeinschaft, Timothy Garton Ash, Europäische Union, DDR, Freihandel, Freihandelszone, Protektionismus, Textilie, Jugoslawien, Portugal, Russland, Spanien, Türkei, Westeuropa, Europa","http://www.zeit.de/1994/06/warten-auf-ein-ja-aus-bruessel"
"Algeriens Armee kürt einen Ex-General zum Staatspräsidenten: Ein neuer Anfang? |","1994.6.6370","1994-02-04","DIE ZEIT, Algeriens Armee kürt einen Ex-General zum Staatspräsidenten, Algerien, Militär, Phoenix, Asche, Ausnahmezustand, Gewalt, Korruption, Nachfolge, Parlamentswahl, Verteidigungsminister, Ölpreis, Bürgerkrieg, Flüchtling, Aachen, Paris","http://www.zeit.de/1994/06/ein-neuer-anfang"
"Zeitspiegel |","1994.6.6371","1994-02-04","DIE ZEIT, , Edouard Balladur, Arbeitslosigkeit, Bund der Steuerzahler, Ehrenamt, Geburtenrate, Jubiläum, Mond, Premierminister, Tageszeitung, Sarajevo, Sachsen-Anhalt","http://www.zeit.de/1994/06/zeitspiegel"
"Parteitag mit Mangosuthu Buthelezi: Der Zulu-Führer ruft zum Boykott der ersten freien Wahl in Südafrika auf: Der Häuptling will sein Fürstentum |","1994.6.6372","1994-02-04","DIE ZEIT, Parteitag mit Mangosuthu Buthelezi: Der Zulu-Führer ruft zum Boykott der ersten freien Wahl in Südafrika auf, Wahl, Südafrika, ANC, Nelson Mandela, Allianz, Osmose, MIT, Parteitag, Bonn, Pretoria","http://www.zeit.de/1994/06/der-haeuptling-will-sein-fuerstentum"
"Eigentor |","1994.6.6373","1994-02-04","DIE ZEIT, , Adolf Hitler, Werner Hackmann, Eltern, Hauptstadt, Horst Schmidt, Olympiastadion, Ostern, Zeitung, Eigentor, England","http://www.zeit.de/1994/06/eigentor"
"Worte der Woche |","1994.6.6374","1994-02-04","DIE ZEIT, , George W.  Bush, Helmut Kohl, Bill Clinton, Günter Grass, Willy Brandt, Günter Verheugen, Kurt Biedenkopf, Alkohol, André Kostolany, Barbara Bush, Bundespräsident, Helmut Zilk, Inflation, Jörg Tauss, Nikotin, Texas, Wien","http://www.zeit.de/1994/06/worte-der-woche"
"Der indische Premier Narasimha Rao besucht Bonn – und sucht Hilfe für den Wandel in seinem Land: Ein Manipulator als Modernisierer |","1994.6.6375","1994-02-04","DIE ZEIT, Der indische Premier Narasimha Rao besucht Bonn – und sucht Hilfe für den Wandel in seinem Land, Bonn, Sucht, Indien, Klaus Kinkel, China, Manmohan Singh, Reform, Satellitenfernsehen, Premierminister, Vietnam, Asien, Delhi, Kaschmir","http://www.zeit.de/1994/06/ein-manipulator-als-modernisierer"
