"title","number","date","keywords","link"
"Bonner Bühne: Der Eierkrieg |","1991.21.2318","1991-05-17","DIE ZEIT, Bonner Bühne, Helmut Kohl, Bühne, CDU, SPD, Peter Boenisch, DDR, Emotion, Friedrich Bohl, Hans-Joachim Maaz, Renate Schmidt, Skandal, Bonn, Berlin, Halle an der Saale","http://www.zeit.de/1991/21/der-eierkrieg"
"Ein Gruß über die Ost-West-Straße |","1991.21.2319","1991-05-17","DIE ZEIT, , Gerd Bucerius, Henri Nannen, Theo Sommer, CDU, Franz Josef Strauß, Rudolf Augstein, Berichterstattung, Bundestag, Feindschaft, Friedrich der Große, Gerd Schulte-Hillen, Spiegel, Václav Havel","http://www.zeit.de/1991/21/ein-gruss-ueber-die-ost-west-strasse"
"Weltbühne: Genscher – out of area |","1991.21.2320","1991-05-17","DIE ZEIT, Weltbühne, Hans-Dietrich Genscher, Gerhard Stoltenberg, Nato, Abrüstung, Außenminister, Bundestag, Bundeswehr, Golf, Grundgesetz, James Baker, Vereinte Nationen, Irak, Iran, Saudi Arabien, USA, Berlin, Europa, Moskau, South Carolina, Teheran","http://www.zeit.de/1991/21/genscher-out-of-area"
"KOLUMNE: Die Chance des Anfangs |","1991.21.2321","1991-05-17","DIE ZEIT, KOLUMNE, Konrad Adenauer, CDU, CSU, Jürgen Habermas, Klaus von Dohnanyi, Abtreibung, Arbeitslosigkeit, Debatte, Föderalismus, Krieg, Landtag, Ostdeutschland, Propaganda, Revolution, Scheidung, Europa, Osteuropa, Weimar, Westeuropa","http://www.zeit.de/1991/21/die-chance-des-anfangs"
"Wenn wir es nicht fertigbringen, aus dem unerwarteten Glücksfall der Vereinigung ein dauerhaftes Glück zu schmieden:: Uns Deutsche kann der Teufel holen |","1991.21.2322","1991-05-17","DIE ZEIT, Wenn wir es nicht fertigbringen, aus dem unerwarteten Glücksfall der Vereinigung ein dauerhaftes Glück zu schmieden:, Bundesregierung, Glück, Helmut Schmidt, Arbeitslosigkeit, Berliner Senat, DDR, Ostdeutschland, Polen, Produktivität, Sowjetunion, Ungarn, Bonn, Bad Homburg, Brandenburg, München, Sachsen","http://www.zeit.de/1991/21/uns-deutsche-kann-der-teufel-holen"
"Zu schön, um wahr zu sein |","1991.21.2323","1991-05-17","DIE ZEIT, , CDU, CSU, Franz Josef Strauß, Edmund Stoiber, Hans-Dietrich Genscher, Helmut Kohl, Theo Waigel, Atmosphäre, Bundesfinanzminister, Peter Gauweiler, Seele, Bayern, Alpen","http://www.zeit.de/1991/21/zu-schoen-um-wahr-zu-sein"
"Mehr Menschen, ein größeres Land, ein höheres Sozialprodukt – was bedeutet die Vereinigung für Deutschlands Rolle in der Welt?: Verläßlichkeit hat Vorrang |","1991.21.2324","1991-05-17","DIE ZEIT, Mehr Menschen, ein größeres Land, ein höheres Sozialprodukt – was bedeutet die Vereinigung für Deutschlands Rolle in der Welt?, Saddam Hussein, Bundesregierung, Willy Brandt, Auswärtiges Amt, Europäische Gemeinschaft, Allianz, Golfkrieg, Souveränität, Bangladesch, Irak, Jugoslawien, Peru, Sowjetunion, Türkei, USA, Bonn, Europa","http://www.zeit.de/1991/21/verlaesslichkeit-hat-vorrang"
"Friede nach 16 Jahren Bürgerkrieg: Ein Machiavell aus dem Busch |","1991.21.2325","1991-05-17","DIE ZEIT, Friede nach 16 Jahren Bürgerkrieg, Jonas Savimbi, Bürgerkrieg, John Locke, Ronald Reagan, Angola, Portugal, Sowjetunion, Bayern, Finkenwerder, Lissabon, München, Pretoria, Washington D.C","http://www.zeit.de/1991/21/ein-machiavell-aus-dem-busch"
"Erfolglose Pendeldiplomatie: Festgefahren im Wüstensand |","1991.21.2326","1991-05-17","DIE ZEIT, Erfolglose Pendeldiplomatie, George W.  Bush, James Baker, PLO, Israel, Europäische Gemeinschaft, Palästinenser, Iran, Sowjetunion, Syrien, USA, Kuwait, Damaskus, Europa, Jerusalem, Kaukasus, Moskau, Washington D.C","http://www.zeit.de/1991/21/festgefahren-im-wuestensand"
"Die Angst der kurdischen Flüchdinge vor Saddam Husseins Soldateska ist ungebrochen. Dennoch machen sich immer mehr auf den Weg nach Hause. Unsere Redakteurin besuchte die Lager an der türkischen Grenze.: Heimkehr in die Ungewißheit |","1991.21.2327","1991-05-17","DIE ZEIT, Die Angst der kurdischen Flüchdinge vor Saddam Husseins Soldateska ist ungebrochen. Dennoch machen sich immer mehr auf den Weg nach Hause. Unsere Redakteurin besuchte die Lager an der türkischen Grenze., Saddam Hussein, George W.  Bush, Vereinte Nationen, Flüchtling, Irak, Soldat, Panama, Türkei, Bagdad, Kirkuk","http://www.zeit.de/1991/21/heimkehr-in-die-ungewissheit"
