"title","number","date","keywords","link"
"Kommentar: Rumsfeld und Clausewitz","2003.14.29208","2003-03-27","Politik, Kommentar, Bevoelkerung, Krieg, Golfkrieg, Streitkraefte, Militaer, Nachkriegszeit, Bagdad, Opfer, Kriminalitaet, Soldat, Bevölkerung, Krieg, Golfkrieg, Streitkräfte, Militär, Nachkriegszeit, Bagdad, Opfer, Kriminalität, Saddam Hussein, Donald Rumsfeld, Alliierte, Irak, Pentagon, US-Regierung, Basra, Israel, USA, Bagdad, Europa","http://www.zeit.de/2003/14/hiersemenzel2803"
"Iran: Lautes Schweigen in Teheran","2003.14.29209","2003-03-27","Politik, Iran, Internationale_Beziehungen, Aussenpolitik, Folgen, Golfkrieg, Gesellschaft_und_soziales_Leben, Gesellschaft, Krieg, Internationale Beziehungen, Außenpolitik, Folgen, Golfkrieg, Gesellschaft und soziales Leben, Gesellschaft, Iran, Saddam Hussein, Teheran, Irak, Revolution, USA, Afghanistan, Außenpolitik, Demokratie, Krieg, Nordkorea, Türkei, Bagdad, Washington D.C., Zentralasien","http://www.zeit.de/2003/14/Teheran"
"Den Krieg zivilisieren","2003.14.29210","2003-03-27","Politik, , Voelkerrecht, USA, Irak-Krieg, Krieg, Kriegsgefangene, Menschenrechtsverletzung, Norm, Opfer, Stromversorgung, US-Regierung, USA, Völkerrecht, Kuba, Basra, Belgrad, Guantánamo","http://www.zeit.de/2003/14/Den_Krieg_zivilisieren"
"Die deutsche Schuld am Krieg","2003.14.29211","2003-03-27","Politik, , Waffeninspektor, Saddam Hussein, Hans Blix, Colin Powell, Gerhard Schröder, Weltsicherheitsrat, Vereinte Nationen, Abrüstung, Frankreich, Irak, USA, Russland, Bagdad, Berlin, Kuwait, Paris, Washington D.C","http://www.zeit.de/2003/14/Die_deutsche_Schuld_am_Krieg"
"Berliner Mauer","2003.14.29212","2003-03-27","Politik, , Israel, Ariel Scharon, Verteidigungsministerium, Allianz, Anschlag, Gazastreifen, Irak-Krieg, Israel, Nahost-Konflikt, Palästinenser, Jerusalem, Westjordanland","http://www.zeit.de/2003/14/Berliner_Mauer"
"Awacs-Soldaten: Bitte, jetzt bloß keinen Streit","2003.14.29213","2003-03-27","Politik, Awacs-Soldaten, Beziehung, Kooperation, International, Militaer, Streitkraefte, Krieg, Debatte, Staat, Staatsorgane, Beziehung, Kooperation, International, Militär, Streitkräfte, Krieg, Debatte, Staat, Bundesregierung, FDP, Grüne, SPD, Wolfgang Schäuble, Friedbert Pflüger, Parlament, Türkei, Irak, Berlin, Karlsruhe","http://www.zeit.de/2003/14/Awacs-Streit"
"Kriegsverweigerung: Nach Vietnam? No, Sir!","2003.14.29214","2008-02-01","Zeitlaeufte, Kriegsverweigerung, Völkerrecht, Internationale Beziehungen, Außenpolitik, Präsident, Kolonialismus, Interventionen, Imperialismus, Hegemonie, Völkerrecht, Internationale Beziehungen, Außenpolitik, Präsident, Kolonialismus, Interventionen, Imperialismus, Hegemonie, Geschichte, Konrad Adenauer, Ludwig Erhard, Charles de Gaulle, Kurt Georg Kiesinger, USA, Vietnam, Solidarität, Vietcong, Bonn, Europa, Frankreich, Rhein, Washington D.C., London, Moskau, Paris, Südostasien","http://www.zeit.de/2003/14/A-US-Unterst_9ftzung"
"Die Araber-Macher","2003.14.29215","2003-03-27","Politik, , Saddam Hussein, Irak, Israel, Agent, Allah, Allianz, USA, Frankreich, Großbritannien, Iran, Syrien, Asien, Berlin","http://www.zeit.de/2003/14/Die_Araber-Macher"
"Tagebuch: Das Feuer. Die Angst","2003.14.29216","2003-03-27","Politik, Tagebuch, Bevoelkerung, Lebensbedingung, Krieg, Nachkriegszeit, Bagdad, Golfkrieg, Wiederaufbau, Erfahrungsbericht, Schiiten, Besatzungspolitik, Bevölkerung, Lebensbedingung, Krieg, Nachkriegszeit, Bagdad, Golfkrieg, Wiederaufbau, Erfahrungsbericht, Schiiten, George W.  Bush, Saddam Hussein, Osama bin Laden, Tagebuch, Benzin, Giuliana Sgrena, Hotel, Krieg, Moschee, Bagdad, Indien, Irak, Jordanien, Syrien, Basra, Kandahar, Washington D.C","http://www.zeit.de/2003/14/Bagdad"
"Die Krise, die Europa eint","2003.14.29217","2003-03-27","Politik, , Schröder, Gerhard Schröder, Tony Blair, Europa, Jacques Chirac, SPD, Saddam Hussein, Vereinte Nationen, Weltsicherheitsrat, Emanzipation, England, Irak, Krieg, Partnerschaft, USA, Tschetschenien, Afrika, Moskau","http://www.zeit.de/2003/14/Die_Krise_die_Europa_eint"
"Der arabische Zorn auf die Kreuzritter","2003.14.29218","2003-03-27","Politik, , Hosni Mubarak, Irak, Ägypten, Israel, Jordanien, Krieg, Saudi Arabien, USA, Bagdad, Kairo, Sanaa, Washington D.C","http://www.zeit.de/2003/14/Der_arabische_Zorn_auf_die_Kreuzritter"
"Chiracs Kalter Krieg","2003.14.29219","2003-03-27","Politik, , Chirac, Jacques Chirac, Charles de Gaulle, Krieg, George W.  Bush, Gerhard Schröder, Europäische Union, UN, Frankreich, Irak, USA, Catherine Colonna, Europa, Paris, Washington D.C","http://www.zeit.de/2003/14/Chiracs_Kalter_Krieg"
"Russischer Boykott","2003.14.29220","2003-03-27","Politik, , Anschlag, Dollar, Gomorrha, Irak-Krieg, Pianist, Student, Traum, Großbritannien, USA, Hamburg, Moskau","http://www.zeit.de/2003/14/Russischer_Boykott"
"Zehn von zwölfhundert","2003.14.29221","2003-03-27","Politik, , Katholische Kirche, Abgas, Barett, Bürgerinitiative, Stützpunkt, Irak, Bagdad, Bitburg, Eifel, Koblenz, Mainz, Trier","http://www.zeit.de/2003/14/Zehn_von_zwoelfhundert"
"Medien: Haut ihn, den schleimigen Wurm!","2003.14.29222","2003-03-27","Politik, Medien, Medien, Portrait, Medienwirtschaft, Medienmacht, Zeitun, Verhältnis, Statistik, Regierung, Recht, Partei, Linke, Tony Blair, Medien, Rupert Murdoch, BBC, Saddam Hussein, Fox, NBC, CBS, Dinosaurier, Großbritannien, Independent, Irak-Krieg, Sender, Sky, USA, Vivendi, Australien, China, England, Irak, Europa, New York, Nordamerika, Paris, Washington D.C., Medien, Portrait, Medienwirtschaft, Medienmacht, Zeitun, Verhältnis, Statistik, Regierung, Recht, Partei","http://www.zeit.de/2003/14/Murdoch"
"Mikronesien ist auch willig","2003.14.29223","2003-03-27","Politik, , Kooperation, Koalition, Golfkrieg, Krieg, Alliierte, Irak-Krieg, U-Boot, USA, Afghanistan, Albanien, Australien, Dänemark, El Salvador, Mazedonien, Mikronesien, Niederlande, Polen, Portugal, Rumänien, Spanien, Ungarn, Usbekistan, Kooperation, Koalition, Golfkrieg","http://www.zeit.de/2003/14/Willige"
"Schill, Recht und Frieden","2003.14.29224","2003-03-27","Politik, , Demonstration, Drama, Erwachsene, Fundamentalismus, Generation, Irak-Krieg, Jugendliche, Krieg, Personal, Polizei, Rechtspopulismus, Ronald Schill, Trinkwasser, Hamburg, Kairo, Oder","http://www.zeit.de/2003/14/Schill_Recht_und_Frieden"
