"title","number","date","keywords","link"
"Die Tore der Hölle öffneten sich weit","1996.23.11796","1996-05-31","Politik, , Mao Zedong, Deng Xiaoping, China, Kommunistische Partei, Altruismus, Kannibalismus, Stadt, Peking, Taiwan","http://www.zeit.de/1996/23/Die_Tore_der_Hoelle_oeffneten_sich_weit"
"Vor 50 Jahren: Weltwirtschaftliche Strategie","1996.23.11797","1996-05-31","Politik","http://www.zeit.de/1996/23/vor5023.txt.19960531.xml"
"Eine halbe Anzeige","1996.23.11798","1996-05-31","Politik, , Pferd, Anzeige, DDR, Fahrrad, Garten, Polizei, Rechnungshof, Ruhestand, Schach, Tier, Unterhalt, Unternehmensberatung, Wirtschaftsprüfer, Baden-Württemberg, Berlin, Chemnitz, Dresden, Düsseldorf, Mannheim, München, Rosenheim, Sachsen, Stuttgart","http://www.zeit.de/1996/23/Eine_halbe_Anzeige"
"Wahlhelfer aus Nürnberg","1996.23.11799","1996-05-31","Politik, , Tschechien, Nürnberg, Abgeordnetenhaus, Arbeitslosenquote, Kriegsverbrechen, Parlamentswahl, Partnerschaft, Rhetorik, Sozialdemokratie, Tschechische Republik, Volksparteien, Tschechoslowakei, Prag","http://www.zeit.de/1996/23/Wahlhelfer_aus_Nuernberg"
"Wenn der Junior aus der Reihe tanzt","1996.23.11800","1996-05-31","Politik, , Becher, Max Brod, München, Nürnberg, Prag, Bayern, Karlsbad, Pullach, Wien","http://www.zeit.de/1996/23/Wenn_der_Junior_aus_der_Reihe_tanzt"
"Worte der Woche","1996.23.11801","1996-05-31","Politik, , Bundesregierung, CDU, Michael Glos, Norbert Blüm, Antje Vollmer, Boris Jelzin, Gregor Gysi, Karstadt, Rudolf Scharping, Bier, Bundestag, Ladenschluss, Präsident, Soldat, Sparpaket, Walter Deuss, Russland, Tschetschenien","http://www.zeit.de/1996/23/wowos.txt.19960531.xml"
"Sommertheater vor dem Schloß","1996.23.11802","1996-05-31","Politik, , Hartung, Grüne, Bundeswehr, Stadt, Bosnien und Herzegowina, Bundesrepublik Deutschland, Berlin, Bonn","http://www.zeit.de/1996/23/Sommertheater_vor_dem_Schloss"
"Bayern: Stoiber pfeift auf Bonn und Karlsruhe","1996.23.11803","1996-05-31","Politik, , Edmund Stoiber, Bonn, Theo Waigel, CSU, Karlsruhe, Bundesregierung, Franz Josef Strauß, Willy Brandt, Arzt, Bundesrat, Bundestag, Landtag, Republik, Edmund Stoiber, Bayern, München, Prag","http://www.zeit.de/1996/23/bayern.txt.19960531.xml"
"Früchte des Zorns","1996.23.11804","1996-05-31","Politik, , Poesie, Dorf, Gedicht, Gedächtnis, Opfer, Seele, Wein, Zeitung, London","http://www.zeit.de/1996/23/Fruechte_des_Zorns"
"Tanzen nach der deutschen Pfeife? Ein Gespräch mit Ralf Dahrendorf","1996.23.11805","1996-05-31","Politik, , Gespräch, Ralf Dahrendorf, John Major, Tanzen, Ralf Dahrendorf, Polen, MIT, Brüssel, Bonn","http://www.zeit.de/1996/23/thema.txt.19960531.xml"
"Frieden am seidenen Faden","1996.23.11806","1996-05-31","Politik, , Tschetschenien, Boris Jelzin, Frieden, Michail Gorbatschow, Verteidigungsministerium, Alexander Lebed, Aslan Maschadow, Gennadij Sjuganow, Polarkreis, Russland, Tschetschenien, Moskau, Kaukasus","http://www.zeit.de/1996/23/Frieden_am_seidenen_Faden"
"Die Nato neu denken","1996.23.11807","1996-05-31","Politik, , Nato, Volker Rühe, Allianz, Integration, Russland, Bosnien und Herzegowina, Europa, Frankreich, Jugoslawien, Sowjetunion, USA, Ukraine, Berlin, Bosporus, Moskau, Osteuropa","http://www.zeit.de/1996/23/Die_Nato_neu_denken"
"Als wäre der Krieg ausgebrochen . . .","1996.23.11808","1996-05-31","Politik, , Krieg, John Major, Fremdenfeindlichkeit, Nationalismus, England, Europa, Großbritannien, London, Wilhelmshaven","http://www.zeit.de/1996/23/Als_waere_der_Krieg_ausgebrochen_"
"Massaker ohne Schuldgefühle","1996.23.11809","1996-05-31","Politik, , Dorf, Israel, Libanon, USA, Beirut, Hebron, Jerusalem, Südlibanon","http://www.zeit.de/1996/23/Massaker_ohne_Schuldgefuehle"
"Affront aus Tradition","1996.23.11810","1996-05-31","Politik, , Bühne, Nelson Mandela, Joschka Fischer, Bundestag, Junge Union, Strafe, Vernunft, Öffentlichkeit, Südafrika","http://www.zeit.de/1996/23/Affront_aus_Tradition"
"Eher schlampig","1996.23.11811","1996-05-31","Politik, , Holbrooke, Richard Holbrooke, Bosnien und Herzegowina, Außenminister, Wahl, Indien, Jugoslawien, Kambodscha, Philippinen, USA, Belgrad","http://www.zeit.de/1996/23/Eher_schlampig"
"Debatte: Für eine Diätenerhöhung jetzt!","1996.23.11812","1996-05-31","Politik, , Arbeit, Bundesverfassungsgericht, Demokratie, Gehalt, Gehaltserhöhung, Glaube, ICE, Tarifrunde, Wahlkampf","http://www.zeit.de/1996/23/diaeta.txt.19960531.xml"
"ZEIT exklusiv: Der Schriftsteller Lew Kopelew über Politik in Rußland","1996.23.11813","1996-05-31","Politik, , Andrej Sacharow, Boris Jelzin, Russland, Gennadij Sjuganow, Schriftsteller, Wissenschaft, Bolschewismus, Chauvinismus, Grigori Jawlinski, Korruption, Ozonloch, Wahl, Afghanistan, Tibet, Tschetschenien, Weißrussland, Minsk, Peking, Tschernobyl","http://www.zeit.de/1996/23/russen.txt.19960531.xml"
"Die Vorurteile verhärteten sich","1996.23.11814","1996-05-31","Politik, , Schule, Ausländer, Ausbildungsplatz, Basketball, Jugendliche, Klischee, Mauerfall, Schüler, Wiedervereinigung, Berlin, Bonn, Berlin","http://www.zeit.de/1996/23/Die_Vorurteile_verhaerteten_sich"
"Surftips zur ZEIT Nr.23/96: Im Dickicht der Städte","1996.23.11815","1996-05-31","Politik, , Information, Stadt, Weltbank, Pakistan, Asien, Istanbul, Karatschi","http://www.zeit.de/1996/23/st23.19960531.xml"
"Die Nachbarn sind nicht sehr willkommen","1996.23.11816","1996-05-31","Politik, , Europäische Union, EU-Kommission, Agrarpolitik, Atomkraftwerk, Mafia, Nationalismus, Vertreibung, Vizekanzler, Österreich, Italien, Malta, Slowakei, Slowenien, Tschechische Republik, Ungarn, Zypern, Baltikum, Bratislava, Ljubljana, Mitteleuropa, Osteuropa, Prag, Warschau, Wien","http://www.zeit.de/1996/23/Die_Nachbarn_sind_nicht_sehr_willkommen"
"","1996.23.11817","1996-05-31","Politik, , CDU, SPD, Hansa Rostock, Manfred Stolpe, Bundestag, DDR, Gespräch, Herz, Konzentration, Landtag, Peter-Michael Diestel, Präsident, Tageszeitung, Brandenburg","http://www.zeit.de/1996/23/10041"
"Die Tories drohen zu zerbrechen","1996.23.11818","1996-05-31","Politik, , John Major, Dienstleistung, Dissident, Regierung, Seele, Vernunft, Europa, London","http://www.zeit.de/1996/23/Die_Tories_drohen_zu_zerbrechen"
"Der Kerzenkrieg von Sofia","1996.23.11819","1996-05-31","Politik, , Bevölkerung, Kirche, Geld, Sofia","http://www.zeit.de/1996/23/Der_Kerzenkrieg_von_Sofia"
"Wolfram Siebeck: Ein Geständnis","1996.23.11820","1996-05-31","Politik, , Gastronomie, Dienstleistung, Würzburg, Bamberg, Kochen, Ernaehrung, Agrarpolitik, Kochbuch, Gastronomie, Dienstleistung, Würzburg, Bamberg, Kochen, Ernährung, Agrarwirtschaft und Ernährung, Charles Dickens, London, Wien","http://www.zeit.de/1996/23/siebeck23.19960531.xml"
"Faustianisch","1996.23.11821","1996-05-31","Politik, , Ahnenforschung, Luftwaffe, Texas","http://www.zeit.de/1996/23/Faustianisch"
"Gelöbnis","1996.23.11822","1996-05-31","Politik, , Gelöbnis, Recht, Bundeswehr, DDR, Gelöbnis, Grundgesetz, Gründung, Rechtsstaat, Soldat, Stadt, Streitkräfte, Wehrdienst, Bundesrepublik Deutschland, Berlin","http://www.zeit.de/1996/23/Geloebnis"
"Debatte: Gegen eine Diätenerhöhung jetzt!","1996.23.11823","1996-05-31","Politik, , SPD, Recht, Wissenschaft, Demokratie, Geschichte, Haushalt, Kunst, Populismus, Vernunft","http://www.zeit.de/1996/23/diaetb.txt.19960531.xml"
"Auszüge aus dem Gespräch mit Ralf Dahrendorf","1996.23.11824","1996-05-31","Politik, , Internationale_Beziehungen, Europapolitik, Aussenpolitik, Europäer, EU, Sicherheitspolitik, Gesellschaft_und_soziales_Leben, Gesellschaft, Volksentscheid, Verfassung, Internationale Beziehungen, Europapolitik, Außenpolitik, Europäer, EU, Sicherheitspolitik, Gesellschaft und soziales Leben, Gesellschaft, Volksentscheid, Einstellung, Gespräch, Import, Inflation, Integration, Konflikt, Souveränität, Währung, Währungsunion, Australien, Italien, Neuseeland, Europa, Bonn, London","http://www.zeit.de/1996/23/athesen.txt.19960531.xml"
"Fahndastisch","1996.23.11825","1996-05-31","Politik, , Polizei, Dollar, Materie, Polizei, Restaurant, Bochum, Hamburg, Mittelmeer, Rotenburg, Saale, Schleswig-Holstein","http://www.zeit.de/1996/23/Fahndastisch"
"Der Provinzfürst","1996.23.11826","1996-05-31","Politik, , Gowda, Bodenreform, Indien, Minderheitsregierung, Misstrauensvotum, Mitbestimmung, Premierminister, Revolte, Wahl, Wüste, Bangalore, Delhi","http://www.zeit.de/1996/23/Der_Provinzfuerst"
"Tanzen nach der deutschen Pfeife?","1996.23.11827","1996-05-31","Politik, , Dahrendorf, Ralf Dahrendorf, Helmut Kohl, John Major, Charles de Gaulle, Großbritannien, Margaret Thatcher, England, Europäischer Gerichtshof, Freihandelszone, Hygiene, Integration, Italien, Volksabstimmung, Währung, Währungsunion, Europa, Neuseeland, Bonn, London, Brüssel","http://www.zeit.de/1996/23/Tanzen_nach_der_deutschen_Pfeife_"
"Gelobtes Land","1996.23.11828","1996-05-31","Politik, , Alte, Bibel, Regisseur, Schauspielhaus, Wiedervereinigung, Israel, Ägypten, Dresden, Frankfurt am Main","http://www.zeit.de/1996/23/Gelobtes_Land"
"Heilung nur noch gegen Geld","1996.23.11829","1996-05-31","Dossier, , Krotz, Geld, Heilung, Post, Solidaritätszuschlag, Westend, Krankenkasse, Miete, Yoga, München, Rosenheim, Schwabing, Seehaus","http://www.zeit.de/1996/23/Heilung_nur_noch_gegen_Geld"
"Urlaub nur noch mit Aldi","1996.23.11830","1996-05-31","Dossier, , Schneider, Aldi, Ferienwohnung, Gelsenkirchen, Schwarzwald, Solidaritätszuschlag, Urlaub, Allgäu, Ascona, Bayern, Kassel, Nordrhein-Westfalen","http://www.zeit.de/1996/23/Urlaub_nur_noch_mit_Aldi"
