"title","number","date","keywords","link"
"Angst vor dem Ernstfall: „Wir sind ja nur Wehrpflichtige“ |","1991.7.1815","1991-02-08","DIE ZEIT, Angst vor dem Ernstfall, CDU, Saddam Hussein, Bundesverteidigungsministerium, Bundeswehr, Bundeswehrsoldat, DDR, Golfkrieg, Soldat, Öffentlichkeitsarbeit, Irak, Türkei, Köln","http://www.zeit.de/1991/07/wir-sind-ja-nur-wehrpflichtige"
"Die Republiken dringen auf ihre Souveränität, die Armee fürchtet um ihre Stellung. Der Machtkampf in Moskau bleibt vorerst in der Schwebe.: Vom Putsch zum Patt |","1991.7.1816","1991-02-08","DIE ZEIT, Die Republiken dringen auf ihre Souveränität, die Armee fürchtet um ihre Stellung. Der Machtkampf in Moskau bleibt vorerst in der Schwebe., Michail Gorbatschow, Moskau, Hans-Dietrich Genscher, Sowjetunion, Golfkrieg, Innenministerium , Irak, Kasachstan, Litauen, USA, Israel, Putsch, Ukraine, Baltikum, Europa","http://www.zeit.de/1991/07/vom-putsch-zum-patt"
"Parteikongreß in Rimini: Heimkehr zur Sozialdemokratie |","1991.7.1817","1991-02-08","DIE ZEIT, Parteikongreß in Rimini, Karl Marx, Bettino Craxit , SPD, Sozialdemokratie, Immanuel Kant, Italien, Kommunistische Partei, Antonio Gramsci, Benedetto Croce, Golf, Golfkrieg, Johannes Paul II., PDS, Rimini","http://www.zeit.de/1991/07/heimkehr-zur-sozialdemokratie"
"Nach der Debatte über die Regierungserklärung: Wer nicht spurt, wird abgekanzelt |","1991.7.1818","1991-02-08","DIE ZEIT, Nach der Debatte über die Regierungserklärung, Grüne, Helmut Kohl, Theo Waigel, Wolfgang Ullmann, CDU, Debatte, Wolfgang Thierse, Detlef Kleinert, Konrad Weiß, Regierungserklärung, SPD, Kurt Biedenkopf, Otto Graf Lambsdorff, Bundestag, DDR, Friedensbewegung, Parlament, Steuer, Treuhandanstalt, Volksentscheid, Bonn, Brandenburg","http://www.zeit.de/1991/07/wer-nicht-spurt-wird-abgekanzelt"
"Opposition gegen den Krieg: Nicht gefragt und doch betroffen |","1991.7.1819","1991-02-08","DIE ZEIT, Opposition gegen den Krieg, Adolf Hitler, Gerhard Schröder, Oskar Lafontaine, Saddam Hussein, Hans-Jochen Vogel, Krieg, SPD, Willy Brandt, Bundesregierung, Hans-Ulrich Klose, Opposition, Herta Däubler-Gmelin, Norbert Gansel, Israel, Vereinte Nationen, Golfkrieg, Irak, Nuklearwaffe, Waffenstillstand, Türkei, Bonn, Auschwitz","http://www.zeit.de/1991/07/nicht-gefragt-und-doch-betroffen"
"Präsident Bush zur Lage der Nation: Eine Welt unter dem Sternenbanner? |","1991.7.1820","1991-02-08","DIE ZEIT, Präsident Bush zur Lage der Nation, George W.  Bush, Saddam Hussein, Präsident, Paul Kennedy, Vereinte Nationen, Irak, Sowjetunion, USA, Weltsicherheitsrat, Kuwait, Washington D.C","http://www.zeit.de/1991/07/eine-welt-unter-dem-sternenbanner"
"Wolfgang Ebert: Made in Germany |","1991.7.1821","1991-02-08","DIE ZEIT, Wolfgang Ebert, Diskriminierung, Giftgas, Golfkrieg, Handwerk, Kohle, Krieg, Qualität, Rakete, Tod, Waffenexport, Irak, Israel, Wolfgang Ebert, Bonn","http://www.zeit.de/1991/07/made-in-germany"
"Worte der Woche |","1991.7.1822","1991-02-08","DIE ZEIT, , George W.  Bush, CDU, Alfred Dregger, Hans Modrow, Apartheid, Autobahn, Frederik Willem de Klerk, Hans Peter Stihl, Innenminister, Landesregierung, Propaganda, Präsident, Vertreibung, Vytautas Landsbergis, Waffenexport, Irak, Jugoslawien, Litauen, Südafrika, USA, Kuwait, Osteuropa","http://www.zeit.de/1991/07/worte-der-woche"
"Rückblick: Abschied aus dem Kieler Landtag: Barschels langer Schatten |","1991.7.1823","1991-02-08","DIE ZEIT, Rückblick: Abschied aus dem Kieler Landtag, CDU, Landtag, Björn Engholm, Aufklärung, Opposition, Wahlkampf, Wunder, Schleswig-Holstein","http://www.zeit.de/1991/07/barschels-langer-schatten"
"Ein Vierteljahr nach der Vereinigung sind die Deutschen ins Zwielicht geraten, weil sie sich am Krieg gegen den Irak nur begrenzt beteiligen. Der Bundespräsident rückt die Maßstäbe zurecht.: Der Golfkrieg weist nicht in die Zukunft |","1991.7.1824","1991-02-08","DIE ZEIT, Ein Vierteljahr nach der Vereinigung sind die Deutschen ins Zwielicht geraten, weil sie sich am Krieg gegen den Irak nur begrenzt beteiligen. Der Bundespräsident rückt die Maßstäbe zurecht., Irak, Krieg, Richard Freiherr von Weizsäcker, Bundespräsident, Europäische Gemeinschaft, Sicherheitsrat, Vereinte Nationen, Sowjetunion, Akademie der Wissenschaften, DDR, Föderalismus, Golf, Israel, Polen, Europa, Golfkrieg, Bonn","http://www.zeit.de/1991/07/der-golfkrieg-weist-nicht-in-die-zukunft"
"Geld statt Soldaten |","1991.7.1825","1991-02-08","DIE ZEIT, , Bundesregierung, Geld, Funk, Israel, Tornado, Türkei, U-Boot, Ölpest, England, Frankreich, Jordanien, Syrien, Ägypten, Bonn","http://www.zeit.de/1991/07/geld-statt-soldaten"
"Jordanien zwischen den Fronten: Der Monarch auf dem Hochseil |","1991.7.1826","1991-02-08","DIE ZEIT, Jordanien zwischen den Fronten, Saddam Hussein, Hans-Dietrich Genscher, Jordanien, Monarch, Irak, Israel, Allianz, Flugzeug, Handfeuerwaffe, Krieg, Nordafrika, Saudi Arabien, Vernichtungskrieg, Weltsicherheitsrat, Amman, Jemen, USA, Haifa, Tel Aviv","http://www.zeit.de/1991/07/der-monarch-auf-dem-hochseil"
"Bonner Bühne: Fastnacht fällt aus |","1991.7.1827","1991-02-08","DIE ZEIT, Bonner Bühne, Bühne, CDU, FDP-Fraktion, Aschermittwoch, Eugen Gerstenmaier, Intendant, Jahreszeit, Karneval, Orkan, Schizophrenie, Tanzen, Fastnacht, Bonn, Eifel, Rhein","http://www.zeit.de/1991/07/fastnacht-faellt-aus"
"Zeitspiegel |","1991.7.1828","1991-02-08","DIE ZEIT, , Eberhard Jäckel, Gas, Hans Mommsen, Hans-Ulrich Wehler, Judentum, Krieg, Mord, Solidarität, Stress, Tageszeitung, Völkermord, Israel, Auschwitz, Bagdad, Tel Aviv","http://www.zeit.de/1991/07/zeitspiegel"
"Wie in Chile? |","1991.7.1829","1991-02-08","DIE ZEIT, , Michail Gorbatschow, Innenministerium, Augusto Pinochet, Chile, Japan, KGB, Rüstungsindustrie, Trinkwasser, Übergewicht, Russland, Sowjetunion, Spanien, Südkorea, USA, Moskau, Westeuropa","http://www.zeit.de/1991/07/wie-in-chile"
"Die Europäische Gemeinschaft und der Golfkrieg: Für den Ernstfall nicht gerüstet |","1991.7.1830","1991-02-08","DIE ZEIT, Die Europäische Gemeinschaft und der Golfkrieg, Jacques Delors, John Major, Außenminister, Außenpolitik, Europäische Gemeinschaft, Frankreich, Golf, Golfkrieg, Großbritannien, Irak, Polen, Sicherheitspolitik, Ungarn, Rom, Bagdad, Brüssel, Kuwait, Moskau","http://www.zeit.de/1991/07/fuer-den-ernstfall-nicht-geruestst"
"Nachlese: „Colonia Dignidad“ aufgelöst: Bastion des Generals |","1991.7.1831","1991-02-08","DIE ZEIT, Nachlese: „Colonia Dignidad“ aufgelöst, Augusto Pinochet, Militär, Agrarprodukt, Aufklärung, Innenminister, Konzentrationslager, Körperverletzung, Menschenrechtsverletzung, Missbrauch, Patricio Aylwin, Paul Schäfer, Putsch, Staatsoberhaupt, Vermögen, Jugendliche, Präsident, Steuer, Santiago","http://www.zeit.de/1991/07/bastion-des-generals"
"Taktieren mit den Kurden: Rätselraten an der zweiten Front |","1991.7.1832","1991-02-08","DIE ZEIT, Taktieren mit den Kurden, Turgut Özal, Irak, Türkei, Iran, Kurden, MIT, Sowjetunion, Syrien, USA, Kirkuk, Kurdistan, Kuwait","http://www.zeit.de/1991/07/raetselraten-an-der-zweiten-front"
"Chronik des Golfkrieges: Vor dem Landkrieg |","1991.7.1833","1991-02-08","DIE ZEIT, Chronik des Golfkrieges, Saddam Hussein, George W.  Bush, Jassir Arafat, Alliierte, Dan Quayle, Irak, Saudi Arabien, Chronik, Iran, Israel, Sudan, Kuwait, Bagdad, Missouri, Riad, Washington D.C","http://www.zeit.de/1991/07/vor-dem-landkrieg"
