"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","X","X.1","X.2"
"1",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",1,"Gegenwart","Deutschland","","Bundestag-Wirtschaftsausschuss, Gesetzentwurf-BÅrokratieabbau",0,"","",""
"2",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",2,"Zukunft","Deutschland","","BÅrokratieabbau-Merkel-Koalition, BÅrokratieabbau-Kritik, Deutscher-Industrie-Und-Handelstag",0,"Merkel=Bundeskanlerin","",""
"3",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",3,"Gegenwart","Deutschland","","hohe Informationspflichten-DIHK-Kritik, Institut-fÅr-Mittelstandsforschung-BÅrokratieabbau-Kritik-Einzelma†nahme, Werner-Jann-Zuspruch",-1,"","",""
"4",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",4,"Gegenwart"," ","","erfolgreich BÅrokratieabbau-Modell-Niederlande, gut Internationaler-BÅrokratiekosten-Datenabgleich-Gerhard-Klippstein",2,"","",""
"5",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",5,"Zukunft","Deutschland","","Normenkontrollrat-Kritik, mangelnd Kompetenzen-Normenkontrollrat",-2,"","",""
"6",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",6,"Gegenwart","Deutschland","","Normenkontrollrat-Kritik-Schlupfloch-Bertelsmann-Stiftung, mangelnd Amtshilfe",-1,"","",""
"7",1,"http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true",2006,22,"Zeit online","Schelte fÅr Deregulierer","Karsten Polke-Majewski",7,"Gegenwart","Deutschland","","Normenkontrollrat-Zuspruch-Deutscher-Gewerkschaftsbund",0,"","",""
"8",1,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",1,"Gegenwart","Deutschland","","hohe Quartalsverluste-Deutsche-Bank, Jahresverlust-Deutsche-Bank, Rekordgewinn-Vorjahr-Deutsche-Bank",-3,"","",""
"9",2,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",2,"Vergangenheit","Deutschland","","Kernkapitalquote-Dividende-Deutsche-Bank",0,"","",""
"10",2,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",3,"Vergangenheit","Deutschland","","schwieriges Marktumfeld-Deutsche-Bank-Ackermann, gut Kapitalst?rke, fallend Aktienkurs",-1,"","",""
"11",2,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",4,"Zukunft","Deutschland","","Deutsche-Bank-?bernahme-Postbank-Beginn-Aktientausch",0,"","",""
"12",2,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",5,"Zukunft","Deutschland","","Deutsche-Bank-?bernahme-Postbank-Pflichtumtauschanlage",0,"","",""
"13",2,"http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true",2009,3,"Zeit online","Deutsche Bank meldet Milliardenverlust","Reuters",6,"Gegenwart","Deutschland","","Deutsche-Bank-?bernahme-Postbank-Transaktionsbarwert",0,"","",""
"14",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",1,"Gegenwart","Deutschland","","Neujahrsansprache-Merkel, fallend Arbeitsmarkt, gut Zukunftsaussichten-Arbeitsmarkt-Mittelfrist",1,"","",""
"15",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",2,"Gegenwart","Deutschland","","Neujahrsansprache-Merkel, Fu†ballweltmeisterschaft, hoch Arbeitslosigkeit, Kapitalistische-Tradition-Sozialistisches-Gewand-Merkel",0,"","",""
"16",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",3,"Vergangenheit","Deutschland","","Wirtschafsgeschichte, Rucellai",0,"","",""
"17",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",4,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Giordano-Bruno, Martin-Luther",0,"","",""
"18",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",5,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Adam-Smith, Albert-Hirschmann",0,"","",""
"19",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",6,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Moralische-?konomie, Autonome-?konomie, Kapitalismus-Wachstum",0,"","",""
"20",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",7,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Produktivit?tssteigerung-John-Stuart-Mill, Arbeitspl?tze-Wachstum-Theorie, ",0,"","",""
"21",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",8,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte",0,"","",""
"22",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",9,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Karl-Marx, Rational-Choice-Adam-Smith, Gefangenendilemma",0,"","",""
"23",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",10,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Produktivit?tssteigerung-Theorie, Produktionskostenverringerung-Theorie, Arbeiterenteignung-Marx, Wachstumsgrenzen-Theorie",0,"","",""
"24",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",11,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Arbeitsabschaffung-Marx, Globalisierung-Jeremy-Rifkins, Arbeitskonkurrenz",0,"","",""
"25",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",12,"Vergangenheit","Deutschland","","Heuschrecken-Franz-MÅntefering, Heuschreckenkapitalismus",0,"","",""
"26",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",13,"Vergangenheit","Deutschland","","Wirtschaftsgeschichte, Max-Weber, Kapitalismuskritik",0,"","",""
"27",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",14,"Vergangenheit","Deutschland","","Managerklasse, Max-Weber, Hollywood",0,"","",""
"28",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",15,"Vergangenheit","Deutschland","","Virtualisierung, Arbeitsplatzabbau, B?rse, Kapitalmarkt, Weltbank",0,"","",""
"29",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",16,"Vergangenheit","Deutschland","","Aporiezentrum, vernichtende Wachstumsdynamik",-1,"","",""
"30",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",17,"Vergangenheit","Deutschland","","Home-Oeconomicus, Parteiaustritt-Oscar-Lafontaine, Lohnverzicht-Arbeitnehmer",-1,"","",""
"31",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",18,"Vergangenheit","Deutschland, USA","","Schwarzarbeit",-2,"","",""
"32",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",19,"Gegenwart","Deutschland","","hoch Defizit-Sozialinfrastruktur, unzureichende Krankenversicherung, hohe Kindersterblichkeit, hohe Analphabetenrate, hohe Schulabbrecherquote, hohe Obdachlosenquote-Urban, hohe Staatsverschuldung",-3,"","",""
"33",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",20,"Gegenwart","Deutschland","","hohe Staatsverschuldung, parasit?re Arbeit",1,"","",""
"34",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",21,"Zukunft","Deutschland","","Steuerentlastung-Arbeit-Forderung, Investition-Arbeit-Forderung, Steuerausweitung, Systemkritik",1,"","",""
