"","RMSE h:6","hit h:6"
"cli.ger",0.0413440974179394,0.794871794871795
"cli.eur",0.0505448553474875,0.777777777777778
"R3",0.0553046492883053,0.743589743589744
"R6",0.0555084128831415,0.760683760683761
"var_perc_nword.zeit",0.0646450710242604,0.598290598290598
"R2",0.0654710531656113,0.709401709401709
"R5",0.065680151378174,0.709401709401709
"var_perc_pword.zeit",0.0659533285313491,0.598290598290598
"var_perc_pnword.zeit",0.0664130504424146,0.615384615384615
"R1",0.0664781844964932,0.64957264957265
"R4",0.066711793523784,0.632478632478632
"esi.eu",0.0670149877896248,0.64957264957265
"short.rate",0.0677358992542446,0.581196581196581
"var_perc_dif.zeit",0.0683162055760486,0.572649572649573
"var_perc_nword.zeit3.economic",0.0689341258288381,0.606837606837607
"var_perc_nword.zeit.economic",0.0692886567765768,0.615384615384615
"spread",0.0695035583459772,0.641025641025641
"idio.MTI_DE_Haushaltspolitik",0.0695209147836553,0.641025641025641
"infl",0.0698042353219224,0.606837606837607
"esi.ger",0.0699895020146344,0.641025641025641
"var_perc_pword.zeit3",0.0711039216579695,0.547008547008547
"manuf.order",0.0711378572205357,0.726495726495726
"kur_perc_pword.zeit3",0.0713341363393697,0.632478632478632
"var_perc_pnword.zeit3.economic",0.0713545982867331,0.666666666666667
"var_rnvalue.zeit",0.0715786359451133,0.521367521367521
"var_perc_dif.zeit3",0.0726245145844943,0.564102564102564
"rpvalue.zeit.economic",0.073382029102883,0.572649572649573
"var_perc_nword.zeit3",0.0734743332737646,0.598290598290598
"MTI_all_Gegenwart",0.0741802231482259,0.658119658119658
"tot",0.0743149502267862,0.641025641025641
"AR",0.0744403591130549,0.675213675213675
"eur.stox",0.0744870947471798,0.726495726495726
"kur_perc_pnword.zeit3.economic",0.0749723383210569,0.683760683760684
"zew",0.0751735586525098,0.700854700854701
"rpvalue.zeit3",0.0754785292918595,0.572649572649573
"var_rvalue.zeit3.economic",0.0759035716131303,0.598290598290598
