"","RMSE h:3","hit h:3"
"cli.ger",0.0343311702920545,0.752136752136752
"R3",0.037275077911078,0.692307692307692
"R6",0.0374434682346244,0.692307692307692
"cli.eur",0.0375464110620502,0.692307692307692
"manuf.order",0.0387343125190072,0.700854700854701
"R2",0.0397318234698025,0.700854700854701
"R5",0.0399525170569612,0.709401709401709
"var_perc_nword.zeit",0.0399583051929536,0.547008547008547
"R1",0.0412261237574039,0.683760683760684
"R4",0.0412492679404631,0.683760683760684
"var_perc_pword.zeit",0.0415223105916273,0.52991452991453
"var_perc_dif.zeit",0.0420173312540063,0.504273504273504
"tot",0.0426283518936913,0.615384615384615
"var_perc_nword.zeit.economic",0.0427604703705262,0.641025641025641
"esi.ger",0.0430846991773117,0.623931623931624
"infl",0.0433269563943448,0.615384615384615
"var_perc_dif.zeit3",0.0433920012721947,0.564102564102564
"short.rate",0.0434867655378451,0.615384615384615
"esi.eu",0.043593699177596,0.641025641025641
"var_rnvalue.zeit",0.0438562003484711,0.487179487179487
"var_perc_pword.zeit3",0.0439047078551111,0.495726495726496
"oil",0.0439265969189717,0.606837606837607
"var_perc_pnword.zeit",0.0441857362713273,0.555555555555556
"im.pr",0.0442250844836373,0.547008547008547
"spread",0.0444108032145498,0.632478632478632
"RWort",0.0447332443968787,0.606837606837607
"kur_perc_pword.zeit3",0.0447637269723742,0.598290598290598
"var_perc_pnword.zeit3.economic",0.0453073362263559,0.615384615384615
"idio.MTI_DE_Haushaltspolitik",0.0454662374138194,0.581196581196581
"rpvalue.zeit.economic",0.0454667599576604,0.581196581196581
"var_perc_nword.zeit3.economic",0.0455323264460827,0.58974358974359
"var_rpvalue.zeit",0.0455613354656889,0.512820512820513
"ex.pr",0.0455895346826842,0.632478632478632
"kur_perc_pnword.zeit3.economic",0.0459636254050598,0.666666666666667
"rvalue.zeit.economic",0.0460678730543084,0.64957264957265
"dax",0.0462292354437268,0.641025641025641
"var_perc_pnword.zeit3",0.0462801256166409,0.598290598290598
"rpvalue.zeit3",0.0464327601526521,0.572649572649573
"kur_perc_pword.zeit3.economic",0.0465360334305844,0.615384615384615
"eur.stox",0.046651997424845,0.717948717948718
"MTI_all_Gegenwart",0.0466624275710426,0.623931623931624
"cons.conf",0.0467953879780828,0.52991452991453
"RWort_sc",0.0468446391114357,0.623931623931624
"var_rvalue.zeit",0.04689380892382,0.521367521367521
"npword.zeit.economic",0.0469368898040316,0.512820512820513
"var_perc_dif.zeit.economic",0.0470523638846872,0.538461538461538
"idio.MTI_all_Konjunktur",0.0470619880268043,0.641025641025641
"MTI_DE_Arbeitsmarkt",0.0471888223670503,0.598290598290598
"kur_perc_pword.zeit",0.0472083743178871,0.555555555555556
"idio.MTI_DE_Arbeitsmarkt",0.047277176921262,0.632478632478632
"MTI_all_Arbeitsmarkt",0.047357227224296,0.623931623931624
"MTI_all_Haushaltspolitik",0.0473834927691037,0.598290598290598
"perc_nword.zeit.economic",0.047439699459211,0.64957264957265
"rpvalue.zeit3.economic",0.0474804012181425,0.606837606837607
"kur_perc_pnword.zeit3",0.0476015322672206,0.615384615384615
"usd",0.0476813027590648,0.572649572649573
"mti_pc1",0.0476923233129414,0.555555555555556
"naive",0.0477053879744286,0
"MTI_DE_Haushaltspolitik",0.0477569403277848,0.615384615384615
"var_rvalue.zeit3.economic",0.0477647768744879,0.504273504273504
"rvalue.zeit3",0.0477790650304039,0.606837606837607
"idio.MTI_all_Haushaltspolitik",0.0477831670242363,0.555555555555556
"kur_perc_dif.zeit",0.0478064857720826,0.572649572649573
"var_rvalue.zeit.economic",0.0478129199782417,0.547008547008547
"kur_rvalue.zeit3",0.0478558272042944,0.58974358974359
"MTI_DE_Klima",0.0478797590301848,0.538461538461538
"rpvalue.zeit",0.047885574494958,0.52991452991453
"npword.zeit",0.0479411892150204,0.521367521367521
"idio.MTI_all_Arbeitsmarkt",0.0479553209266171,0.598290598290598
"var_rvalue.zeit3",0.0479603495517773,0.487179487179487
"pvalue.zeit",0.0480641225368302,0.555555555555556
"zew",0.0480693477192703,0.64957264957265
"var_perc_pnword.zeit.economic",0.0481503216762067,0.512820512820513
"perc_dif.zeit3",0.0482097960508992,0.598290598290598
"kur_perc_pnword.zeit",0.0483121783639697,0.572649572649573
