"","RMSE h:1","hit h:1"
"manuf.order",0.0234535062891737,0.675213675213675
"var_perc_dif.zeit3",0.023621871932248,0.615384615384615
"var_perc_pword.zeit3",0.0236880136512162,0.675213675213675
"var_perc_dif.zeit",0.0237995252894718,0.615384615384615
"var_perc_pword.zeit",0.0238131497206741,0.623931623931624
"ex.pr",0.0241596407598307,0.658119658119658
"infl",0.0241803832895417,0.692307692307692
"var_perc_nword.zeit",0.0242896243722863,0.615384615384615
"R3",0.0243011894771966,0.641025641025641
"R6",0.0243142656676552,0.641025641025641
"tot",0.0243634357866223,0.632478632478632
"oil",0.0246705289632244,0.606837606837607
"var_rnvalue.zeit",0.0247471681044138,0.547008547008547
"esi.ger",0.0247834329461253,0.641025641025641
"var_perc_pnword.zeit",0.0248645633126519,0.623931623931624
"kur_perc_pword.zeit",0.024980470777698,0.58974358974359
"cli.ger",0.0249852108230475,0.658119658119658
"im.pr",0.0250913745990042,0.666666666666667
"kur_perc_pword.zeit3.economic",0.0251187362092773,0.598290598290598
"RWort",0.0251838891124009,0.623931623931624
"var_perc_pnword.zeit3.economic",0.0252249675980058,0.58974358974359
"naive",0.025272633112265,0
"idio.MTI_all_Konjunktur",0.0252794288037073,0.598290598290598
"spread",0.0253032771737109,0.52991452991453
"RWort_sc",0.0253083895308424,0.64957264957265
"MTI_all_Arbeitsmarkt",0.0253311796455956,0.64957264957265
"var_rvalue.zeit3",0.0253395537576221,0.623931623931624
"kur_perc_pnword.zeit",0.0254200554166783,0.641025641025641
"MTI_all_Gegenwart",0.0254223488631185,0.58974358974359
"MTI_DE_Arbeitsmarkt",0.0254543304746543,0.641025641025641
"kur_perc_pnword.zeit3.economic",0.0254975396489651,0.641025641025641
"cli.eur",0.0255036254856417,0.623931623931624
"var_rvalue.zeit",0.0255088687358793,0.581196581196581
"esi.eu",0.025556174098897,0.632478632478632
"var_perc_pnword.zeit3",0.0255594114922527,0.683760683760684
"idio.MTI_DE_Arbeitsmarkt",0.0256085768114222,0.658119658119658
"gfk",0.025657097134245,0.623931623931624
"var_perc_nword.zeit.economic",0.0256867537611259,0.606837606837607
"var_perc_pword.zeit.economic",0.025753236214785,0.632478632478632
"rpvalue.zeit",0.0258092481602613,0.555555555555556
"npword.zeit.economic",0.0258099320009775,0.572649572649573
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.0258684399553584,0.555555555555556
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.0258713699696006,0.555555555555556
"idio.MTI_all_Arbeitsmarkt",0.025969837822806,0.632478632478632
"short.rate",0.0259732153650204,0.598290598290598
"idio.MTI_all_Zukunft",0.0259949781226323,0.598290598290598
"idio.MTI_DE_Haushaltspolitik",0.0259987107677401,0.512820512820513
"kur_perc_pnword.zeit.economic",0.0260225175877705,0.623931623931624
"var_perc_nword.zeit3.economic",0.0260651223751934,0.632478632478632
"kur_perc_pword.zeit3",0.0260896389849899,0.615384615384615
