"","RMSE h:12","hit h:12"
"var_perc_nword.zeit",0.377173227363144,0.801724137931034
"idio.MTI_all_all",0.386472798848486,0.810344827586207
"var_perc_dif.zeit",0.38676525475943,0.78448275862069
"spread",0.389227187037383,0.75
"idio.MTI_all_Klima",0.390104164891898,0.801724137931034
"idio.MTI_all_Gegenwart",0.391520345846293,0.775862068965517
"kur_perc_pnword.zeit",0.39191655073546,0.78448275862069
"nnword.zeit",0.393426772020681,0.724137931034483
"idio.MTI_DE_Klima",0.393525161726407,0.793103448275862
"idio.MTI_all_Zukunft",0.396470804680183,0.775862068965517
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.396898854922685,0.801724137931034
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.396975059792794,0.793103448275862
"rnvalue.zeit.economic",0.398087156189117,0.767241379310345
"perc_nword.zeit",0.398983992935531,0.71551724137931
"kur_perc_pword.zeit.economic",0.399689733802378,0.775862068965517
"kur_perc_pword.zeit",0.399817938024241,0.78448275862069
"var_rvalue.zeit",0.400066841156582,0.78448275862069
"idio.MTI_DE_all",0.401436267009098,0.78448275862069
"kur_perc_dif.zeit.economic",0.401552898625935,0.775862068965517
"pvalue.zeit.economic",0.401656607872337,0.75
"kur_perc_pnword.zeit3",0.402232937352646,0.775862068965517
"oil",0.402275421816083,0.75
"kur_perc_pnword.zeit.economic",0.406893413699199,0.741379310344828
"kur_perc_nword.zeit.economic",0.408088816221153,0.78448275862069
"rvalue.zeit",0.409245414746666,0.75
"rpvalue.zeit",0.409735556752139,0.78448275862069
"MTI_all_all",0.410099946127062,0.775862068965517
"perc_dif.zeit",0.410197048727121,0.793103448275862
"kur_perc_dif.zeit3.economic",0.410469712975352,0.775862068965517
"MTI_all_Konjunktur",0.410731327747086,0.793103448275862
"nvalue.zeit",0.411242037101255,0.71551724137931
"idio.MTI_DE_Konjunktur",0.411242336222823,0.793103448275862
"perc_pword.zeit",0.411762587800435,0.767241379310345
"idio.MTI_DE_Gegenwart",0.411890289870955,0.741379310344828
"esi.ger",0.412291973276148,0.78448275862069
"var_rnvalue.zeit",0.415566742936643,0.775862068965517
"MTI_all_Klima",0.416948017958436,0.767241379310345
"MTI_DE_Konjunktur",0.417678525213687,0.775862068965517
"MTI_DE_Zukunft",0.417759585842157,0.75
"idio.MTI_DE_Arbeitsmarkt",0.418395150306058,0.775862068965517
"rpvalue.zeit.economic",0.418920326956725,0.775862068965517
"kur_perc_dif.zeit",0.419707369457556,0.75
"kur_perc_pnword.zeit3.economic",0.421406132280092,0.698275862068966
"pvalue.zeit",0.421481356101595,0.741379310344828
"var_perc_nword.zeit.economic",0.421671311584767,0.775862068965517
"MTI_all_Zukunft",0.421844620312915,0.75
"idio.MTI_DE_Zukunft",0.423404100736955,0.724137931034483
"MTI_all_Steuerpolitik",0.423463425973655,0.732758620689655
"kur_perc_pword.zeit3",0.424226657505158,0.78448275862069
"MTI_DE_all",0.424800824435257,0.793103448275862
"MTI_DE_Klima",0.426607689064879,0.767241379310345
"idio.MTI_all_Arbeitsmarkt",0.427027320975273,0.767241379310345
"MTI_DE_Steuerpolitik",0.427611622094952,0.724137931034483
"idio.MTI_all_Konjunktur",0.429161858351201,0.741379310344828
"short.rate",0.429564331465133,0.646551724137931
"var_perc_pword.zeit",0.429706751269739,0.758620689655172
"idio.MTI_DE_Steuerpolitik",0.429942439313339,0.724137931034483
"kur_perc_nword.zeit3.economic",0.430312025632338,0.732758620689655
"idio.MTI_all_Steuerpolitik",0.430497609283086,0.732758620689655
"gfk",0.43270531399277,0.767241379310345
"kur_perc_pword.zeit3.economic",0.433651430875335,0.732758620689655
"nword.zeit",0.433747230914163,0.724137931034483
"MTI_DE_Arbeitsmarkt",0.434408567757062,0.78448275862069
"var_rvalue.zeit.economic",0.436227725798069,0.724137931034483
"mti_pc1",0.438527220762655,0.801724137931034
"var_perc_pnword.zeit.economic",0.438964777371149,0.767241379310345
"kur_rnvalue.zeit",0.43965973661994,0.663793103448276
"MTI_all_Arbeitsmarkt",0.440479051732515,0.78448275862069
"var_rvalue.zeit3.economic",0.442170792599146,0.706896551724138
"R3",0.442333642998434,0.724137931034483
"kur_rnvalue.zeit.economic",0.442785363183531,0.724137931034483
"R6",0.443978824048986,0.71551724137931
"rpvalue.zeit3",0.446640421533111,0.741379310344828
"perc_dif.zeit3",0.44719461832769,0.71551724137931
"npword.zeit",0.449358929610965,0.724137931034483
"mnom",0.450204970112313,0.793103448275862
"CA",0.452034531932125,0.801724137931034
"var_perc_pnword.zeit",0.454640848874351,0.724137931034483
"idio.MTI_DE_Haushaltspolitik",0.454743390248574,0.706896551724138
"MTI_all_Gegenwart",0.454863815952005,0.758620689655172
"kur_rnvalue.zeit3.economic",0.455460860673745,0.681034482758621
"mpi",0.458416893516158,0.706896551724138
"cons.conf",0.459482073210441,0.672413793103448
"nvalue.zeit3",0.459639977193135,0.706896551724138
"nword.zeit.economic",0.460398175531928,0.724137931034483
"esi.eu",0.461256876383581,0.698275862068966
"var_rvalue.zeit3",0.462263480621585,0.71551724137931
"empl",0.465050093879249,0.672413793103448
"MTI_DE_Gegenwart",0.46635077335795,0.71551724137931
"var_perc_pnword.zeit3",0.468622261658751,0.724137931034483
"long.rate",0.47257774329713,0.655172413793103
"kur_rnvalue.zeit3",0.47349569674288,0.637931034482759
"cli.ger",0.473748447542712,0.681034482758621
"perc_nword.zeit3",0.474023422786965,0.681034482758621
"tot",0.474233525764526,0.672413793103448
"R4",0.476547483626343,0.672413793103448
"R1",0.476651668766739,0.672413793103448
"xnom",0.476806880058757,0.793103448275862
"rvalue.zeit3",0.47933337472162,0.672413793103448
"rnvalue.zeit3.economic",0.484380017236205,0.698275862068966
"rnvalue.zeit",0.490631611984537,0.767241379310345
"var_perc_pword.zeit.economic",0.49090468332076,0.732758620689655
"var_perc_pword.zeit3",0.493832455477756,0.71551724137931
"xreal",0.495270442835377,0.775862068965517
"var_rnvalue.zeit.economic",0.495617600715187,0.655172413793103
"rvalue.zeit.economic",0.496755238298936,0.698275862068966
"rpvalue.zeit3.economic",0.498859958951389,0.689655172413793
"perc_pnword.zeit",0.499505711010338,0.620689655172414
"eur.stox",0.499967357964996,0.681034482758621
"R2",0.503639851518899,0.724137931034483
"R5",0.505456229117812,0.71551724137931
"var_rpvalue.zeit3.economic",0.509222375112776,0.698275862068966
"perc_pword.zeit3",0.509394671593835,0.637931034482759
"npword.zeit.economic",0.511890615691553,0.706896551724138
"kur_rvalue.zeit",0.51241424615028,0.758620689655172
"perc_pnword.zeit.economic",0.516555075963023,0.698275862068966
"idio.MTI_all_Haushaltspolitik",0.517397947815356,0.637931034482759
"kur_rvalue.zeit3",0.517928875717305,0.698275862068966
"perc_nword.zeit.economic",0.520404632400316,0.681034482758621
"var_rpvalue.zeit",0.524691744783567,0.689655172413793
"perc_pnword.zeit3.economic",0.525592319117214,0.655172413793103
"nnword.zeit3",0.528305408275823,0.71551724137931
"var_rpvalue.zeit.economic",0.530254680782775,0.681034482758621
"kur_perc_dif.zeit3",0.538026061694248,0.741379310344828
"infl",0.542119506688173,0.75
"AR",0.546288593782986,0.732758620689655
"rnvalue.zeit3",0.5477089715931,0.724137931034483
"rvalue.zeit3.economic",0.550286684568344,0.646551724137931
"dax",0.55331160238357,0.663793103448276
"perc_nword.zeit3.economic",0.554135206244954,0.646551724137931
"var_perc_dif.zeit.economic",0.55714691759901,0.801724137931034
"zew",0.558362083834973,0.629310344827586
"mreal",0.560222087486785,0.724137931034483
"var_perc_nword.zeit3.economic",0.561876165204789,0.689655172413793
"var_perc_dif.zeit3",0.580795464021702,0.689655172413793
"kur_rpvalue.zeit",0.588419589120034,0.793103448275862
"manuf.order",0.590366337850592,0.655172413793103
"naive",0.590597219898681,0
"var_rnvalue.zeit3.economic",0.594588629320363,0.646551724137931
"nnword.zeit.economic",0.595180184728983,0.620689655172414
"nword.zeit3.economic",0.598722907720165,0.586206896551724
"var_rnvalue.zeit3",0.611728521295592,0.741379310344828
"kur_rpvalue.zeit3.economic",0.611955612271158,0.698275862068966
"cli.eur",0.616409580796636,0.603448275862069
"pvalue.zeit3.economic",0.625880282545679,0.594827586206897
"var_perc_pword.zeit3.economic",0.628876724133202,0.706896551724138
"nvalue.zeit.economic",0.631708233421135,0.551724137931034
"kur_perc_nword.zeit",0.637993835920022,0.732758620689655
"npword.zeit3.economic",0.640805893217933,0.620689655172414
"npword.zeit3",0.645895771566381,0.663793103448276
"var_perc_dif.zeit3.economic",0.649684508895108,0.71551724137931
"nnword.zeit3.economic",0.653421977108137,0.551724137931034
"perc_pnword.zeit3",0.656706187617532,0.586206896551724
"nvalue.zeit3.economic",0.679596677507199,0.568965517241379
"nword.zeit3",0.681819282142441,0.672413793103448
"RWort_sc",0.6884111630886,0.646551724137931
"perc_dif.zeit.economic",0.698822727335723,0.741379310344828
"kur_perc_nword.zeit3",0.70024671029307,0.689655172413793
"var_perc_pnword.zeit3.economic",0.711250749310644,0.663793103448276
"u",0.718099820880146,0.474137931034483
"RWort",0.722702862737736,0.672413793103448
"perc_pword.zeit.economic",0.730046670412662,0.775862068965517
"pvalue.zeit3",0.768144668875365,0.672413793103448
"usd",0.781248953247171,0.706896551724138
"MTI_DE_Haushaltspolitik",0.790508730389002,0.689655172413793
"var_perc_nword.zeit3",0.800346102963812,0.706896551724138
"perc_dif.zeit3.economic",0.829446865121107,0.629310344827586
"kur_rpvalue.zeit.economic",0.86381638388665,0.758620689655172
"kur_rpvalue.zeit3",0.925298588678602,0.698275862068966
"perc_pword.zeit3.economic",0.941792882348771,0.706896551724138
"kur_rvalue.zeit.economic",1.00476737150346,0.758620689655172
"kur_rvalue.zeit3.economic",1.02965482362986,0.71551724137931
"MTI_all_Haushaltspolitik",1.09557251188137,0.663793103448276
