"","RMSE h:6","hit h:6"
"var_perc_dif.zeit",0.341398653078517,0.735042735042735
"var_rvalue.zeit",0.357323513164479,0.700854700854701
"var_perc_nword.zeit",0.367805345477054,0.743589743589744
"kur_perc_dif.zeit",0.369092029532995,0.717948717948718
"R3",0.369527044571931,0.735042735042735
"esi.eu",0.371124144642281,0.700854700854701
"idio.MTI_DE_Konjunktur",0.374355259519933,0.752136752136752
"MTI_DE_Steuerpolitik",0.375147884746261,0.760683760683761
"idio.MTI_DE_Steuerpolitik",0.377173395743363,0.752136752136752
"idio.MTI_all_all",0.380112829161158,0.726495726495726
"spread",0.380684975473941,0.769230769230769
"idio.MTI_all_Klima",0.380934775788005,0.717948717948718
"MTI_all_Konjunktur",0.381032136170353,0.717948717948718
"R6",0.381547629623698,0.726495726495726
"MTI_DE_Konjunktur",0.382507065297383,0.735042735042735
"rnvalue.zeit",0.383241293411685,0.700854700854701
"kur_perc_pword.zeit.economic",0.383800509233468,0.709401709401709
"kur_perc_pnword.zeit",0.38391947381591,0.709401709401709
"var_perc_nword.zeit.economic",0.384065575906315,0.700854700854701
"var_rnvalue.zeit",0.385031871591553,0.726495726495726
"esi.ger",0.38504902672659,0.735042735042735
"kur_perc_pword.zeit",0.385292138277536,0.735042735042735
"idio.MTI_DE_all",0.38553183962742,0.692307692307692
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.386763483785666,0.735042735042735
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.386803108442916,0.735042735042735
"rnvalue.zeit.economic",0.386908562527152,0.64957264957265
"idio.MTI_all_Gegenwart",0.387501140654264,0.717948717948718
"MTI_all_Steuerpolitik",0.387994050716221,0.726495726495726
"idio.MTI_DE_Arbeitsmarkt",0.388536331533009,0.717948717948718
"perc_dif.zeit",0.389201073089685,0.683760683760684
"var_rvalue.zeit.economic",0.38939799653409,0.726495726495726
"idio.MTI_DE_Gegenwart",0.390266300956213,0.675213675213675
"rvalue.zeit",0.391365366869148,0.692307692307692
"idio.MTI_all_Zukunft",0.391407742073548,0.717948717948718
"idio.MTI_DE_Klima",0.391444916715102,0.692307692307692
"idio.MTI_all_Steuerpolitik",0.391461443070305,0.735042735042735
"kur_rvalue.zeit",0.393608881611842,0.735042735042735
"var_perc_pword.zeit",0.393829720426878,0.675213675213675
"kur_perc_dif.zeit.economic",0.393831779399646,0.709401709401709
"MTI_all_all",0.394372765371459,0.709401709401709
"idio.MTI_all_Konjunktur",0.394716446822666,0.709401709401709
"CA",0.395147514440051,0.743589743589744
"MTI_DE_Zukunft",0.395999601770224,0.64957264957265
"var_rvalue.zeit3.economic",0.396301342889975,0.735042735042735
"perc_nword.zeit",0.396917552770085,0.64957264957265
"kur_perc_pword.zeit3",0.397397562784076,0.726495726495726
