Title;Abschnitt;Text;Link
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;1;Wäre der Gesetzentwurf zum Bürokratieabbau eine Klassenarbeit, es stände wohl gute Ansätze darunter und eine mittelmäßige Note. So jedenfalls könnte man die Meinung der Fachleute interpretieren, die an diesem Montag vor dem Wirtschaftsausschuss des Bundestags zur Anhörung versammelt waren.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;2;Dass die Koalition und allen voran die Bundeskanzlerin den Verwaltungswust lichten möchte, finden alle gut. Auch gegen das Wie hat zunächst niemand viel einzuwenden. Nur genügen die Pläne der Bundesregierung nicht, sagen besonders jene, die die Wirtschaft vertreten. Zum Beispiel der Deutsche Industrie- und Handelstag. Er schrieb in seiner Stellungnahme, der Abbau bürokratischer Hemmnisse insbesondere in der mittelständischen Wirtschaft sei in der Summe seiner Entlastungswirkungen bei weitem nicht ausreichend. Das ist eine erstaunliche Feststellung, wenn man sich vor Augen führt, dass die in Berlin anwesenden Experten damit rechnen, die geplanten Maßnahmen könnten die Wirtschaft um mehr als 20 Milliarden Euro entlasten.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;3;Doch der DIHK hält daran fest, dass aus Sicht der Unternehmen Bürokratie weit über die Informationspflichten hinausreicht. Auf diese Pflichten jedoch will die Bundesregierung sich beschränken, also auf  den Aufwand, den Unternehmen haben mit Anträgen, Statistiken, Rechenschaftsberichten. Auch das Institut für Mittelstandsforschung kritisiert den Entwurf deshalb als Einzelmaßnahme. Dem hält der Potsdamer Politikwissenschaftler Werner Jann entgegen, Regulierungen könnten nur entflochten werden, wenn man sich auf ein Feld konzentriert, weil sonst die Gefahr, sich in Einzelinteressen und Fachdiskussionen zu verstricken, zu groß sei.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;4;Weitgehende Einigkeit herrschte unter den Sachverständigen jedoch, dass das in den Niederlanden erfolgreich umgesetzte Modell zum Abbau von Bürokratiekosten eine gute Grundlage für Deutschland liefert. Durch international vergleichbare Daten werde ein spannender Wettbewerb über die Höhe der Bürokratiekosten in Europa ausgelöst, sagte der Rektor der Bielefelder Fachhochschule des Mittelstandes, Gerhard Klippstein.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;5;Kritischer beurteilten die Wissenschaftler dagegen die Einrichtung eines Normenkontrollrats. Nicht, weil sie dagegen wären. Sondern weil sie fürchten, dass einem solchen Rat zu wenig Kompetenzen zugestanden werden könnten. So ist noch ungeklärt, ob der Normenkontrollrat, der alle Gesetze, die in Ministerien entstehen, auf ihre Kostenwirkung hin überprüfen soll, auch auf jene Entwürfe zugreifen darf, die aus dem Bundestag oder dem Bundesrat kommen. Staatsministerin Hildegard Müller ( CDU ), im Kanzleramt federführend für das Projekt, will dies unbedingt. Ob aber die Fraktionen davon genauso überzeugt sind, ist nicht so sicher.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;6;Die Bertelsmann-Stiftung, die schon seit Monaten intensive Lobbyarbeit für das niederländische Modell betreibt, hat noch ein weiteres Schlupfloch im neuen Gesetz gefunden. Darin steht, dass die Behörden von Bund und Ländern dem neuen Rat Amtshilfe bei seiner Arbeit leisten sollen. Von einer Pflicht, den Rat zu informieren, steht dort nichts. Allerdings könnte man einwenden, die Bitte um Amtshilfe sollte genug Gewicht entwickeln, die entsprechenden Beamten dazu zu bewegen, mit den Normenkontrolleuren zusammenzuarbeiten. Denn letztlich gilt, was Müller  ZEIT online  sagte: Man kann Bürokratieabbau nicht gegen Beamte betreiben.;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Bürokratieabbau: Schelte für Deregulierer | ZEIT ONLINE;7;Ein Bonmot lieferte schließlich der Deutsche Gewerkschaftsbund. Sein Vertreter hält eine umfängliche Deregulierung gar nicht für notwendig. Bürokratie kann mit moderner Informations- und modernen Kommunikationstechnik heute viel einfacher verarbeitet werden. Na, denn ...;http://www.zeit.de/online/2006/22/buerkratie-abbau-anhoerung/komplettansicht?print=true
Finanzkrise: Deutsche Bank meldet Milliardenverlust | ZEIT ONLINE;1;Den Verlust im vierten Quartal teilte die deutsche Privatbank am Mittwoch in Frankfurt aufgrund vorläufiger Zahlen mit. Für das Gesamtjahr geht das Institut von einem Minus von 3,9 Milliarden Euro aus. Im Vorjahr hatte die Bank noch einen Rekordgewinn von 6,5 Milliarden Euro erzielt.;http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true
Finanzkrise: Deutsche Bank meldet Milliardenverlust | ZEIT ONLINE;2;Zum Jahreswechsel 2008/2009 habe die Kernkapitalquote der Bank bei zehn Prozent gelegen. Die Dividende von 50 Cent pro Aktie für das Geschäftsjahr 2008 sei in dieser Berechnung bereits berücksichtigt, hieß es.;http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true
Finanzkrise: Deutsche Bank meldet Milliardenverlust | ZEIT ONLINE;3;Das extrem schwierige Marktumfeld hat einige Schwächen in der Bank aufgezeigt, wird Deutsche-Bank-Chef Josef Ackermann in einer Erklärung zitiert. Die Kapitalstärke ermögliche es der Bank aber, den extrem schwierigen Marktbedingungen standzuhalten. Die Aktie des Finanzinstituts brach im frühen Mittwochshandel in der Spitze um 8,3 Prozent auf 22,26 Euro ein.;http://www.zeit.de/online/2009/03/deutsche-bank-postbank-uebernahme/komplettansicht?print=true
