"","RMSE h:6","hit h:6"
"R2",0.00454132121232665,0.739130434782609
"R4",0.00462023837255665,0.773913043478261
"R1",0.00463134472843256,0.782608695652174
"R5",0.00465866241952327,0.730434782608696
"esi.ger",0.00491892505030403,0.721739130434783
"var_perc_pnword.zeit",0.00514105086954956,0.617391304347826
"var_perc_nword.zeit",0.00529738875005841,0.565217391304348
"naive",0.00529998049356351,0
"kur_rpvalue.zeit",0.00534833227965685,0.617391304347826
"kur_rpvalue.zeit.economic",0.00539099874952008,0.617391304347826
"kur_perc_pnword.zeit",0.00539199533734347,0.626086956521739
"npword.zeit.economic",0.0054221497015937,0.469565217391304
"idio.MTI_DE_all",0.00544598190961419,0.634782608695652
"var_perc_pword.zeit",0.00544753130162383,0.573913043478261
"idio.MTI_DE_Klima",0.00545037223268157,0.660869565217391
"var_perc_pnword.zeit.economic",0.00545940747419505,0.582608695652174
"idio.MTI_all_Konjunktur",0.00546683926308666,0.652173913043478
"idio.MTI_all_all",0.00546934322380626,0.6
"kur_perc_dif.zeit.economic",0.0054823807188715,0.6
"var_perc_dif.zeit",0.00549454481836854,0.582608695652174
"AR",0.00551018663827048,0.695652173913043
"gfk",0.00553427259542891,0.721739130434783
"npword.zeit",0.00554463164157838,0.495652173913044
"rnvalue.zeit.economic",0.00554656399859122,0.6
"var_perc_nword.zeit.economic",0.0055476349506624,0.591304347826087
"kur_perc_pword.zeit.economic",0.00556258899511894,0.608695652173913
"var_rvalue.zeit.economic",0.00557749154700321,0.565217391304348
"perc_nword.zeit",0.00558127352557205,0.6
"nnword.zeit",0.00559701275586224,0.460869565217391
"nword.zeit.economic",0.00560082215101144,0.469565217391304
"rpvalue.zeit",0.00561428736756255,0.573913043478261
"kur_rnvalue.zeit",0.00563408386073113,0.591304347826087
"var_rpvalue.zeit.economic",0.00563615376299589,0.573913043478261
"RWort",0.00563878997222751,0.678260869565217
"perc_nword.zeit.economic",0.00564354142622868,0.573913043478261
"kur_rnvalue.zeit.economic",0.00564478739387401,0.634782608695652
"perc_pnword.zeit",0.00566008714880216,0.573913043478261
