"","RMSE h:3","hit h:3"
"rpvalue.zeit.economic",0.154987726474367,0.572649572649573
"naive",0.157401626101609,0
"dax",0.158306907575368,0.615384615384615
"idio.MTI_DE_all",0.174890415234742,0.547008547008547
"idio.MTI_DE_Konjunktur",0.17604244120893,0.632478632478632
"npword.zeit",0.186172135026849,0.623931623931624
"perc_pnword.zeit.economic",0.192272299769744,0.521367521367521
"nword.zeit",0.192735946107575,0.572649572649573
"rpvalue.zeit3.economic",0.193147928166247,0.555555555555556
"rvalue.zeit",0.193695968367553,0.623931623931624
"var_perc_pword.zeit",0.194098787826737,0.581196581196581
"rvalue.zeit3.economic",0.197173736915611,0.581196581196581
"rnvalue.zeit",0.197694830153206,0.632478632478632
"idio.MTI_all_all",0.197785004283156,0.547008547008547
"kur_perc_pword.zeit",0.198498215307803,0.581196581196581
"rvalue.zeit.economic",0.199573136967001,0.632478632478632
"idio.MTI_DE_Gegenwart",0.200174871399817,0.615384615384615
"pvalue.zeit",0.200887681378551,0.555555555555556
"kur_perc_pword.zeit3",0.201182984465078,0.632478632478632
"long.rate",0.202732078501058,0.538461538461538
"esi.ger",0.203037319432586,0.598290598290598
"perc_pnword.zeit3.economic",0.203501012267155,0.52991452991453
"gfk",0.204004842813597,0.623931623931624
"CA",0.204717445739787,0.495726495726496
"idio.MTI_all_Konjunktur",0.206764728021418,0.615384615384615
"rvalue.zeit3",0.206937287433278,0.692307692307692
"npword.zeit3",0.207484540965378,0.555555555555556
"rnvalue.zeit.economic",0.209712220553356,0.58974358974359
"kur_rnvalue.zeit.economic",0.210574666199943,0.632478632478632
"idio.MTI_all_Klima",0.211023745007898,0.538461538461538
"idio.MTI_all_Zukunft",0.212729213246883,0.555555555555556
"var_perc_dif.zeit3.economic",0.213266649263395,0.581196581196581
"idio.MTI_all_Gegenwart",0.213468801264853,0.581196581196581
"MTI_all_Zukunft",0.214655258200848,0.572649572649573
"kur_perc_pnword.zeit.economic",0.215231023566438,0.64957264957265
"MTI_all_Haushaltspolitik",0.215550425226033,0.666666666666667
"var_perc_pword.zeit3",0.215678139592442,0.547008547008547
"idio.MTI_DE_Klima",0.217440936283114,0.58974358974359
"var_perc_dif.zeit.economic",0.217546098032991,0.623931623931624
"AR",0.217568934016844,0.58974358974359
"kur_perc_pnword.zeit3.economic",0.219138375452617,0.547008547008547
"rpvalue.zeit",0.21915640310284,0.623931623931624
"R1",0.219427587225598,0.504273504273504
"R4",0.220447174966404,0.504273504273504
"var_perc_pnword.zeit",0.220816877627813,0.598290598290598
"usd",0.220859552367945,0.538461538461538
"kur_perc_pnword.zeit",0.221019374736052,0.52991452991453
"var_rvalue.zeit",0.22103005081799,0.58974358974359
"kur_perc_nword.zeit.economic",0.221584234802438,0.615384615384615
"oil",0.22220119053978,0.632478632478632
"MTI_DE_Haushaltspolitik",0.222702041764086,0.658119658119658
"idio.MTI_DE_Zukunft",0.223422773640498,0.581196581196581
"MTI_DE_Zukunft",0.223513357920047,0.598290598290598
"xpi",0.224505756061462,0.683760683760684
"var_perc_pword.zeit.economic",0.224950989419456,0.547008547008547
"RWort",0.225451025416722,0.623931623931624
"var_rnvalue.zeit",0.226452762119171,0.606837606837607
"kur_rnvalue.zeit3.economic",0.226494480212841,0.666666666666667
"nnword.zeit",0.226916777948531,0.581196581196581
"rpvalue.zeit3",0.227052637520926,0.615384615384615
"kur_rnvalue.zeit",0.227989298215712,0.615384615384615
"kur_rnvalue.zeit3",0.228622279938871,0.64957264957265
"short.rate",0.228916315108555,0.58974358974359
"pvalue.zeit.economic",0.23130532030077,0.606837606837607
"mreal",0.232007824461215,0.632478632478632
"zew",0.232135835996218,0.692307692307692
"R5",0.232705395721524,0.572649572649573
"rnvalue.zeit3",0.233012959404584,0.487179487179487
"var_rvalue.zeit3",0.233031682033555,0.606837606837607
"R2",0.233032015567968,0.564102564102564
"manuf.order",0.233553310720826,0.581196581196581
"kur_perc_nword.zeit3.economic",0.234979277632235,0.623931623931624
"MTI_DE_Steuerpolitik",0.236360598942155,0.641025641025641
"idio.MTI_DE_Steuerpolitik",0.236557580027112,0.641025641025641
"xreal",0.236830078056829,0.444444444444444
"idio.MTI_DE_Arbeitsmarkt",0.237785818801404,0.658119658119658
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.238108470395234,0.572649572649573
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.238190134820715,0.572649572649573
"nvalue.zeit.economic",0.238424756898693,0.52991452991453
"rnvalue.zeit3.economic",0.238547361287805,0.58974358974359
"RWort_sc",0.239006245785669,0.615384615384615
"idio.MTI_all_Steuerpolitik",0.239305944484323,0.547008547008547
"MTI_all_Steuerpolitik",0.240456301641738,0.547008547008547
"R3",0.240502403128991,0.58974358974359
"kur_rpvalue.zeit",0.240639244891952,0.615384615384615
"idio.MTI_all_Arbeitsmarkt",0.241487365933734,0.666666666666667
"infl",0.242244651106396,0.666666666666667
"R6",0.242431159985928,0.564102564102564
"kur_perc_dif.zeit.economic",0.242648909630226,0.58974358974359
"MTI_DE_Konjunktur",0.244169544000918,0.606837606837607
"nnword.zeit.economic",0.244525449469622,0.547008547008547
"var_rpvalue.zeit3.economic",0.245257181677724,0.572649572649573
"spread",0.245431998842668,0.58974358974359
"mpi",0.245605097730636,0.675213675213675
"kur_perc_nword.zeit",0.245699432698804,0.623931623931624
"perc_dif.zeit",0.245974396790412,0.606837606837607
"nword.zeit3",0.246230030461997,0.52991452991453
"perc_nword.zeit3.economic",0.247562607443983,0.572649572649573
"var_rpvalue.zeit",0.248576963297463,0.572649572649573
"kur_perc_pword.zeit.economic",0.248927919386273,0.598290598290598
"MTI_all_all",0.250129138960642,0.581196581196581
"mnom",0.250134104602031,0.555555555555556
"perc_pword.zeit3",0.25062152079424,0.615384615384615
"mti_pc1",0.2512734187961,0.615384615384615
"perc_pword.zeit",0.251803632682408,0.598290598290598
"nvalue.zeit3.economic",0.251809065795445,0.581196581196581
"kur_perc_dif.zeit",0.253104954483255,0.606837606837607
"xnom",0.253916861308284,0.47008547008547
"nword.zeit.economic",0.254737769561849,0.547008547008547
"MTI_all_Konjunktur",0.256144914943026,0.615384615384615
"MTI_DE_Klima",0.256232059957114,0.632478632478632
"var_perc_pword.zeit3.economic",0.256549857741001,0.572649572649573
"kur_perc_pword.zeit3.economic",0.256886414325528,0.632478632478632
"perc_dif.zeit3",0.257242557982894,0.692307692307692
"pvalue.zeit3",0.25924944490333,0.581196581196581
"MTI_DE_all",0.260231754978157,0.606837606837607
"MTI_all_Klima",0.260759586658136,0.581196581196581
"MTI_DE_Arbeitsmarkt",0.260770588279567,0.675213675213675
"var_rpvalue.zeit3",0.26093701549209,0.538461538461538
"tot",0.26099559045061,0.675213675213675
"cli.ger",0.261373190067452,0.700854700854701
"MTI_all_Gegenwart",0.261921283789703,0.581196581196581
"var_rvalue.zeit3.economic",0.262424316122424,0.572649572649573
"var_perc_dif.zeit",0.262461055362163,0.606837606837607
"kur_rpvalue.zeit.economic",0.262635099969012,0.623931623931624
"cons.conf",0.263434295858808,0.632478632478632
"kur_perc_pnword.zeit3",0.263967666749599,0.52991452991453
"nnword.zeit3.economic",0.264080581943443,0.581196581196581
"var_perc_nword.zeit.economic",0.26534968346048,0.623931623931624
"var_rvalue.zeit.economic",0.266182538070187,0.58974358974359
"nnword.zeit3",0.26698087470438,0.564102564102564
"var_rpvalue.zeit.economic",0.26742751324572,0.555555555555556
"MTI_DE_Gegenwart",0.268178776679359,0.547008547008547
"var_perc_dif.zeit3",0.268214744207388,0.606837606837607
"MTI_all_Arbeitsmarkt",0.269866381459467,0.666666666666667
"perc_pnword.zeit",0.271326419810285,0.623931623931624
"esi.eu",0.272427889718501,0.615384615384615
"empl",0.273295786676471,0.64957264957265
"pvalue.zeit3.economic",0.27337329153137,0.666666666666667
"kur_perc_nword.zeit3",0.274262630004682,0.64957264957265
"nvalue.zeit",0.274545786271762,0.58974358974359
"var_rnvalue.zeit3",0.275002540330715,0.564102564102564
"idio.MTI_all_Haushaltspolitik",0.275486797008728,0.683760683760684
"kur_rvalue.zeit.economic",0.277215906212504,0.581196581196581
"nvalue.zeit3",0.278391289511995,0.52991452991453
"perc_pnword.zeit3",0.281245743001151,0.598290598290598
"var_perc_pnword.zeit.economic",0.282728994919877,0.58974358974359
"kur_rvalue.zeit3.economic",0.285415036578319,0.547008547008547
"perc_nword.zeit.economic",0.285467352062991,0.572649572649573
"var_rnvalue.zeit.economic",0.288920325667374,0.632478632478632
"kur_rvalue.zeit3",0.292244517833187,0.564102564102564
"var_perc_pnword.zeit3",0.296882035133263,0.572649572649573
"kur_rpvalue.zeit3",0.297956402028461,0.615384615384615
"kur_perc_dif.zeit3.economic",0.298186338914774,0.606837606837607
"perc_pword.zeit3.economic",0.298558579550255,0.615384615384615
