"","RMSE h:12","hit h:12"
"rpvalue.zeit.economic",0.283700261471408,0.681034482758621
"dax",0.284800953000473,0.689655172413793
"long.rate",0.306254181696206,0.53448275862069
"naive",0.317586911973318,0
"idio.MTI_DE_Konjunktur",0.335726734992904,0.646551724137931
"infl",0.336012210182031,0.706896551724138
"gfk",0.340497292657195,0.732758620689655
"oil",0.341428527486934,0.706896551724138
"var_rvalue.zeit3",0.359545633929579,0.689655172413793
"short.rate",0.363868988409077,0.629310344827586
"idio.MTI_DE_all",0.368605788722102,0.689655172413793
"var_rvalue.zeit",0.370079080960026,0.681034482758621
"idio.MTI_all_all",0.376109517989291,0.612068965517241
"var_perc_pword.zeit",0.386066108435133,0.706896551724138
"var_perc_pword.zeit3",0.394103977452563,0.681034482758621
"mreal",0.394903538185464,0.663793103448276
"npword.zeit",0.402589819304537,0.568965517241379
"rvalue.zeit3.economic",0.41484690133768,0.681034482758621
"idio.MTI_DE_Klima",0.415602978568426,0.681034482758621
"perc_nword.zeit3.economic",0.421667084715745,0.655172413793103
"R5",0.424241059764305,0.577586206896552
"rvalue.zeit.economic",0.424855129110009,0.71551724137931
"R2",0.425781031116059,0.603448275862069
"idio.MTI_all_Klima",0.428240876385374,0.594827586206897
"mnom",0.435204027638639,0.629310344827586
"rpvalue.zeit3.economic",0.44485202674176,0.672413793103448
"nword.zeit",0.447704688671307,0.551724137931034
"idio.MTI_all_Gegenwart",0.454313216226618,0.681034482758621
"mpi",0.45539039558006,0.741379310344828
"kur_perc_pnword.zeit",0.458638524770043,0.698275862068966
"tot",0.461874067660085,0.724137931034483
"MTI_all_Arbeitsmarkt",0.465785060971375,0.698275862068966
"var_rpvalue.zeit3.economic",0.467366211830904,0.706896551724138
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.472264923567019,0.689655172413793
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.472554833673103,0.689655172413793
"var_rvalue.zeit.economic",0.473124448345596,0.689655172413793
"kur_perc_nword.zeit3.economic",0.476910994524487,0.698275862068966
"kur_perc_nword.zeit.economic",0.478923355789511,0.663793103448276
"var_rpvalue.zeit.economic",0.479555906886002,0.698275862068966
"kur_perc_pnword.zeit3.economic",0.480073989173417,0.758620689655172
"idio.MTI_DE_Gegenwart",0.48202204838004,0.672413793103448
"idio.MTI_all_Arbeitsmarkt",0.483269080977698,0.698275862068966
"var_rpvalue.zeit",0.484794988105229,0.706896551724138
"MTI_DE_Arbeitsmarkt",0.484820082328588,0.689655172413793
"idio.MTI_DE_Arbeitsmarkt",0.485171704138192,0.689655172413793
"u",0.492909537179724,0.577586206896552
"rvalue.zeit3",0.495961167194233,0.698275862068966
"kur_rnvalue.zeit3",0.497954809714651,0.637931034482759
"AR",0.504364183327858,0.655172413793103
"pvalue.zeit.economic",0.505207570281101,0.655172413793103
"usd",0.50542759766076,0.672413793103448
"esi.ger",0.51014236949594,0.706896551724138
"kur_rvalue.zeit3.economic",0.51155492085645,0.655172413793103
"MTI_all_Gegenwart",0.512369020209354,0.646551724137931
"var_rvalue.zeit3.economic",0.519773115423511,0.681034482758621
"perc_pword.zeit3",0.520593938918503,0.655172413793103
"var_rnvalue.zeit",0.521874214934387,0.689655172413793
"xpi",0.524294087735083,0.741379310344828
"idio.MTI_all_Konjunktur",0.527702471325486,0.672413793103448
"MTI_all_all",0.53006349781627,0.681034482758621
"var_perc_pnword.zeit",0.532827512145571,0.724137931034483
"esi.eu",0.533691710909429,0.698275862068966
"idio.MTI_all_Zukunft",0.535149863144549,0.655172413793103
"rpvalue.zeit",0.535414397149393,0.681034482758621
"MTI_DE_Haushaltspolitik",0.540514372406531,0.767241379310345
"var_rpvalue.zeit3",0.5407922265129,0.655172413793103
"kur_rnvalue.zeit",0.540950816091561,0.655172413793103
"var_perc_pnword.zeit.economic",0.541613412472986,0.689655172413793
"MTI_DE_Gegenwart",0.543112219984119,0.646551724137931
"kur_rvalue.zeit.economic",0.544464001873462,0.672413793103448
"perc_pword.zeit",0.546881724144947,0.672413793103448
"perc_dif.zeit3.economic",0.548144637510271,0.698275862068966
"MTI_all_Steuerpolitik",0.550404473621307,0.637931034482759
"kur_rnvalue.zeit.economic",0.553404271735544,0.71551724137931
"MTI_all_Zukunft",0.55419113099872,0.681034482758621
"manuf.order",0.555554582104478,0.637931034482759
"MTI_DE_Steuerpolitik",0.557711917485602,0.672413793103448
"var_perc_dif.zeit",0.558782883695828,0.681034482758621
"var_rnvalue.zeit.economic",0.559226327051683,0.71551724137931
"kur_rpvalue.zeit3.economic",0.559689809783674,0.741379310344828
"idio.MTI_DE_Steuerpolitik",0.561298465015995,0.663793103448276
"kur_rpvalue.zeit.economic",0.562042032465219,0.706896551724138
"perc_dif.zeit.economic",0.562163365580146,0.681034482758621
"rvalue.zeit",0.563291279318679,0.698275862068966
"rpvalue.zeit3",0.571449576754828,0.672413793103448
"kur_perc_dif.zeit.economic",0.574026444261979,0.672413793103448
"idio.MTI_all_Steuerpolitik",0.574033101573017,0.637931034482759
