"",BBK01.SUD014,BBK01.SUD014_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Loans to non-financial corporations with a maturity of over 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:42,
2003-01,5.55,
2003-02,5.54,
2003-03,5.51,
2003-04,5.49,
2003-05,5.47,
2003-06,5.45,
2003-07,5.42,
2003-08,5.40,
2003-09,5.39,
2003-10,5.37,
2003-11,5.36,
2003-12,5.33,
2004-01,5.30,
2004-02,5.29,
2004-03,5.27,
2004-04,5.25,
2004-05,5.23,
2004-06,5.22,
2004-07,5.21,
2004-08,5.19,
2004-09,5.25,
2004-10,5.23,
2004-11,5.20,
2004-12,5.19,
2005-01,5.15,
2005-02,5.14,
2005-03,5.12,
2005-04,5.09,
2005-05,5.07,
2005-06,5.05,
2005-07,5.01,
2005-08,5.00,
2005-09,4.98,
2005-10,4.96,
2005-11,4.94,
2005-12,4.91,
2006-01,4.90,
2006-02,4.89,
2006-03,4.89,
2006-04,4.88,
2006-05,4.88,
2006-06,4.88,
2006-07,4.90,
2006-08,4.90,
2006-09,4.92,
2006-10,4.93,
2006-11,4.93,
2006-12,4.94,
2007-01,4.97,
2007-02,4.97,
2007-03,4.98,
2007-04,4.99,
2007-05,5.00,
2007-06,5.02,
2007-07,5.04,
2007-08,5.06,
2007-09,5.10,
2007-10,5.13,
2007-11,5.13,
2007-12,5.17,
2008-01,5.15,
2008-02,5.15,
2008-03,5.14,
2008-04,5.15,
2008-05,5.16,
2008-06,5.20,
2008-07,5.22,
2008-08,5.24,
2008-09,5.26,
2008-10,5.30,
2008-11,5.24,
2008-12,5.04,
2009-01,4.82,
2009-02,4.70,
2009-03,4.55,
2009-04,4.40,
2009-05,4.36,
2009-06,4.27,
2009-07,4.18,
2009-08,4.15,
2009-09,4.10,
2009-10,4.06,
2009-11,4.06,
2009-12,4.01,
2010-01,3.98,
2010-02,3.96,
2010-03,3.93,
2010-04,3.92,
2010-05,3.91,
2010-06,3.85,
2010-07,3.86,
2010-08,3.86,
2010-09,3.87,
2010-10,3.85,
2010-11,3.85,
2010-12,3.86,
2011-01,3.85,
2011-02,3.86,
2011-03,3.87,
2011-04,3.90,
2011-05,3.91,
2011-06,3.94,
2011-07,3.98,
2011-08,3.98,
2011-09,3.98,
2011-10,3.97,
2011-11,3.96,
2011-12,3.93,
2012-01,3.88,
2012-02,3.86,
2012-03,3.79,
2012-04,3.73,
2012-05,3.70,
2012-06,3.66,
2012-07,3.60,
2012-08,3.56,
2012-09,3.51,
2012-10,3.46,
2012-11,3.44,
2012-12,3.41,
2013-01,3.36,
2013-02,3.34,
2013-03,3.33,
2013-04,3.32,
2013-05,3.31,
2013-06,3.30,
2013-07,3.29,
2013-08,3.28,
2013-09,3.28,
2013-10,3.27,
2013-11,3.26,
2013-12,3.24,
2014-01,3.24,
2014-02,3.23,
2014-03,3.22,
2014-04,3.21,
2014-05,3.20,
2014-06,3.18,
2014-07,3.15,
2014-08,3.14,
2014-09,3.11,
2014-10,3.07,
2014-11,3.05,
2014-12,3.01,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
