"",BBK01.CEFA0K,BBK01.CEFA0K_FLAGS
"",short-term debt securities  debtor: Total                              creditor: Insurance corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:36:12,
1999-01,0.0,
1999-04,0.0,
1999-07,0.0,
1999-10,0.0,
2000-01,0.0,
2000-04,0.0,
2000-07,0.0,
2000-10,0.0,
2001-01,0.0,
2001-04,0.0,
2001-07,0.0,
2001-10,0.0,
2002-01,0.0,
2002-04,0.0,
2002-07,0.0,
2002-10,0.0,
2003-01,0.0,
2003-04,0.0,
2003-07,0.0,
2003-10,0.0,
2004-01,0.0,
2004-04,0.0,
2004-07,0.0,
2004-10,0.0,
2005-01,0.0,
2005-04,0.0,
2005-07,0.0,
2005-10,0.0,
2006-01,0.7,
2006-04,0.7,
2006-07,0.8,
2006-10,1.2,
2007-01,2.0,
2007-04,2.6,
2007-07,1.2,
2007-10,1.9,
2008-01,2.2,
2008-04,1.7,
2008-07,1.8,
2008-10,2.6,
2009-01,1.7,
2009-04,1.8,
2009-07,1.2,
2009-10,1.8,
2010-01,1.4,
2010-04,1.8,
2010-07,1.9,
2010-10,2.6,
2011-01,1.5,
2011-04,1.4,
2011-07,2.5,
2011-10,1.9,
2012-01,2.3,
2012-04,2.5,
2012-07,3.2,
2012-10,3.1,
2013-01,3.0,
2013-04,2.1,
2013-07,2.1,
2013-10,2.1,
2014-01,2.5,
2014-04,2.0,
2014-07,1.8,
