"",BBK01.OXA8B2,BBK01.OXA8B2_FLAGS
"",Loans (including bills of exchange) to domestic house holds - Loans for house purchase,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:43,
2002-12,915.097,
2003-01,910.337,
2003-02,911.640,
2003-03,918.247,
2003-04,918.435,
2003-05,920.697,
2003-06,921.735,
2003-07,923.379,
2003-08,925.551,
2003-09,927.081,
2003-10,930.551,
2003-11,932.578,
2003-12,934.250,
2004-01,933.716,
2004-02,932.468,
2004-03,928.394,
2004-04,929.111,
2004-05,930.448,
2004-06,934.961,
2004-07,937.359,
2004-08,939.483,
2004-09,943.528,
2004-10,944.602,
2004-11,945.250,
2004-12,946.280,
2005-01,943.997,
2005-02,943.547,
2005-03,943.406,
2005-04,943.463,
2005-05,944.123,
2005-06,945.652,
2005-07,948.144,
2005-08,949.990,
2005-09,952.099,
2005-10,953.483,
2005-11,956.136,
2005-12,958.034,
2006-01,964.557,
2006-02,965.098,
2006-03,965.228,
2006-04,965.367,
2006-05,965.708,
2006-06,966.796,
2006-07,967.968,
2006-08,969.792,
2006-09,971.917,
2006-10,972.112,
2006-11,972.709,
2006-12,972.929,
2007-01,969.904,
2007-02,969.298,
2007-03,968.773,
2007-04,966.920,
2007-05,965.966,
2007-06,966.752,
2007-07,965.338,
2007-08,965.956,
2007-09,966.571,
2007-10,965.442,
2007-11,965.660,
2007-12,964.189,
2008-01,961.828,
2008-02,960.986,
2008-03,959.571,
2008-04,958.937,
2008-05,958.908,
2008-06,958.814,
2008-07,959.446,
2008-08,959.916,
2008-09,959.800,
2008-10,959.198,
2008-11,959.228,
2008-12,956.525,
2009-01,953.524,
2009-02,952.588,
2009-03,950.681,
2009-04,951.593,
2009-05,951.935,
2009-06,951.721,
2009-07,952.773,
2009-08,955.547,
2009-09,956.712,
2009-10,958.362,
2009-11,959.394,
2009-12,958.943,
2010-01,956.453,
2010-02,955.367,
2010-03,955.755,
2010-04,956.272,
2010-05,956.800,
2010-06,956.925,
2010-07,958.862,
2010-08,960.574,
2010-09,961.931,
2010-10,963.485,
2010-11,965.175,
2010-12,964.956,
2011-01,963.038,
2011-02,963.307,
2011-03,963.680,
2011-04,964.100,
2011-05,965.859,
2011-06,967.144,
2011-07,968.923,
2011-08,970.398,
2011-09,972.345,
2011-10,973.577,
2011-11,975.720,
2011-12,976.254,
2012-01,974.878,
2012-02,974.895,
2012-03,976.045,
2012-04,974.935,
2012-05,976.824,
2012-06,979.115,
2012-07,981.007,
2012-08,984.014,
2012-09,986.823,
2012-10,990.231,
2012-11,994.302,
2012-12,995.290,
2013-01,994.652,
2013-02,995.416,
2013-03,996.744,
2013-04,997.786,
2013-05,999.877,
2013-06,1002.222,
2013-07,1005.309,
2013-08,1008.820,
2013-09,1010.787,
2013-10,1013.487,
2013-11,1016.214,
2013-12,1015.395,
2014-01,1013.646,
2014-02,1015.430,
2014-03,1016.222,
2014-04,1017.933,
2014-05,1020.776,
2014-06,1022.428,
2014-07,1025.814,
2014-08,1030.213,
2014-09,1032.815,
2014-10,1036.632,
2014-11,1039.991,
2014-12,1040.349,Provisional value
