"",BBK01.SUD624,BBK01.SUD624_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations up to EUR 1 million with collateral and/or guarantees, with floating rate or an initial rate fixation up to 1 year",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:40,
2010-06,1071,
2010-07,1436,
2010-08,1025,
2010-09,1258,
2010-10,1439,
2010-11,1179,
2010-12,1477,
2011-01,1605,
2011-02,1231,
2011-03,1426,
2011-04,1476,
2011-05,1312,
2011-06,1343,
2011-07,1536,
2011-08,1230,
2011-09,1346,
2011-10,1454,
2011-11,1171,
2011-12,1374,
2012-01,1520,
2012-02,988,
2012-03,1210,
2012-04,1319,
2012-05,1132,
2012-06,1142,
2012-07,1343,
2012-08,1141,
2012-09,1151,
2012-10,1288,
2012-11,998,
2012-12,1060,
2013-01,1329,
2013-02,960,
2013-03,1027,
2013-04,1305,
2013-05,961,
2013-06,948,
2013-07,1301,
2013-08,799,
2013-09,904,
2013-10,1133,
2013-11,746,
2013-12,912,
2014-01,1122,
2014-02,772,
2014-03,1000,
2014-04,1161,
2014-05,862,
2014-06,952,
2014-07,1318,
2014-08,776,
2014-09,920,
2014-10,1188,
2014-11,794,
2014-12,1050,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. Excluding overdrafts. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
