"",BBK01.OXA8C7,BBK01.OXA8C7_FLAGS
"",Short-term loans (including bills of exchange) to domestic households and non-profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:47,
1999-01,105.047,
1999-02,105.785,
1999-03,107.509,
1999-04,106.447,
1999-05,107.177,
1999-06,109.391,
1999-07,107.317,
1999-08,106.658,
1999-09,108.410,
1999-10,107.160,
1999-11,104.790,
1999-12,108.844,
2000-01,106.484,
2000-02,105.742,
2000-03,108.389,
2000-04,107.696,
2000-05,107.345,
2000-06,110.317,
2000-07,108.503,
2000-08,108.029,
2000-09,110.659,
2000-10,110.843,
2000-11,107.161,
2000-12,111.409,
2001-01,108.739,
2001-02,106.877,
2001-03,107.869,
2001-04,107.860,
2001-05,107.247,
2001-06,109.474,
2001-07,107.790,
2001-08,106.771,
2001-09,109.088,
2001-10,108.022,
2001-11,104.799,
2001-12,108.236,
2002-01,106.112,
2002-02,104.660,
2002-03,104.445,
2002-04,103.609,
2002-05,102.979,
2002-06,104.724,
2002-07,103.296,
2002-08,102.660,
2002-09,105.169,
2002-10,103.673,
2002-11,100.390,
2002-12,104.504,
2003-01,101.089,
2003-02,100.216,
2003-03,100.616,
2003-04,99.022,
2003-05,97.511,
2003-06,100.632,
2003-07,97.796,
2003-08,96.421,
2003-09,99.540,
2003-10,97.423,
2003-11,92.911,
2003-12,96.909,
2004-01,93.141,
2004-02,91.694,
2004-03,92.464,
2004-04,90.894,
2004-05,89.299,
2004-06,91.301,
2004-07,89.415,
2004-08,89.037,
2004-09,91.154,
2004-10,88.588,
2004-11,86.018,
2004-12,88.723,
2005-01,86.802,
2005-02,84.757,
2005-03,85.594,
2005-04,83.574,
2005-05,83.445,
2005-06,84.747,
2005-07,82.519,
2005-08,81.895,
2005-09,84.273,
2005-10,83.439,
2005-11,81.024,
2005-12,83.573,
2006-01,81.429,
2006-02,80.663,
2006-03,81.132,
2006-04,80.040,
2006-05,79.319,
2006-06,80.775,
2006-07,79.807,
2006-08,78.756,
2006-09,80.574,
2006-10,79.211,
2006-11,76.687,
2006-12,77.854,
2007-01,75.299,
2007-02,74.820,
2007-03,76.198,
2007-04,75.447,
2007-05,74.791,
2007-06,76.755,
2007-07,75.711,
2007-08,73.223,
2007-09,75.097,
2007-10,74.544,
2007-11,72.830,
2007-12,75.848,
2008-01,72.821,
2008-02,72.606,
2008-03,74.730,
2008-04,72.790,
2008-05,71.826,
2008-06,74.465,
2008-07,72.350,
2008-08,71.115,
2008-09,74.998,
2008-10,73.909,
2008-11,71.990,
2008-12,76.264,
2009-01,74.117,
2009-02,74.382,
2009-03,75.801,
2009-04,73.847,
2009-05,73.663,
2009-06,75.477,
2009-07,73.520,
2009-08,73.107,
2009-09,75.068,
2009-10,73.256,
2009-11,72.168,
2009-12,72.758,
2010-01,71.104,
2010-02,70.419,
2010-03,72.373,
2010-04,71.281,
2010-05,71.499,
2010-06,74.504,
2010-07,72.169,
2010-08,72.711,
2010-09,73.879,
2010-10,71.975,
2010-11,71.862,
2010-12,72.003,
2011-01,70.825,
2011-02,69.626,
2011-03,71.053,
2011-04,69.258,
2011-05,69.376,
2011-06,71.877,
2011-07,69.408,
2011-08,69.362,
2011-09,71.063,
2011-10,70.349,
2011-11,68.959,
2011-12,69.916,
2012-01,68.661,
2012-02,68.314,
2012-03,69.520,
2012-04,69.007,
2012-05,69.028,
2012-06,69.964,
2012-07,69.158,
2012-08,67.610,
2012-09,69.069,
2012-10,68.131,
2012-11,67.004,
2012-12,68.812,
2013-01,65.907,
2013-02,66.020,
2013-03,66.990,
2013-04,66.204,
2013-05,65.633,
2013-06,66.759,
2013-07,65.142,
2013-08,64.364,
2013-09,66.398,
2013-10,64.726,
2013-11,61.997,
2013-12,64.994,
2014-01,62.790,
2014-02,62.195,
2014-03,64.287,
2014-04,63.251,
2014-05,62.018,
2014-06,64.648,
2014-07,62.152,
2014-08,61.116,
2014-09,63.449,
2014-10,62.177,
2014-11,59.962,
2014-12,61.482,Provisional value
