"",BBK01.TZ1303,BBK01.TZ1303_FLAGS
"",Monetary aggregate M3 in the euro area / Financial transactions (flows) / Seasonally adjusted,
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:09,
1998-01,26.3,
1998-02,12.9,
1998-03,12.4,
1998-04,34.9,
1998-05,9.7,
1998-06,25.0,
1998-07,23.2,
1998-08,8.5,
1998-09,7.8,
1998-10,36.9,
1998-11,5.5,
1998-12,12.8,
1999-01,74.3,
1999-02,-14.0,
1999-03,15.9,
1999-04,26.8,
1999-05,19.4,
1999-06,28.2,
1999-07,33.5,
1999-08,5.6,
1999-09,12.5,
1999-10,14.6,
1999-11,26.1,
1999-12,8.6,
2000-01,45.9,
2000-02,22.6,
2000-03,24.4,
2000-04,19.9,
2000-05,-0.1,
2000-06,-3.0,
2000-07,17.5,
2000-08,21.2,
2000-09,-3.2,
2000-10,10.5,
2000-11,12.1,
2000-12,21.7,
2001-01,34.2,
2001-02,23.6,
2001-03,25.2,
2001-04,29.8,
2001-05,22.0,
2001-06,50.1,
2001-07,28.0,
2001-08,37.1,
2001-09,41.8,
2001-10,35.8,
2001-11,38.5,
2001-12,32.9,
2002-01,30.7,
2002-02,5.6,
2002-03,21.4,
2002-04,31.5,
2002-05,42.2,
2002-06,24.7,
2002-07,23.9,
2002-08,38.0,
2002-09,53.5,
2002-10,26.5,
2002-11,49.5,
2002-12,29.1,
2003-01,55.1,
2003-02,47.3,
2003-03,29.9,
2003-04,72.0,
2003-05,28.1,
2003-06,22.9,
2003-07,39.6,
2003-08,16.1,
2003-09,11.7,
2003-10,48.6,
2003-11,24.6,
2003-12,17.5,
2004-01,14.0,
2004-02,40.2,
2004-03,31.6,
2004-04,20.8,
2004-05,11.2,
2004-06,45.5,
2004-07,35.9,
2004-08,28.0,
2004-09,41.4,
2004-10,45.6,
2004-11,34.1,
2004-12,55.4,
2005-01,35.6,
2005-02,26.2,
2005-03,22.4,
2005-04,43.1,
2005-05,45.9,
2005-06,69.5,
2005-07,65.5,
2005-08,38.1,
2005-09,50.0,
2005-10,26.7,
2005-11,17.0,
2005-12,42.2,
2006-01,50.1,
2006-02,50.9,
2006-03,58.0,
2006-04,87.5,
2006-05,47.1,
2006-06,37.2,
2006-07,27.3,
2006-08,64.9,
2006-09,76.4,
2006-10,36.0,
2006-11,75.5,
2006-12,100.3,
2007-01,66.7,
2007-02,57.8,
2007-03,118.2,
2007-04,39.7,
2007-05,86.3,
2007-06,64.2,
2007-07,93.9,
2007-08,47.8,
2007-09,84.6,
2007-10,110.3,
2007-11,80.3,
2007-12,48.0,
2008-01,83.5,
2008-02,45.4,
2008-03,35.8,
2008-04,70.1,
2008-05,62.4,
2008-06,39.3,
2008-07,62.7,
2008-08,20.8,
2008-09,65.2,
2008-10,118.1,
2008-11,18.5,
2008-12,44.0,
2009-01,-64.0,
2009-02,33.9,
2009-03,-18.3,
2009-04,49.8,
2009-05,-18.4,
2009-06,15.4,
2009-07,-5.0,
2009-08,-28.9,
2009-09,18.7,
2009-10,-18.5,
2009-11,-25.4,
2009-12,37.2,
2010-01,-23.5,
2010-02,-13.5,
2010-03,0.1,
2010-04,31.2,
2010-05,5.6,
2010-06,31.1,
2010-07,-3.1,
2010-08,41.4,
2010-09,8.8,
2010-10,12.7,
2010-11,5.4,
2010-12,5.8,
2011-01,-0.3,
2011-02,3.1,
2011-03,26.8,
2011-04,1.4,
2011-05,-1.1,
2011-06,17.9,
2011-07,1.2,
2011-08,78.5,
2011-09,3.4,
2011-10,-19.3,
2011-11,23.5,
2011-12,17.4,
2012-01,34.0,
2012-02,51.6,
2012-03,56.6,
2012-04,-35.8,
2012-05,45.5,
2012-06,25.2,
2012-07,49.9,
2012-08,6.4,
2012-09,3.8,
2012-10,93.5,
2012-11,7.5,
2012-12,-5.3,
2013-01,24.9,
2013-02,16.1,
2013-03,10.2,
2013-04,25.1,
2013-05,14.8,
2013-06,-16.5,
2013-07,26.4,
2013-08,15.8,
2013-09,-21.4,
2013-10,39.6,
2013-11,13.4,
2013-12,-48.0,
2014-01,40.7,
2014-02,30.9,
2014-03,-18.5,
2014-04,4.9,
2014-05,39.5,
2014-06,32.8,
2014-07,49.6,
2014-08,38.3,
2014-09,19.4,
2014-10,43.0,
2014-11,75.5,
2014-12,13.7,Provisional value
2015-01,73.2,
"",Source: European Central Bank,
