"",BBK01.WX0252,BBK01.WX0252_FLAGS
"",Amounts outstanding of debt securities issued by residents / Insurance corporations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:16:01,
2008-01,9361,
2008-02,9361,
2008-03,9361,
2008-04,9361,
2008-05,9361,
2008-06,10654,
2008-07,10837,
2008-08,11139,
2008-09,11139,
2008-10,10924,
2008-11,10924,
2008-12,14234,
2009-01,14234,
2009-02,14234,
2009-03,14289,
2009-04,14464,
2009-05,15164,
2009-06,15212,
2009-07,14910,
2009-08,14910,
2009-09,15190,
2009-10,15190,
2009-11,15190,
2009-12,15000,
2010-01,15000,
2010-02,15000,
2010-03,15000,
2010-04,14750,
2010-05,14750,
2010-06,15700,
2010-07,15590,
2010-08,15590,
2010-09,15590,
2010-10,15990,
2010-11,16049,
2010-12,16012,
2011-01,16002,"Corrected value, comment"
2011-02,16002,Corrected value
2011-03,16002,
2011-04,16002,
2011-05,16002,
2011-06,17002,
2011-07,17002,
2011-08,17002,
2011-09,17002,
2011-10,16603,
2011-11,16603,
2011-12,16573,
2012-01,16573,
2012-02,16573,
2012-03,17986,
2012-04,17965,
2012-05,17256,
2012-06,17256,
2012-07,17428,
2012-08,17428,
2012-09,17428,
2012-10,18842,
2012-11,19622,
2012-12,20072,
2013-01,19512,
2013-02,19512,
2013-03,19512,
2013-04,19512,
2013-05,19512,
2013-06,16062,
2013-07,14782,
2013-08,14782,
2013-09,14782,
2013-10,16282,
2013-11,16122,
2013-12,15390,
2014-01,13890,
2014-02,14300,
2014-03,14300,
2014-04,14300,
2014-05,14150,
2014-06,14150,
2014-07,13980,
2014-08,13730,
2014-09,15740,
2014-10,15713,
2014-11,15713,
2014-12,15093,
