"",BBK01.WZ3427,BBK01.WZ3427_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 28.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:42,
2000-01,6.07,
2000-02,5.91,
2000-03,5.66,
2000-04,5.66,
2000-05,5.48,
2000-06,5.51,
2000-07,5.46,
2000-08,5.49,
2000-09,5.64,
2000-10,5.63,
2000-11,5.50,
2000-12,5.45,
2001-01,5.43,
2001-02,5.39,
2001-03,5.40,
2001-04,5.61,
2001-05,5.77,
2001-06,5.68,
2001-07,5.52,
2001-08,5.49,
2001-09,5.59,
2001-10,5.22,
2001-11,5.19,
2001-12,5.41,
2002-01,5.32,
2002-02,5.38,
2002-03,5.63,
2002-04,5.58,
2002-05,5.54,
2002-06,5.35,
2002-07,5.31,
2002-08,5.09,
2002-09,4.99,
2002-10,5.22,
2002-11,5.15,
2002-12,4.93,
2003-01,4.76,
2003-02,4.81,
2003-03,4.92,
2003-04,4.95,
2003-05,4.60,
2003-06,4.79,
2003-07,4.95,
2003-08,4.91,
2003-09,4.88,
2003-10,5.06,
2003-11,5.08,
2003-12,4.96,
2004-01,5.00,
2004-02,4.86,
2004-03,4.81,
2004-04,4.99,
2004-05,5.02,
2004-06,4.99,
2004-07,4.93,
2004-08,4.79,
2004-09,4.69,
2004-10,4.59,
2004-11,4.46,
2004-12,4.37,
2005-01,4.10,
2005-02,4.21,
2005-03,4.20,
2005-04,4.03,
2005-05,3.89,
2005-06,3.74,
2005-07,3.75,
2005-08,3.66,
2005-09,3.71,
2005-10,3.87,
2005-11,3.87,
2005-12,3.68,
2006-01,3.81,
2006-02,3.79,
2006-03,4.03,
2006-04,4.26,
2006-05,4.28,
2006-06,4.37,
2006-07,4.24,
2006-08,4.08,
2006-09,3.89,
2006-10,3.93,
2006-11,3.90,
2006-12,4.09,
2007-01,4.24,
2007-02,4.12,
2007-03,4.27,
2007-04,4.41,
2007-05,4.57,
2007-06,4.73,
2007-07,4.54,
2007-08,4.60,
2007-09,4.67,
2007-10,4.55,
2007-11,4.59,
2007-12,4.70,
2008-01,4.57,
2008-02,4.58,
2008-03,4.67,
2008-04,4.73,
2008-05,4.91,
2008-06,4.96,
2008-07,4.78,
2008-08,4.58,
2008-09,4.68,
2008-10,4.39,
2008-11,3.82,
2008-12,3.71,
2009-01,4.00,
2009-02,3.95,
2009-03,4.04,
2009-04,4.06,
2009-05,4.46,
2009-06,4.32,
2009-07,4.17,
2009-08,4.09,
2009-09,4.04,
2009-10,4.12,
2009-11,4.02,
2009-12,4.16,
2010-01,3.99,
2010-02,3.92,
2010-03,3.86,
2010-04,3.73,
2010-05,3.40,
2010-06,3.33,
2010-07,3.41,
2010-08,2.69,
2010-09,2.92,
2010-10,3.08,
2010-11,3.20,
2010-12,3.48,
2011-01,3.64,
2011-02,3.63,
2011-03,3.85,
2011-04,3.80,
2011-05,3.62,
2011-06,3.78,
2011-07,3.42,
2011-08,3.15,
2011-09,2.75,
2011-10,2.95,
2011-11,3.04,
2011-12,2.44,
2012-01,2.59,
2012-02,2.52,
2012-03,2.55,
2012-04,2.48,
2012-05,1.91,
2012-06,2.39,
2012-07,2.24,
2012-08,2.17,
2012-09,2.28,
2012-10,2.36,
2012-11,2.29,
2012-12,2.15,
2013-01,2.38,
2013-02,2.33,
2013-03,2.22,
2013-04,2.12,
2013-05,2.36,
2013-06,2.49,
2013-07,2.50,
2013-08,2.65,
2013-09,2.61,
2013-10,2.63,
2013-11,2.65,
2013-12,2.79,
2014-01,2.51,
2014-02,2.51,
2014-03,2.48,
2014-04,2.43,
2014-05,2.30,
2014-06,2.23,
2014-07,2.09,
2014-08,1.81,
2014-09,1.93,
2014-10,1.80,
2014-11,1.65,
2014-12,1.47,
2015-01,1.02,
