"",BBNZ1.Q.DE.Y.H.0106.L,BBNZ1.Q.DE.Y.H.0106.L_FLAGS
"","Germany / National accounts / Use of gross domestic product / Government consumption (price adjusted) 1, 2, 3 / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:42:44,
1970-01,40.76,
1970-04,42.16,
1970-07,42.97,
1970-10,45.09,
1971-01,44.01,
1971-04,45.42,
1971-07,45.96,
1971-10,46.53,
1972-01,47.02,
1972-04,47.15,
1972-07,47.75,
1972-10,48.90,
1973-01,50.14,
1973-04,50.48,
1973-07,50.15,
1973-10,51.84,
1974-01,52.68,
1974-04,53.46,
1974-07,53.61,
1974-10,54.19,
1975-01,54.43,
1975-04,55.69,
1975-07,56.82,
1975-10,56.55,
1976-01,56.50,
1976-04,56.95,
1976-07,57.27,
1976-10,57.50,
1977-01,57.75,
1977-04,57.49,
1977-07,58.32,
1977-10,59.50,
1978-01,59.83,
1978-04,60.09,
1978-07,61.03,
1978-10,61.83,
1979-01,62.32,
1979-04,62.99,
1979-07,63.32,
1979-10,63.75,
1980-01,64.48,
1980-04,65.63,
1980-07,65.64,
1980-10,65.41,
1981-01,69.87,
1981-04,67.47,
1981-07,67.98,
1981-10,67.81,
1982-01,68.68,
1982-04,67.66,
1982-07,67.17,
1982-10,66.79,
1983-01,67.38,
1983-04,67.16,
1983-07,66.94,
1983-10,67.56,
1984-01,67.70,
1984-04,68.07,
1984-07,67.86,
1984-10,68.67,
1985-01,68.20,
1985-04,68.31,
1985-07,68.79,
1985-10,69.19,
1986-01,68.72,
1986-04,69.67,
1986-07,70.12,
1986-10,69.94,
1987-01,69.85,
1987-04,69.85,
1987-07,69.94,
1987-10,70.50,
1988-01,70.69,
1988-04,70.62,
1988-07,71.02,
1988-10,71.93,
1989-01,69.22,
1989-04,69.95,
1989-07,69.74,
1989-10,69.31,
1990-01,70.46,
1990-04,71.19,
1990-07,70.92,
1990-10,71.26,
1991-01,71.52,
1991-04,72.54,
1991-07,74.35,
1991-10,74.82,
1992-01,76.38,
1992-04,77.10,
1992-07,77.93,
1992-10,77.90,
1993-01,78.28,
1993-04,77.96,
1993-07,77.71,
1993-10,77.01,
1994-01,79.69,
1994-04,80.11,
1994-07,80.10,
1994-10,80.77,
1995-01,79.82,
1995-04,81.47,
1995-07,82.77,
1995-10,83.89,
1996-01,82.80,
1996-04,83.90,
1996-07,84.83,
1996-10,84.76,
1997-01,84.73,
1997-04,85.33,
1997-07,85.08,
1997-10,83.97,
1998-01,86.15,
1998-04,86.78,
1998-07,86.70,
1998-10,86.71,
1999-01,87.82,
1999-04,87.34,
1999-07,87.79,
1999-10,87.37,
2000-01,88.97,
2000-04,88.57,
2000-07,88.41,
2000-10,89.11,
2001-01,89.20,
2001-04,88.96,
2001-07,88.80,
2001-10,89.91,
2002-01,89.52,
2002-04,90.03,
2002-07,90.41,
2002-10,91.23,
2003-01,90.08,
2003-04,90.46,
2003-07,91.11,
2003-10,91.39,
2004-01,90.06,
2004-04,89.92,
2004-07,90.46,
2004-10,89.75,
2005-01,89.61,
2005-04,91.14,
2005-07,90.61,
2005-10,90.54,
2006-01,91.10,
2006-04,91.14,
2006-07,91.59,
2006-10,91.68,
2007-01,92.46,
2007-04,92.82,
2007-07,92.47,
2007-10,93.20,
2008-01,94.57,
2008-04,96.54,
2008-07,95.69,
2008-10,96.63,
2009-01,97.98,
2009-04,98.61,
2009-07,99.13,
2009-10,99.17,
2010-01,100.07,
2010-04,99.42,
2010-07,100.19,
2010-10,100.31,
2011-01,100.43,
2011-04,100.46,
2011-07,100.43,
2011-10,101.36,
2012-01,101.31,
2012-04,102.02,
2012-07,101.96,
2012-10,102.40,
2013-01,102.41,
2013-04,102.37,
2013-07,102.97,
2013-10,102.87,
2014-01,103.01,
2014-04,103.62,
2014-07,104.24,
2014-10,104.46,
"","General: 1 Source of the original data: Federal Statistical Office. - 2 Territorial definition: Germany as of 1991, prior to that western Germany. Linked over annual average of 1991 (Bundesbank calculation). - 3 Methodology: Figures are chain-linked Laspeyres indices (annual overlap). As of 1970 up to the end of 1990, data basis according to ESA 1995. As of 1991, data basis according to ESA 2010.",
