"",BBK01.BU1251,BBK01.BU1251_FLAGS
1992-04,6481.5,
1992-05,6481.5,
1992-06,6482.8,
1992-07,6342.5,
1992-08,6342.5,
1992-09,6342.5,
1992-10,6342.5,
1992-11,6342.5,
1992-12,6088.9,
1993-01,5437.4,
1993-02,5437.4,
1993-03,5437.4,
1993-04,4660.2,
1993-05,4660.2,
1993-06,2779.6,
1993-07,2779.6,
1993-08,2779.6,
1993-09,2779.6,
1993-10,2779.6,
1993-11,2779.6,
1993-12,2779.6,
1994-01,2237.2,
1994-02,2237.2,
1994-03,2237.2,
1994-04,2237.2,
1994-05,2237.2,
1994-06,2237.2,
1994-07,1206.5,
1994-08,1912.3,
1994-09,1912.3,
1994-10,1912.3,
1994-11,1912.3,
1994-12,1912.3,
1995-01,-,Nothing exists
1995-02,-,Nothing exists
1995-03,-,Nothing exists
1995-04,-,Nothing exists
1995-05,-,Nothing exists
1995-06,-,Nothing exists
1995-07,-,Nothing exists
1995-08,-,Nothing exists
1995-09,-,Nothing exists
1995-10,-,Nothing exists
1995-11,-,Nothing exists
1995-12,-,Nothing exists
1996-01,-,Nothing exists
1996-02,-,Nothing exists
1996-03,-,Nothing exists
1996-04,-,Nothing exists
1996-05,-,Nothing exists
1996-06,-,Nothing exists
1996-07,-,Nothing exists
1996-08,-,Nothing exists
1996-09,-,Nothing exists
1996-10,-,Nothing exists
1996-11,-,Nothing exists
1996-12,-,Nothing exists
1997-01,-,Nothing exists
1997-02,-,Nothing exists
1997-03,-,Nothing exists
1997-04,-,Nothing exists
1997-05,-,Nothing exists
1997-06,-,Nothing exists
1997-07,-,Nothing exists
1997-08,-,Nothing exists
1997-09,-,Nothing exists
1997-10,-,Nothing exists
1997-11,-,Nothing exists
1997-12,-,Nothing exists
1998-01,-,Nothing exists
1998-02,-,Nothing exists
1998-03,-,Nothing exists
1998-04,-,Nothing exists
1998-05,-,Nothing exists
1998-06,-,Nothing exists
1998-07,-,Nothing exists
1998-08,-,Nothing exists
1998-09,-,Nothing exists
1998-10,-,Nothing exists
1998-11,-,Nothing exists
1998-12,-,Nothing exists
1999-01,-,Nothing exists
1999-02,-,Nothing exists
1999-03,-,Nothing exists
1999-04,-,Nothing exists
1999-05,-,Nothing exists
1999-06,-,Nothing exists
1999-07,-,Nothing exists
1999-08,-,Nothing exists
1999-09,-,Nothing exists
1999-10,-,Nothing exists
1999-11,-,Nothing exists
1999-12,-,Nothing exists
"","General: State budget of the GDR after the start of Monetary, Economic and Social Union.",
