"",BBK01.OUZ068,BBK01.OUZ068_FLAGS
"","Unsecuritised lending to non-banks(non-MFIs), total, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:06,
1999-01,606.050,
1999-02,616.265,
1999-03,620.721,
1999-04,626.967,
1999-05,625.177,
1999-06,646.003,
1999-07,645.605,
1999-08,640.657,
1999-09,622.188,
1999-10,638.653,
1999-11,651.896,
1999-12,632.892,
2000-01,657.878,
2000-02,671.644,
2000-03,685.793,
2000-04,695.890,
2000-05,706.082,
2000-06,683.396,
2000-07,705.430,
2000-08,719.735,
2000-09,740.505,
2000-10,781.667,
2000-11,778.533,
2000-12,760.284,
2001-01,778.438,
2001-02,786.462,
2001-03,815.624,
2001-04,821.154,
2001-05,849.192,
2001-06,834.178,
2001-07,798.809,
2001-08,781.742,
2001-09,807.754,
2001-10,791.581,
2001-11,807.794,
2001-12,807.614,
2002-01,786.054,
2002-02,782.779,
2002-03,788.064,
2002-04,812.718,
2002-05,825.369,
2002-06,769.174,
2002-07,784.054,
2002-08,801.938,
2002-09,808.056,
2002-10,797.352,
2002-11,797.640,
2002-12,721.386,
2003-01,731.027,
2003-02,755.687,
2003-03,753.509,
2003-04,794.285,
2003-05,793.635,
2003-06,776.793,
2003-07,735.008,
2003-08,737.407,
2003-09,737.032,
2003-10,720.948,
2003-11,730.676,
2003-12,704.007,
2004-01,738.463,
2004-02,757.336,
2004-03,781.850,
2004-04,791.044,
2004-05,770.050,
2004-06,748.718,
2004-07,763.543,
2004-08,761.337,
2004-09,769.624,
2004-10,769.448,
2004-11,792.677,
2004-12,825.730,
2005-01,850.808,
2005-02,860.655,
2005-03,840.071,
2005-04,887.250,
2005-05,898.273,
2005-06,876.397,
2005-07,886.011,
2005-08,900.645,
2005-09,910.557,
2005-10,938.851,
2005-11,936.002,
2005-12,881.772,
2006-01,923.936,
2006-02,933.180,
2006-03,948.729,
2006-04,993.292,
2006-05,979.507,
2006-06,965.724,
2006-07,956.142,
2006-08,958.783,
2006-09,988.983,
2006-10,982.221,
2006-11,978.600,
2006-12,926.790,
2007-01,1016.759,
2007-02,1065.729,
2007-03,1093.793,
2007-04,1084.136,
2007-05,1105.624,
2007-06,1117.231,
2007-07,1149.476,
2007-08,1092.224,
2007-09,1086.894,
2007-10,1063.058,
2007-11,1092.294,
2007-12,1042.432,
2008-01,1092.900,
2008-02,1052.950,
2008-03,1057.162,
2008-04,1044.082,
2008-05,1051.740,
2008-06,973.823,
2008-07,976.193,
2008-08,998.154,
2008-09,1035.840,
2008-10,1024.735,
2008-11,988.163,
2008-12,847.209,
2009-01,899.328,
2009-02,863.186,
2009-03,819.354,
2009-04,849.866,
2009-05,821.901,
2009-06,807.035,
2009-07,795.018,
2009-08,765.650,
2009-09,783.591,
2009-10,785.511,
2009-11,777.404,
2009-12,739.781,
2010-01,757.438,
2010-02,760.285,
2010-03,761.591,
2010-04,848.219,
2010-05,844.629,
2010-06,816.727,
2010-07,788.405,
2010-08,810.147,
2010-09,772.175,
2010-10,776.568,
2010-11,810.097,
2010-12,759.713,
2011-01,788.429,
2011-02,797.988,
2011-03,755.529,
2011-04,777.034,
2011-05,790.228,
2011-06,763.492,
2011-07,780.490,
2011-08,792.458,
2011-09,798.829,
2011-10,807.878,
2011-11,806.259,
2011-12,742.980,
2012-01,780.756,
2012-02,769.911,
2012-03,751.997,
2012-04,761.991,
2012-05,791.097,
2012-06,751.089,
2012-07,788.027,
2012-08,764.396,
2012-09,771.586,
2012-10,756.557,
2012-11,761.331,
2012-12,699.853,
2013-01,737.153,
2013-02,758.577,
2013-03,747.792,
2013-04,768.959,
2013-05,776.530,
2013-06,752.004,
2013-07,736.002,
2013-08,679.494,
2013-09,697.796,
2013-10,687.603,
2013-11,681.103,
2013-12,658.209,
2014-01,688.046,
2014-02,693.714,
2014-03,700.500,
2014-04,714.231,
2014-05,709.368,
2014-06,730.002,
2014-07,752.265,
2014-08,719.106,
2014-09,763.975,
2014-10,751.583,
2014-11,765.121,
