"",BBK01.OXA8B3,BBK01.OXA8B3_FLAGS
"",Loans (including bills of exchange) to domestic house holds - Consumer credit,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:43,
2002-12,204.942,
2003-01,198.468,
2003-02,192.942,
2003-03,199.477,
2003-04,197.622,
2003-05,197.502,
2003-06,201.022,
2003-07,200.991,
2003-08,186.376,
2003-09,175.142,
2003-10,175.952,
2003-11,172.442,
2003-12,173.890,
2004-01,171.714,
2004-02,170.467,
2004-03,169.399,
2004-04,169.994,
2004-05,169.580,
2004-06,173.986,
2004-07,174.407,
2004-08,174.813,
2004-09,175.491,
2004-10,175.104,
2004-11,172.285,
2004-12,173.471,
2005-01,173.055,
2005-02,171.029,
2005-03,170.592,
2005-04,170.540,
2005-05,170.977,
2005-06,172.150,
2005-07,171.748,
2005-08,172.411,
2005-09,173.176,
2005-10,172.954,
2005-11,170.226,
2005-12,170.132,
2006-01,169.639,
2006-02,168.760,
2006-03,167.615,
2006-04,167.867,
2006-05,168.993,
2006-06,169.662,
2006-07,170.415,
2006-08,170.968,
2006-09,170.276,
2006-10,170.092,
2006-11,167.788,
2006-12,166.839,
2007-01,166.190,
2007-02,164.939,
2007-03,164.844,
2007-04,164.786,
2007-05,164.798,
2007-06,166.021,
2007-07,167.932,
2007-08,167.103,
2007-09,167.978,
2007-10,168.889,
2007-11,167.470,
2007-12,168.215,
2008-01,167.215,
2008-02,166.581,
2008-03,167.756,
2008-04,167.730,
2008-05,168.432,
2008-06,170.234,
2008-07,169.603,
2008-08,169.232,
2008-09,170.981,
2008-10,171.219,
2008-11,169.379,
2008-12,172.522,
2009-01,171.552,
2009-02,171.826,
2009-03,173.662,
2009-04,174.225,
2009-05,174.432,
2009-06,176.064,
2009-07,176.596,
2009-08,175.486,
2009-09,177.782,
2009-10,177.600,
2009-11,175.884,
2009-12,177.275,
2010-01,175.676,
2010-02,174.700,
2010-03,175.936,
2010-04,177.268,
2010-05,178.672,
2010-06,184.611,
2010-07,184.127,
2010-08,183.650,
2010-09,183.772,
2010-10,184.063,
2010-11,184.212,
2010-12,183.124,
2011-01,181.437,
2011-02,180.111,
2011-03,180.941,
2011-04,181.876,
2011-05,183.100,
2011-06,182.437,
2011-07,181.797,
2011-08,185.054,
2011-09,185.448,
2011-10,185.490,
2011-11,183.821,
2011-12,186.139,
2012-01,185.403,
2012-02,184.781,
2012-03,184.821,
2012-04,186.615,
2012-05,186.784,
2012-06,185.099,
2012-07,185.618,
2012-08,184.954,
2012-09,184.147,
2012-10,183.691,
2012-11,180.485,
2012-12,179.944,
2013-01,178.327,
2013-02,176.766,
2013-03,177.068,
2013-04,177.764,
2013-05,177.903,
2013-06,177.976,
2013-07,177.639,
2013-08,177.857,
2013-09,175.665,
2013-10,175.180,
2013-11,173.164,
2013-12,174.941,
2014-01,173.942,
2014-02,173.310,
2014-03,174.970,
2014-04,174.827,
2014-05,172.953,
2014-06,174.552,
2014-07,174.437,
2014-08,173.776,
2014-09,175.013,
2014-10,175.085,
2014-11,171.813,
2014-12,173.428,Provisional value
