"",BBK01.TZ5154,BBK01.TZ5154_FLAGS
"",Deposits of non-MFIs / households and non-profit institutions serving households / Short term / Domestic / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:49,
1999-02,5.2,
1999-03,-1.5,
1999-04,5.2,
1999-05,8.3,
1999-06,2.7,
1999-07,0.8,
1999-08,1.3,
1999-09,0.4,
1999-10,0.8,
1999-11,3.2,
1999-12,-3.5,
2000-01,-0.4,
2000-02,0.8,
2000-03,-7.8,
2000-04,-4.8,
2000-05,-4.7,
2000-06,-8.2,
2000-07,-1.1,
2000-08,-4.1,
2000-09,-2.9,
2000-10,-0.7,
2000-11,1.4,
2000-12,-0.1,
2001-01,2.4,
2001-02,4.8,
2001-03,6.0,
2001-04,7.5,
2001-05,4.6,
2001-06,8.4,
2001-07,6.9,
2001-08,5.4,
2001-09,10.7,
2001-10,4.6,
2001-11,14.1,
2001-12,18.4,
2002-01,-1.5,
2002-02,2.1,
2002-03,1.5,
2002-04,0.7,
2002-05,2.2,
2002-06,3.0,
2002-07,2.3,
2002-08,2.6,
2002-09,2.5,
2002-10,4.9,
2002-11,9.8,
2002-12,7.1,
2003-01,5.6,
2003-02,4.6,
2003-03,5.4,
2003-04,4.3,
2003-05,4.0,
2003-06,2.4,
2003-07,4.4,
2003-08,7.1,
2003-09,2.6,
2003-10,0.8,
2003-11,2.0,
2003-12,-2.7,
2004-01,2.3,
2004-02,1.9,
2004-03,1.4,
2004-04,0.7,
2004-05,4.5,
2004-06,1.4,
2004-07,1.2,
2004-08,2.0,
2004-09,2.3,
2004-10,2.3,
2004-11,2.9,
2004-12,1.5,
2005-01,0.3,
2005-02,2.1,
2005-03,1.9,
2005-04,3.3,
2005-05,5.0,
2005-06,3.1,
2005-07,4.6,
2005-08,4.3,
2005-09,3.3,
2005-10,2.8,
2005-11,0.7,
2005-12,4.6,
2006-01,0.6,
2006-02,0.6,
2006-03,1.9,
2006-04,3.1,
2006-05,3.2,
2006-06,-0.6,
2006-07,0.8,
2006-08,-1.9,
2006-09,0.0,
2006-10,0.0,
2006-11,-2.7,
2006-12,3.0,
2007-01,-0.4,
2007-02,2.1,
2007-03,3.9,
2007-04,4.0,
2007-05,5.3,
2007-06,9.9,
2007-07,2.4,
2007-08,10.1,
2007-09,4.2,
2007-10,3.8,
2007-11,3.7,
2007-12,21.1,
2008-01,-0.1,
2008-02,2.0,
2008-03,8.1,
2008-04,9.9,
2008-05,4.8,
2008-06,1.9,
2008-07,6.8,
2008-08,5.9,
2008-09,5.3,
2008-10,36.0,
2008-11,7.8,
2008-12,6.5,
2009-01,5.2,
2009-02,8.8,
2009-03,0.3,
2009-04,2.7,
2009-05,1.2,
2009-06,2.0,
2009-07,0.8,
2009-08,0.2,
2009-09,2.5,
2009-10,-1.8,
2009-11,-1.0,
2009-12,3.6,
2010-01,5.4,
2010-02,3.4,
2010-03,3.4,
2010-04,6.8,
2010-05,4.4,
2010-06,7.1,
2010-07,6.4,
2010-08,3.6,
2010-09,3.1,
2010-10,5.1,
2010-11,4.8,
2010-12,6.8,
2011-01,2.0,
2011-02,0.6,
2011-03,5.7,
2011-04,6.4,
2011-05,2.9,
2011-06,2.8,
2011-07,5.9,
2011-08,6.9,
2011-09,3.3,
2011-10,4.8,
2011-11,8.9,
2011-12,1.6,
2012-01,9.6,
2012-02,8.6,
2012-03,5.6,
2012-04,5.7,
2012-05,5.4,
2012-06,10.5,
2012-07,8.5,
2012-08,9.0,
2012-09,7.6,
2012-10,6.5,
2012-11,3.6,
2012-12,8.4,
2013-01,4.7,
2013-02,4.9,
2013-03,3.5,
2013-04,6.4,
2013-05,9.7,
2013-06,4.8,
2013-07,10.0,
2013-08,6.1,
2013-09,5.1,
2013-10,6.6,
2013-11,7.0,
2013-12,2.8,
2014-01,3.6,
2014-02,4.2,
2014-03,4.0,
2014-04,8.5,
2014-05,6.5,
2014-06,6.0,
2014-07,6.4,
2014-08,7.1,
2014-09,6.5,
2014-10,7.5,
2014-11,4.9,
2014-12,7.1,Provisional value
2015-01,4.1,
