"",BBK01.BU1118,BBK01.BU1118_FLAGS
1959-07,.,No value available
1959-08,.,No value available
1959-09,.,No value available
1959-10,.,No value available
1959-11,.,No value available
1959-12,151.2,
1960-01,.,No value available
1960-02,.,No value available
1960-03,.,No value available
1960-04,.,No value available
1960-05,.,No value available
1960-06,.,No value available
1960-07,.,No value available
1960-08,.,No value available
1960-09,.,No value available
1960-10,.,No value available
1960-11,.,No value available
1960-12,450.3,
1961-01,0.0,
1961-02,0.0,
1961-03,0.0,
1961-04,0.0,
1961-05,0.0,
1961-06,0.0,
1961-07,0.0,
1961-08,0.0,
1961-09,0.0,
1961-10,0.0,
1961-11,0.0,
1961-12,208.4,
1962-01,0.0,
1962-02,0.0,
1962-03,0.0,
1962-04,0.0,
1962-05,0.0,
1962-06,0.0,
1962-07,0.0,
1962-08,0.0,
1962-09,0.0,
1962-10,0.0,
1962-11,0.0,
1962-12,245.0,
1963-01,0.0,
1963-02,0.0,
1963-03,0.0,
1963-04,0.0,
1963-05,0.0,
1963-06,0.0,
1963-07,0.0,
1963-08,0.0,
1963-09,0.0,
1963-10,0.0,
1963-11,0.0,
1963-12,204.8,
1964-01,0.0,
1964-02,0.0,
1964-03,0.0,
1964-04,0.0,
1964-05,0.0,
1964-06,0.0,
1964-07,0.0,
1964-08,0.0,
1964-09,0.0,
1964-10,0.0,
1964-11,0.0,
1964-12,279.7,
1965-01,0.0,
1965-02,0.0,
1965-03,0.0,
1965-04,0.0,
1965-05,0.0,
1965-06,0.0,
1965-07,0.0,
1965-08,0.0,
1965-09,0.0,
1965-10,0.0,
1965-11,0.0,
1965-12,609.7,
1966-01,883.5,
1966-02,761.8,
1966-03,780.7,
1966-04,628.9,
1966-05,486.2,
1966-06,334.9,
1966-07,290.8,
1966-08,489.4,
1966-09,694.5,
1966-10,794.6,
1966-11,1344.7,
1966-12,1772.7,
1967-01,2127.0,
1967-02,2300.8,
1967-03,2259.3,
1967-04,2645.3,
1967-05,2896.3,
1967-06,2807.5,
1967-07,3090.8,
1967-08,3360.0,
1967-09,3239.9,
1967-10,3110.5,
1967-11,3229.9,
1967-12,3926.2,
1968-01,5233.1,
1968-02,5380.5,
1968-03,4852.7,
1968-04,4660.9,
1968-05,4712.1,
1968-06,4672.7,
1968-07,4672.7,
1968-08,4698.3,
1968-09,4662.5,
1968-10,4636.9,
1968-11,4552.5,
1968-12,4329.1,
1969-01,4149.8,
1969-02,4124.3,
1969-03,3768.9,
1969-04,3600.2,
1969-05,3360.4,
1969-06,2912.2,
1969-07,2328.3,
1969-08,2231.1,
1969-09,2157.8,
1969-10,2008.0,
1969-11,1762.6,
1969-12,1206.6,
1970-01,932.6,
1970-02,804.8,
1970-03,932.6,
1970-04,881.5,
1970-05,881.5,
1970-06,881.5,
1970-07,881.5,
1970-08,881.5,
1970-09,881.5,
1970-10,881.5,
1970-11,881.5,
1970-12,869.2,
1971-01,869.2,
1971-02,869.2,
1971-03,869.2,
1971-04,869.2,
1971-05,869.2,
1971-06,869.2,
1971-07,869.2,
1971-08,869.2,
1971-09,869.2,
1971-10,869.2,
1971-11,869.2,
1971-12,869.2,
1972-01,869.2,
1972-02,869.2,
1972-03,766.9,
1972-04,715.8,
1972-05,715.8,
1972-06,715.8,
1972-07,715.8,
1972-08,715.8,
1972-09,715.8,
1972-10,715.8,
1972-11,715.8,
1972-12,715.8,
1973-01,715.8,
1973-02,715.8,
1973-03,715.8,
1973-04,715.8,
1973-05,715.8,
1973-06,715.8,
1973-07,715.8,
1973-08,715.8,
1973-09,715.8,
1973-10,715.8,
1973-11,562.4,
1973-12,524.1,
1974-01,668.6,
1974-02,869.2,
1974-03,869.2,
1974-04,994.0,
1974-05,1309.8,
1974-06,1315.6,
1974-07,1235.5,
1974-08,1218.1,
1974-09,1550.8,
1974-10,2013.2,
1974-11,2405.0,
1974-12,2606.9,
1975-01,3117.8,
1975-02,3268.1,
1975-03,3560.3,
1975-04,3585.2,
1975-05,3810.2,
1975-06,3827.3,
1975-07,4278.3,
1975-08,5892.9,
1975-09,5902.4,
1975-10,5952.3,
1975-11,6082.5,
1975-12,5907.1,
1976-01,5886.1,
1976-02,5625.9,
1976-03,5703.7,
1976-04,5706.6,
1976-05,5714.2,
1976-06,5539.2,
1976-07,5183.9,
1976-08,5040.6,
1976-09,4530.1,
1976-10,4172.9,
1976-11,4690.1,
1976-12,4043.4,
1977-01,3920.0,
1977-02,4000.9,
1977-03,3883.9,
1977-04,3823.5,
1977-05,3607.1,
1977-06,3461.1,
1977-07,3281.2,
1977-08,3364.5,
1977-09,3261.9,
1977-10,3267.0,
1977-11,4167.3,
1977-12,4347.9,
1978-01,4357.1,
1978-02,4458.6,
1978-03,4515.7,
1978-04,4553.7,
1978-05,5321.3,
1978-06,5300.2,
1978-07,5627.9,
1978-08,5612.8,
1978-09,5616.1,
1978-10,5645.1,
1978-11,4798.1,
1978-12,4381.8,
1979-01,4235.1,
1979-02,4104.4,
1979-03,3820.9,
1979-04,3792.7,
1979-05,3766.7,
1979-06,3737.2,
1979-07,3727.3,
1979-08,3629.3,
1979-09,3627.8,
1979-10,3616.4,
1979-11,3842.4,
1979-12,4152.9,
1980-01,4316.7,
1980-02,4293.3,
1980-03,4187.7,
1980-04,4153.7,
1980-05,3380.6,
1980-06,3353.1,
1980-07,3203.7,
1980-08,3238.5,
1980-09,3235.3,
1980-10,3205.0,
1980-11,3146.3,
1980-12,3048.8,
1981-01,3030.9,
1981-02,3013.6,
1981-03,3156.1,
1981-04,3142.2,
1981-05,3150.4,
1981-06,3742.1,
1981-07,3988.8,
1981-08,4444.2,
1981-09,5272.4,
1981-10,5348.0,
1981-11,4696.7,
1981-12,4655.8,
1982-01,5116.8,
1982-02,5156.7,
1982-03,5338.2,
1982-04,5654.4,
1982-05,5792.3,
1982-06,6106.5,
1982-07,6660.2,
1982-08,7183.3,
1982-09,7172.9,
1982-10,7242.1,
1982-11,7842.1,
1982-12,7796.8,
1983-01,7607.5,
1983-02,7885.0,
1983-03,7463.6,
1983-04,7255.2,
1983-05,8084.3,
1983-06,7822.3,
1983-07,7853.6,
1983-08,7957.7,
1983-09,7954.3,
1983-10,7791.0,
1983-11,7436.0,
1983-12,7116.0,
1984-01,6628.2,
1984-02,6595.7,
1984-03,6538.6,
1984-04,6488.1,
1984-05,6688.8,
1984-06,6505.6,
1984-07,5839.9,
1984-08,5522.2,
1984-09,5374.9,
1984-10,5359.4,
1984-11,4736.0,
1984-12,4762.2,
1985-01,4794.8,
1985-02,5872.2,
1985-03,6451.8,
1985-04,6586.5,
1985-05,5760.5,
1985-06,5595.2,
1985-07,5320.5,
1985-08,4884.5,
1985-09,4845.1,
1985-10,4791.5,
1985-11,4773.3,
1985-12,4745.7,
1986-01,4655.2,
1986-02,4084.1,
1986-03,3944.3,
1986-04,3659.0,
1986-05,3596.0,
1986-06,3480.1,
1986-07,3456.7,
1986-08,3455.1,
1986-09,3363.1,
1986-10,3348.3,
1986-11,4156.4,
1986-12,4133.3,
1987-01,4142.7,
1987-02,2841.9,
1987-03,2638.5,
1987-04,2558.9,
1987-05,2475.1,
1987-06,2416.7,
1987-07,2309.4,
1987-08,2720.5,
1987-09,2718.5,
1987-10,2738.0,
1987-11,2722.8,
1987-12,2692.7,
1988-01,2654.4,
1988-02,2652.2,
1988-03,2642.7,
1988-04,2621.2,
1988-05,2621.2,
1988-06,3571.4,
1988-07,3524.5,
1988-08,3516.1,
1988-09,3539.8,
1988-10,2711.1,
1988-11,2710.8,
1988-12,2690.8,
1989-01,2601.4,
1989-02,2817.2,
1989-03,3208.0,
1989-04,3358.7,
1989-05,3503.4,
1989-06,3771.7,
1989-07,4269.1,
1989-08,4367.9,
1989-09,4704.1,
1989-10,5016.2,
1989-11,5515.4,
1989-12,6045.1,
1990-01,6675.6,
1990-02,6754.8,
1990-03,7115.1,
1990-04,7435.0,
1990-05,7906.9,
1990-06,7337.9,
1990-07,7974.7,
1990-08,8630.0,
1990-09,9047.9,
1990-10,9490.0,
1990-11,9901.8,
1990-12,9967.2,
1991-01,10228.6,
1991-02,10523.9,
1991-03,10837.0,
1991-04,11200.1,
1991-05,11421.4,
1991-06,11526.8,
1991-07,11228.9,
1991-08,10799.1,
1991-09,10526.8,
1991-10,10332.4,
1991-11,10150.8,
1991-12,10191.1,
1992-01,10894.7,
1992-02,11562.6,
1992-03,11996.7,
1992-04,12182.9,
1992-05,12172.5,
1992-06,12128.8,
1992-07,11981.4,
1992-08,11994.1,
1992-09,12249.1,
1992-10,12831.3,
1992-11,12569.9,
1992-12,12412.5,
1993-01,12263.5,
1993-02,12361.2,
1993-03,12298.7,
1993-04,12100.9,
1993-05,12002.5,
1993-06,11923.5,
1993-07,12001.6,
1993-08,12216.6,
1993-09,12137.6,
1993-10,11868.1,
1993-11,11965.5,
1993-12,11900.8,
1994-01,11288.9,
1994-02,10992.6,
1994-03,10713.7,
1994-04,10504.5,
1994-05,10364.8,
1994-06,10087.2,
1994-07,9775.6,
1994-08,9418.3,
1994-09,9089.1,
1994-10,8922.7,
1994-11,8471.0,
1994-12,8114.0,
1995-01,7311.7,
1995-02,6518.0,
1995-03,6009.3,
1995-04,5588.2,
1995-05,5311.2,
1995-06,5129.2,
1995-07,4886.5,
1995-08,4695.0,
1995-09,4562.5,
1995-10,4175.0,
1995-11,4125.5,
1995-12,4127.4,
1996-01,4454.2,
1996-02,4518.4,
1996-03,4454.8,
1996-04,4484.6,
1996-05,4450.3,
1996-06,4428.0,
1996-07,9966.6,
1996-08,9913.1,
1996-09,9825.1,
1996-10,13973.9,
1996-11,13836.1,
1996-12,13696.8,
1997-01,13436.1,
1997-02,13231.1,
1997-03,13085.6,
1997-04,13164.2,
1997-05,13132.6,
1997-06,13132.3,
1997-07,12650.8,
1997-08,12628.8,
1997-09,12564.0,
1997-10,12909.9,
1997-11,12924.2,
1997-12,12928.3,
1998-01,12770.0,
1998-02,12788.5,
1998-03,12792.8,
1998-04,12812.1,
1998-05,12783.9,
1998-06,12775.3,
1998-07,12646.5,
1998-08,12655.1,
1998-09,12621.1,
1998-10,12659.1,
1998-11,12642.8,
1998-12,12611.4,
1999-01,12254.3,
1999-02,12151.2,
1999-03,12076.9,
1999-04,11907.2,
1999-05,11830.4,
1999-06,11749.2,
1999-07,11733.0,
1999-08,11684.0,
1999-09,11685.4,
1999-10,11580.5,
1999-11,13054.7,
1999-12,11552.9,
2000-01,11399.8,
2000-02,11412.2,
2000-03,11412.5,
2000-04,11534.3,
2000-05,11616.7,
2000-06,11653.7,
2000-07,11697.5,
2000-08,11747.8,
2000-09,11774.9,
2000-10,11468.7,
2000-11,11488.7,
2000-12,11516.4,
2001-01,11669.2,
2001-02,11722.3,
2001-03,11798.2,
2001-04,13696.5,
2001-05,13666.8,
2001-06,13656.3,
2001-07,17884.4,
2001-08,17830.1,
2001-09,17798.6,
2001-10,21192.1,
2001-11,21141.3,
2001-12,21136.4,
2002-01,16851.6,
2002-02,16886.4,
2002-03,16917.2,
2002-04,11708.5,
2002-05,16623.0,
2002-06,21389.4,
2002-07,21252.8,
2002-08,26149.4,
2002-09,30982.1,
2002-10,30976.6,
2002-11,30466.0,
2002-12,30227.4,
2003-01,30217.6,
2003-02,30080.9,
2003-03,30085.2,
2003-04,30048.0,
2003-05,30490.0,
2003-06,30416.4,
2003-07,30841.8,
2003-08,31419.9,
2003-09,32891.6,
2003-10,33238.7,
2003-11,34179.7,
2003-12,35234.7,
2004-01,35941.3,
2004-02,35196.4,
2004-03,36462.7,
2004-04,35615.7,
2004-05,36639.4,
2004-06,35630.2,
2004-07,35743.6,
2004-08,35361.9,
2004-09,35865.6,
2004-10,35341.4,
2004-11,34818.8,
2004-12,34440.0,
2005-01,34967.5,
2005-02,34936.1,
2005-03,36393.2,
2005-04,36543.4,
2005-05,36088.5,
2005-06,36020.8,
2005-07,36127.8,
2005-08,35886.4,
2005-09,35988.7,
2005-10,35733.8,
2005-11,35275.2,
2005-12,36097.8,
2006-01,36760.8,
2006-02,36957.1,
2006-03,36129.8,
2006-04,37199.8,
2006-05,37386.6,
2006-06,36927.2,
2006-07,37828.3,
2006-08,38254.7,
2006-09,37772.1,
2006-10,38522.9,
2006-11,38522.8,
2006-12,37798.1,
2007-01,38163.3,
2007-02,38060.2,
2007-03,38622.2,
2007-04,38500.3,
2007-05,38596.2,
2007-06,38497.4,
2007-07,38142.0,
2007-08,37821.3,
2007-09,37725.0,
2007-10,36850.2,
2007-11,37536.6,
2007-12,37385.4,
2008-01,36103.8,
2008-02,35472.1,
2008-03,37773.8,
2008-04,37570.9,
2008-05,37430.1,
2008-06,37136.3,
2008-07,35493.6,
2008-08,35920.6,
2008-09,40315.7,
2008-10,39382.6,
2008-11,39577.8,
2008-12,40795.3,
2009-01,47900.2,comment
2009-02,56644.7,
2009-03,64653.4,comment
2009-04,80107.7,
2009-05,91298.0,
2009-06,95758.3,
2009-07,105151.9,
2009-08,106426.5,
2009-09,107415.3,
2009-10,107472.9,
2009-11,109932.0,
2009-12,104409.2,
2010-01,100648.6,
2010-02,97849.5,
2010-03,93629.7,
2010-04,90463.5,
2010-05,85540.5,
2010-06,82511.0,
2010-07,81191.3,
2010-08,81850.0,
2010-09,82908.0,
2010-10,83314.7,
2010-11,84425.3,
2010-12,85866.6,
2011-01,84989.9,
2011-02,81338.7,
2011-03,82606.9,
2011-04,80464.1,
2011-05,78237.1,
2011-06,78961.3,
2011-07,77853.2,
2011-08,75682.3,
2011-09,73276.5,
2011-10,68210.3,
2011-11,64257.3,
2011-12,58296.5,
2012-01,55885.2,
2012-02,53985.2,
2012-03,52161.4,
2012-04,51818.9,
2012-05,52484.5,
2012-06,52578.2,
2012-07,52645.1,
2012-08,52502.1,
2012-09,51637.9,
2012-10,51718.5,
2012-11,57194.6,
2012-12,56222.2,
2013-01,55005.2,
2013-02,54705.0,
2013-03,54962.4,
2013-04,53370.1,
2013-05,55472.4,
2013-06,56494.1,
2013-07,57202.4,
2013-08,55986.1,
2013-09,54538.6,
2013-10,54222.5,
2013-11,53166.3,
2013-12,50003.7,
2014-01,46938.3,
2014-02,43570.8,
2014-03,41608.4,
2014-04,39568.5,
2014-05,37808.7,
2014-06,37950.8,
2014-07,37257.3,
2014-08,35478.4,
2014-09,33292.6,
2014-10,34949.2,
2014-11,29951.8,
"","General: From January 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin). From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 2009-01: From January 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-03: From March 2009, including the debt of the Investment and Repayment Fund.",
