"",BBK01.WZ3468,BBK01.WZ3468_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 4 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:11,
2003-12,4.44,
2004-01,4.40,
2004-02,4.36,
2004-03,4.32,
2004-04,4.27,
2004-05,4.23,
2004-06,4.19,
2004-07,4.15,
2004-08,4.10,
2004-09,4.05,
2004-10,4.01,
2004-11,3.96,
2004-12,3.93,
2005-01,3.89,
2005-02,3.85,
2005-03,3.82,
2005-04,3.77,
2005-05,3.73,
2005-06,3.68,
2005-07,3.64,
2005-08,3.61,
2005-09,3.58,
2005-10,3.56,
2005-11,3.53,
2005-12,3.50,
2006-01,3.48,
2006-02,3.45,
2006-03,3.42,
2006-04,3.40,
2006-05,3.38,
2006-06,3.37,
2006-07,3.36,
2006-08,3.36,
2006-09,3.36,
2006-10,3.36,
2006-11,3.36,
2006-12,3.37,
2007-01,3.39,
2007-02,3.41,
2007-03,3.42,
2007-04,3.45,
2007-05,3.48,
2007-06,3.52,
2007-07,3.54,
2007-08,3.56,
2007-09,3.59,
2007-10,3.60,
2007-11,3.62,
2007-12,3.64,
2008-01,3.65,
2008-02,3.67,
2008-03,3.69,
2008-04,3.71,
2008-05,3.74,
2008-06,3.77,
2008-07,3.80,
2008-08,3.83,
2008-09,3.86,
2008-10,3.88,
2008-11,3.89,
2008-12,3.90,
2009-01,3.90,
2009-02,3.91,
2009-03,3.91,
2009-04,3.92,
2009-05,3.93,
2009-06,3.94,
2009-07,3.95,
2009-08,3.95,
2009-09,3.95,
2009-10,3.95,
2009-11,3.94,
2009-12,3.93,
2010-01,3.92,
2010-02,3.90,
2010-03,3.87,
2010-04,3.84,
2010-05,3.80,
2010-06,3.76,
2010-07,3.72,
2010-08,3.68,
2010-09,3.64,
2010-10,3.60,
2010-11,3.57,
2010-12,3.54,
2011-01,3.51,
2011-02,3.48,
2011-03,3.46,
2011-04,3.43,
2011-05,3.39,
2011-06,3.35,
2011-07,3.31,
2011-08,3.26,
2011-09,3.21,
2011-10,3.16,
2011-11,3.11,
2011-12,3.06,
2012-01,3.01,
2012-02,2.96,
2012-03,2.91,
2012-04,2.85,
2012-05,2.78,
2012-06,2.70,
2012-07,2.62,
2012-08,2.54,
2012-09,2.46,
2012-10,2.39,
2012-11,2.34,
2012-12,2.28,
2013-01,2.24,
2013-02,2.19,
2013-03,2.14,
2013-04,2.09,
2013-05,2.04,
2013-06,1.99,
2013-07,1.95,
2013-08,1.92,
2013-09,1.88,
2013-10,1.84,
2013-11,1.81,
2013-12,1.77,
2014-01,1.73,
2014-02,1.70,
2014-03,1.67,
2014-04,1.64,
2014-05,1.61,
2014-06,1.58,
2014-07,1.55,
2014-08,1.52,
2014-09,1.49,
2014-10,1.45,
2014-11,1.41,
2014-12,1.37,
2015-01,1.32,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
