"",BBK01.WU5002,BBK01.WU5002_FLAGS
"",Exchange rates on the Frankfurt exchange / FIM 100 = DM ... / Finland,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:19,
1972-07,76.741,
1972-08,77.182,
1972-09,77.258,
1972-10,77.370,
1972-11,76.952,
1972-12,76.748,
1973-01,76.690,
1973-02,75.114,
1973-03,73.142,
1973-04,73.192,
1973-05,72.696,
1973-06,69.071,
1973-07,64.347,
1973-08,66.101,
1973-09,65.502,
1973-10,65.329,
1973-11,69.065,
1973-12,69.316,
1974-01,70.691,
1974-02,69.271,
1974-03,68.587,
1974-04,67.461,
1974-05,66.862,
1974-06,69.062,
1974-07,69.425,
1974-08,69.898,
1974-09,69.917,
1974-10,68.334,
1974-11,67.415,
1974-12,67.553,
1975-01,66.831,
1975-02,66.772,
1975-03,66.148,
1975-04,66.684,
1975-05,66.217,
1975-06,66.363,
1975-07,67.355,
1975-08,68.120,
1975-09,67.897,
1975-10,66.809,
1975-11,67.081,
1975-12,67.898,
1976-01,67.800,
1976-02,66.846,
1976-03,66.615,
1976-04,65.963,
1976-05,66.152,
1976-06,66.103,
1976-07,66.305,
1976-08,65.144,
1976-09,64.238,
1976-10,63.045,
1976-11,62.839,
1976-12,62.770,
1977-01,62.886,
1977-02,62.925,
1977-03,62.905,
1977-04,58.876,
1977-05,57.856,
1977-06,57.743,
1977-07,56.894,
1977-08,56.684,
1977-09,55.741,
1977-10,54.977,
1977-11,53.721,
1977-12,52.289,
1978-01,52.743,
1978-02,50.866,
1978-03,48.784,
1978-04,48.763,
1978-05,49.319,
1978-06,48.746,
1978-07,48.917,
1978-08,48.646,
1978-09,48.456,
1978-10,46.872,
1978-11,47.507,
1978-12,46.948,
1979-01,46.678,
1979-02,46.779,
1979-03,46.805,
1979-04,47.316,
1979-05,47.659,
1979-06,47.598,
1979-07,47.480,
1979-08,47.701,
1979-09,47.070,
1979-10,47.395,
1979-11,46.862,
1979-12,46.535,
1980-01,46.685,
1980-02,47.030,
1980-03,48.061,
1980-04,49.074,
1980-05,48.532,
1980-06,48.505,
1980-07,48.392,
1980-08,48.970,
1980-09,49.078,
1980-10,49.967,
1980-11,50.793,
1980-12,51.066,
1981-01,51.682,
1981-02,52.799,
1981-03,51.893,
1981-04,52.140,
1981-05,53.185,
1981-06,53.576,
1981-07,53.792,
1981-08,54.131,
1981-09,52.445,
1981-10,50.956,
1981-11,51.183,
1981-12,51.732,
1982-01,52.065,
1982-02,52.482,
1982-03,52.107,
