"",BBK01.OUC369,BBK01.OUC369_FLAGS
"",Loans to foreign enterprises and households for up to and including one year / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:15,
1999-01,26.218,
1999-02,23.714,
1999-03,26.342,
1999-04,26.465,
1999-05,28.860,
1999-06,23.014,
1999-07,26.662,
1999-08,22.302,
1999-09,25.290,
1999-10,27.636,
1999-11,26.098,
1999-12,20.779,
2000-01,26.081,
2000-02,27.041,
2000-03,30.086,
2000-04,32.498,
2000-05,30.197,
2000-06,22.057,
2000-07,23.069,
2000-08,28.675,
2000-09,29.522,
2000-10,30.412,
2000-11,31.761,
2000-12,34.708,
2001-01,42.142,
2001-02,44.953,
2001-03,58.866,
2001-04,65.422,
2001-05,66.029,
2001-06,60.367,
2001-07,57.025,
2001-08,58.730,
2001-09,61.861,
2001-10,64.264,
2001-11,72.764,
2001-12,60.085,
2002-01,61.010,
2002-02,65.077,
2002-03,73.385,
2002-04,66.944,
2002-05,69.803,
2002-06,67.945,
2002-07,62.515,
2002-08,62.828,
2002-09,69.226,
2002-10,70.185,
2002-11,72.706,
2002-12,56.634,
2003-01,57.817,
2003-02,75.759,
2003-03,74.461,
2003-04,82.392,
2003-05,88.163,
2003-06,78.574,
2003-07,76.885,
2003-08,73.807,
2003-09,81.797,
2003-10,78.663,
2003-11,92.204,
2003-12,81.396,
2004-01,90.128,
2004-02,99.131,
2004-03,103.569,
2004-04,105.797,
2004-05,94.400,
2004-06,95.072,
2004-07,99.341,
2004-08,105.509,
2004-09,112.563,
2004-10,108.514,
2004-11,124.729,
2004-12,105.520,
2005-01,114.454,
2005-02,118.909,
2005-03,104.666,
2005-04,128.169,
2005-05,117.221,
2005-06,103.858,
2005-07,102.343,
2005-08,103.594,
2005-09,102.190,
2005-10,103.931,
2005-11,111.047,
2005-12,94.410,
2006-01,103.755,
2006-02,97.185,
2006-03,91.412,
2006-04,95.582,
2006-05,99.022,
2006-06,94.865,
2006-07,99.900,
2006-08,101.304,
2006-09,100.799,
2006-10,99.450,
2006-11,103.254,
2006-12,94.657,
2007-01,110.492,
2007-02,116.321,
2007-03,115.821,
2007-04,121.493,
2007-05,125.241,
2007-06,122.234,
2007-07,114.953,
2007-08,112.006,
2007-09,108.372,
2007-10,98.613,
2007-11,113.107,
2007-12,88.505,
2008-01,108.194,
2008-02,118.537,
2008-03,116.240,
2008-04,112.885,
2008-05,113.127,
2008-06,86.804,
2008-07,90.134,
2008-08,97.320,
2008-09,93.657,
2008-10,90.536,
2008-11,91.962,
2008-12,68.688,
2009-01,77.490,
2009-02,64.676,
2009-03,61.350,
2009-04,73.819,
2009-05,70.862,
2009-06,71.548,
2009-07,68.012,
2009-08,66.029,
2009-09,62.903,
2009-10,62.866,
2009-11,59.596,
2009-12,55.667,
2010-01,57.015,
2010-02,58.761,
2010-03,55.660,
2010-04,74.423,
2010-05,85.491,
2010-06,64.099,
2010-07,64.287,
2010-08,65.157,
2010-09,50.104,
2010-10,48.415,
2010-11,60.024,
2010-12,49.455,
2011-01,47.552,
2011-02,54.090,
2011-03,48.620,
2011-04,64.156,
2011-05,68.976,
2011-06,59.194,
2011-07,59.961,
2011-08,65.138,
2011-09,65.368,
2011-10,53.703,
2011-11,52.596,
2011-12,43.035,
2012-01,44.218,
2012-02,42.918,
2012-03,56.907,
2012-04,60.560,
2012-05,58.559,
2012-06,49.858,
2012-07,52.807,
2012-08,55.170,
2012-09,54.386,
2012-10,57.278,
2012-11,66.404,
2012-12,49.597,
2013-01,54.829,
2013-02,51.800,
2013-03,54.376,
2013-04,55.919,
2013-05,56.683,
2013-06,54.107,
2013-07,53.309,
2013-08,51.153,
2013-09,43.403,
2013-10,43.641,
2013-11,46.918,
2013-12,39.393,
2014-01,43.804,
2014-02,46.516,
2014-03,39.673,
2014-04,45.943,
2014-05,44.359,
2014-06,45.288,
2014-07,51.985,
2014-08,49.660,
2014-09,45.825,
2014-10,43.604,
2014-11,47.532,
2014-12,31.777,Provisional value
