"",BBK01.CEH4BQ,BBK01.CEH4BQ_FLAGS
"",Loans debtor: Insurance corporations                          creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:20:30,
1991-01,0.1,
1991-04,0.3,
1991-07,0.0,
1991-10,0.1,
1992-01,0.8,
1992-04,0.6,
1992-07,-0.3,
1992-10,-0.2,
1993-01,0.6,
1993-04,0.3,
1993-07,0.5,
1993-10,-0.2,
1994-01,0.6,
1994-04,1.0,
1994-07,-0.5,
1994-10,0.4,
1995-01,1.8,
1995-04,-0.3,
1995-07,0.4,
1995-10,-0.4,
1996-01,1.4,
1996-04,0.6,
1996-07,-0.6,
1996-10,0.2,
1997-01,0.6,
1997-04,1.2,
1997-07,0.3,
1997-10,1.2,
1998-01,0.6,
1998-04,0.8,
1998-07,1.2,
1998-10,0.4,
1999-01,0.4,
1999-04,1.0,
1999-07,0.4,
1999-10,0.0,
2000-01,0.7,
2000-04,0.3,
2000-07,0.5,
2000-10,-0.5,
2001-01,1.3,
2001-04,0.5,
2001-07,0.9,
2001-10,1.2,
2002-01,0.7,
2002-04,0.6,
2002-07,3.0,
2002-10,1.0,
2003-01,1.5,
2003-04,2.9,
2003-07,-0.6,
2003-10,-1.5,
2004-01,2.6,
2004-04,-0.1,
2004-07,1.0,
2004-10,2.3,
2005-01,-2.6,
2005-04,-1.5,
2005-07,0.3,
2005-10,-5.4,
2006-01,0.5,
2006-04,0.1,
2006-07,0.1,
2006-10,1.7,
2007-01,-0.8,
2007-04,2.4,
2007-07,0.3,
2007-10,-3.7,
2008-01,-0.6,
2008-04,-1.4,
2008-07,1.7,
2008-10,-3.7,
2009-01,-0.2,
2009-04,-0.7,
2009-07,-0.3,
2009-10,0.3,
2010-01,0.8,
2010-04,0.5,
2010-07,1.5,
2010-10,1.7,
2011-01,-2.7,
2011-04,-0.4,
2011-07,0.4,
2011-10,0.0,
2012-01,0.0,
2012-04,1.5,
2012-07,0.2,
2012-10,0.2,
2013-01,1.1,
2013-04,0.1,
2013-07,-3.1,
2013-10,0.6,
2014-01,0.8,
