"",BBK01.CEH8N0,BBK01.CEH8N0_FLAGS
"",Money market shares debtor: Rest of the world                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:40,
1991-01,0.0,
1991-04,0.0,
1991-07,0.0,
1991-10,0.0,
1992-01,0.0,
1992-04,0.0,
1992-07,0.0,
1992-10,0.0,
1993-01,0.0,
1993-04,0.0,
1993-07,0.0,
1993-10,0.0,
1994-01,0.0,
1994-04,0.0,
1994-07,4.5,
1994-10,3.9,
1995-01,-0.6,
1995-04,-0.2,
1995-07,-0.2,
1995-10,1.5,
1996-01,-0.6,
1996-04,-1.4,
1996-07,-0.6,
1996-10,-0.2,
1997-01,-0.7,
1997-04,-0.2,
1997-07,0.2,
1997-10,-0.5,
1998-01,0.6,
1998-04,0.3,
1998-07,0.4,
1998-10,0.5,
1999-01,1.0,
1999-04,0.0,
1999-07,0.1,
1999-10,-0.7,
2000-01,0.5,
2000-04,-0.6,
2000-07,-0.5,
2000-10,-0.2,
2001-01,1.5,
2001-04,1.0,
2001-07,1.1,
2001-10,1.1,
2002-01,1.4,
2002-04,-0.1,
2002-07,1.4,
2002-10,-0.3,
2003-01,3.6,
2003-04,-0.3,
2003-07,-0.8,
2003-10,-0.8,
2004-01,0.1,
2004-04,0.3,
2004-07,-0.3,
2004-10,-1.8,
2005-01,-0.2,
2005-04,0.2,
2005-07,0.1,
2005-10,-0.6,
2006-01,0.7,
2006-04,1.0,
2006-07,0.9,
2006-10,1.5,
2007-01,4.8,
2007-04,5.5,
2007-07,3.3,
2007-10,2.4,
2008-01,5.1,
2008-04,-2.1,
2008-07,-1.1,
2008-10,-9.9,
2009-01,-0.8,
2009-04,1.4,
2009-07,-2.5,
2009-10,-2.7,
2010-01,1.0,
2010-04,-3.4,
2010-07,0.3,
2010-10,0.5,
2011-01,0.6,
2011-04,-0.9,
2011-07,1.1,
2011-10,0.4,
2012-01,0.9,
2012-04,-2.2,
2012-07,0.5,
2012-10,1.1,
2013-01,-2.7,
2013-04,-1.1,
2013-07,0.7,
2013-10,-0.4,
2014-01,1.1,
